N	2gram	Bakhtin_KF_1	Myshleni
1	в процессе	2	27
2	и в	24	25
3	мышления и	2	23
4	в том	6	23
5	на основе	7	22
6	том что	4	20
7	что в	4	17
8	в основе	5	16
9	с тем	2	16
10	как и	5	15
11	то что	7	15
12	в его	40	15
13	в этом	14	14
14	может быть	45	13
15	в целом	10	13
16	в качестве	2	12
17	по своему	3	11
18	как бы	9	10
19	и не	26	10
20	того что	3	10
21	было бы	8	10
22	что и	7	10
23	только в	16	10
24	как в	2	9
25	мы не	3	9
26	ни в	12	9
27	того чтобы	2	8
28	тем что	3	8
29	все эти	10	7
30	по себе	2	7
31	для того	3	7
32	в области	2	7
33	не менее	3	6
34	не в	12	6
35	один из	2	6
36	не может	27	6
37	и на	3	6
38	потому что	2	6
39	от этого	2	6
40	что он	2	6
41	но не	12	6
42	со всеми	2	6
43	не только	5	6
44	все же	5	6
45	точки зрения	12	6
46	все это	10	6
47	так и	2	5
48	именно в	5	5
49	что это	3	5
50	тем не	2	5
51	и как	2	5
52	но это	6	5
53	для него	8	5
54	при этом	4	5
55	мышление и	2	5
56	с ее	2	5
57	если бы	8	5
58	о том	3	5
59	входит в	3	5
60	из которых	2	5
61	могут быть	3	5
62	в этой	2	5
63	и т.д	2	5
64	независимо от	3	4
65	никогда не	5	4
66	в своем	16	4
67	прежде всего	2	4
68	в смысле	6	4
69	отнюдь не	6	4
70	но и	9	4
71	от того	3	4
72	а в	4	4
73	в то	3	4
74	с ним	5	4
75	мы имеем	5	4
76	тогда когда	3	4
77	и все	7	4
78	и того	2	4
79	еще не	4	4
80	он не	6	4
81	могло бы	4	4
82	этого слова	2	4
83	и это	12	4
84	там где	5	4
85	оба эти	2	3
86	в себя	7	3
87	в свою	3	3
88	как оно	2	3
89	в него	2	3
90	в котором	24	3
91	и их	6	3
92	по отношению	26	3
93	с ними	3	3
94	между тем	4	3
95	во всем	7	3
96	его в	5	3
97	были бы	2	3
98	не как	4	3
99	в жизни	2	3
100	к этому	2	3
101	но как	5	3
102	его к	2	3
103	или иной	2	3
104	не есть	20	3
105	дело с	2	3
106	а с	2	3
107	в виде	2	3
108	ничего общего	2	3
109	слова в	2	2
110	место в	5	2
111	то же	5	2
112	включает в	2	2
113	тому что	2	2
114	эти момента	3	2
115	а по	2	2
116	для нас	4	2
117	ни было	4	2
118	но все	5	2
119	той или	3	2
120	в нем	28	2
121	нее в	2	2
122	в корне	2	2
123	для этого	2	2
124	и только	6	2
125	он имеет	2	2
126	и других	2	2
127	здесь мы	4	2
128	должно быть	6	2
129	в своих	3	2
130	и здесь	7	2
131	того или	3	2
132	бы быть	5	2
133	и развивается	2	2
134	всех этих	3	2
135	этих моментов	2	2
136	в одном	4	2
137	этом смысле	3	2
138	ясно что	3	2
139	или иного	3	2
140	конечно в	2	2
141	и отношения	2	2
142	и эти	2	2
143	этот момент	6	2
144	и может	3	2
145	и потому	2	2
146	но всегда	2	2
147	оно не	2	2
148	отношению к	22	2
149	не будет	2	2
150	в мире	6	2
151	в своей	10	2
152	вытекает из	2	2
153	уже не	7	2
154	тем самым	4	2
155	и эта	2	2
156	едва ли	2	2
157	и для	9	2
158	и его	17	2
159	и то	2	2
160	вступает в	3	2
161	в каком	4	2
162	в себе	21	2
163	в чем	4	2
164	а как	2	2
