N	2gram	Voloshinov_1	Tvorches
1	и в	19	20
2	в романе	2	15
3	не только	8	13
4	никогда не	2	11
5	как бы	15	11
6	в его	6	10
7	таким образом	17	10
8	в то	3	10
9	и его	19	9
10	и не	26	9
11	прежде всего	13	8
12	в том	6	8
13	при этом	8	8
14	но и	8	8
15	может быть	26	8
16	в этом	16	8
17	и с	2	8
18	же время	3	7
19	что в	4	7
20	не может	24	7
21	то же	7	7
22	xix века	3	7
23	в конце	5	6
24	что он	2	6
25	как и	12	6
26	в своей	3	6
27	так и	11	6
28	все это	3	6
29	именно в	5	6
30	а не	7	6
31	в основном	6	6
32	если он	2	5
33	еще не	4	5
34	все же	8	5
35	и даже	2	5
36	так же	7	5
37	и на	4	5
38	о том	2	5
39	и от	3	4
40	мы не	6	4
41	том что	3	4
42	в дальнейшем	3	4
43	отнюдь не	6	4
44	первой части	2	4
45	как в	4	4
46	все эти	7	4
47	не в	5	4
48	а в	4	4
49	в чем	2	4
50	и потому	5	4
51	ничего не	6	4
52	если бы	2	4
53	но в	7	4
54	место в	3	3
55	же как	2	3
56	жизни в	4	3
57	с этой	2	3
58	в одной	2	3
59	к этому	5	3
60	отношению к	2	3
61	одна из	2	3
62	для него	9	3
63	что не	2	3
64	одной из	3	3
65	в самом	10	3
66	он не	3	3
67	в котором	3	3
68	и др	2	3
69	не является	4	3
70	в нем	10	3
71	то что	8	3
72	и это	3	3
73	сих пор	8	3
74	по отношению	3	3
75	так как	2	3
76	человека в	2	3
77	одним из	2	3
78	в таком	2	3
79	этот вопрос	5	3
80	тем что	2	3
81	в своих	2	3
82	в себе	2	3
83	в начале	5	3
84	его в	3	3
85	нет ничего	3	3
86	между тем	3	3
87	до сих	8	3
88	ни к	2	2
89	зависит от	2	2
90	не менее	4	2
91	и есть	3	2
92	точку зрения	2	2
93	с другой	5	2
94	вовсе не	5	2
95	во всяком	5	2
96	и ее	3	2
97	в литературе	2	2
98	в ее	7	2
99	у нас	2	2
100	более того	3	2
101	в частности	2	2
102	но если	2	2
103	всяком случае	2	2
104	нет и	4	2
105	точка зрения	7	2
106	в первой	2	2
107	по преимуществу	5	2
108	в процессе	14	2
109	в истории	3	2
110	в отличие	5	2
111	не было	3	2
112	и других	2	2
113	сводится к	3	2
114	самом деле	10	2
115	на этот	3	2
116	другой стороны	6	2
117	и он	2	2
118	друг друга	8	2
119	рядом с	5	2
120	с другими	3	2
121	не столько	4	2
122	образ и	2	2
123	в основе	2	2
124	из них	3	2
125	могут быть	2	2
126	в которой	3	2
127	и вообще	2	2
128	и только	2	2
129	только в	9	2
130	в русской	2	2
131	таком случае	2	2
132	из этого	2	2
133	эта мысль	2	2
134	так сказать	6	2
135	отличие от	5	2
