N	2gram	Medvedev_F_1	Psycholo
1	и в	24	38
2	то что	8	35
3	все время	2	30
4	в том	6	25
5	в самом	5	25
6	самом деле	6	21
7	что в	4	20
8	может быть	14	19
9	и что	2	18
10	точки зрения	16	16
11	в ней	10	15
12	если бы	4	14
13	как бы	6	14
14	и т	12	14
15	в этой	6	13
16	в этом	15	13
17	было бы	6	12
18	не только	7	12
19	мы увидим	4	12
20	таким образом	13	12
21	не в	8	12
22	что он	3	11
23	то же	10	10
24	и не	20	10
25	и все	6	10
26	с точки	13	9
27	все же	3	8
28	с тем	2	8
29	с этим	2	8
30	в одном	2	8
31	вовсе не	10	8
32	как и	11	8
33	и как	3	8
34	как раз	2	8
35	и это	2	8
36	с другой	5	7
37	в ее	8	7
38	а не	10	7
39	не может	16	7
40	как мы	5	7
41	а в	6	7
42	между тем	2	7
43	и здесь	6	6
44	к тому	3	6
45	мы видели	2	6
46	до сих	6	6
47	она не	6	6
48	один из	3	6
49	и если	2	6
50	он не	3	6
51	с одной	4	6
52	если мы	2	6
53	как это	6	6
54	и его	10	6
55	и на	8	6
56	ясно что	3	6
57	должна быть	7	5
58	в своем	11	5
59	одной стороны	4	5
60	в своей	11	5
61	время в	3	5
62	вместе с	2	5
63	но и	7	5
64	сих пор	6	5
65	т п	4	5
66	мы не	3	5
67	в его	23	5
68	так сказать	3	5
69	в которой	4	5
70	никогда не	4	4
71	если он	3	4
72	идет о	2	4
73	в свою	8	4
74	при этом	5	4
75	не можем	2	4
76	когда он	3	4
77	конечно не	4	4
78	во всех	5	4
79	в самой	2	4
80	она была	2	4
81	в нем	14	4
82	что и	2	4
83	в целом	6	4
84	как в	8	4
85	т д	8	4
86	все эти	6	4
87	того что	5	4
88	и даже	3	4
89	в своих	2	4
90	только в	2	4
91	одна из	2	4
92	в себе	3	4
93	место в	7	3
94	как на	4	3
95	каждого из	2	3
96	она должна	3	3
97	в них	3	3
98	со всей	3	3
99	главным образом	4	3
100	указать на	2	3
101	и к	4	3
102	ни в	2	3
103	но это	3	3
104	в основе	3	3
105	должен быть	5	3
106	как если	2	3
107	все это	9	3
108	прав когда	2	3
109	не так	2	3
110	в то	9	3
111	бы в	3	3
112	могла бы	2	3
113	его в	3	3
114	здесь не	3	3
115	но в	5	3
116	в общем	3	2
117	более и	2	2
118	всех этих	3	2
119	и более	2	2
120	была бы	2	2
121	все более	2	2
122	смысле этого	3	2
123	отнюдь не	6	2
124	при таком	4	2
125	а вовсе	2	2
126	хотя бы	5	2
127	так например	3	2
128	с этой	4	2
129	на самом	7	2
130	во всяком	4	2
131	на всю	2	2
132	и ее	10	2
133	иначе как	2	2
134	о мире	2	2
135	остановиться на	2	2
136	же в	3	2
137	до конца	7	2
138	уже не	2	2
139	у нас	5	2
140	по существу	2	2
141	у них	3	2
142	аналогии с	3	2
143	свою очередь	6	2
144	на наших	2	2
145	не могла	2	2
146	не должна	7	2
147	здесь в	2	2
148	лучшем случае	3	2
149	для него	3	2
150	и может	4	2
151	со всеми	3	2
152	они не	3	2
153	уже как	2	2
154	к ней	2	2
155	поэтического стиля	2	2
156	на их	2	2
157	всяком случае	4	2
158	для этого	4	2
159	с ее	7	2
160	места в	2	2
161	со стороны	5	2
162	всего этого	2	2
163	целый ряд	3	2
164	так же	4	2
165	по аналогии	3	2
166	отношения к	6	2
167	и вот	2	2
168	и наконец	3	2
169	думать что	3	2
170	в лучшем	3	2
171	и чем	3	2
172	он в	2	2
173	говорит он	3	2
174	как к	3	2
175	в истории	4	2
176	чтобы он	2	2
177	одним словом	5	2
178	этого слова	3	2
179	к этой	4	2
180	с ним	2	2
181	ничего не	2	2
182	могло бы	2	2
183	в эту	2	2
