N	3gram	Vygotskiy__5	Marksizm
1	с точки зрения	2	20
2	не может быть	2	13
3	в самом деле	5	9
4	до сих пор	5	8
5	и того же	2	5
6	одного и того	2	5
7	в отличие от	2	5
8	с другой стороны	5	5
9	с самого начала	3	4
10	то же самое	3	3
11	может быть и	2	3
12	на этот вопрос	3	3
13	можно сказать что	2	3
14	в конце концов	2	3
15	в этом отношении	3	3
16	в том что	14	3
17	в этом случае	2	3
18	для того чтобы	19	3
19	и той же	2	2
20	так же как	2	2
21	на первый план	2	2
22	до тех пор	2	2
23	можно было бы	3	2
24	сводится к тому	2	2
25	самом деле если	2	2
26	тех пор пока	2	2
27	одной и той	2	2
28	вопрос о том	2	2
