N	2gram	Bakhtin_Fr_6	Dialekti
1	и не	3	30
2	и в	41	18
3	может быть	2	17
4	точки зрения	2	17
5	в нем	16	16
6	так что	2	15
7	а не	2	14
8	потому что	3	14
9	что в	7	13
10	то что	10	13
11	не только	10	13
12	и даже	4	13
13	было бы	3	12
14	и что	5	12
15	с точки	2	12
16	в этом	12	12
17	не может	4	12
18	что это	5	11
19	что он	6	11
20	как бы	7	11
21	все это	11	11
22	в себе	5	11
23	так как	10	11
24	прежде всего	10	10
25	есть нечто	2	10
26	то же	5	10
27	сказать что	6	10
28	никогда не	8	9
29	в том	2	9
30	так и	5	9
31	том что	7	9
32	и то	2	9
33	но это	3	8
34	к нему	3	8
35	вовсе не	7	7
36	и как	4	7
37	но и	13	7
38	мы находим	2	7
39	что не	3	7
40	также и	6	7
41	как она	2	7
42	с другой	4	6
43	никак не	3	6
44	не в	4	6
45	в то	6	6
46	и образ	4	6
47	в чем	3	6
48	с ним	4	6
49	но в	8	6
50	он сам	3	5
51	в этих	2	5
52	в своем	5	5
53	в дальнейшем	2	5
54	есть и	2	5
55	но если	2	5
56	все же	4	5
57	в особенности	7	5
58	и он	5	5
59	есть только	3	5
60	а в	4	5
61	и с	16	5
62	говорить о	2	5
63	в конце	2	4
64	это и	2	4
65	мы видим	6	4
66	но не	2	4
67	от него	2	4
68	же время	5	4
69	хотя и	2	4
70	в котором	4	4
71	так же	5	4
72	другой стороны	2	4
73	как раз	2	4
74	как мы	12	4
75	и вообще	4	4
76	о том	9	4
77	как он	2	4
78	как это	2	4
79	состоит из	2	3
80	всех этих	2	3
81	в них	7	3
82	та же	4	3
83	должна быть	2	3
84	стороны и	2	3
85	но эта	2	3
86	что они	2	3
87	конечно не	3	3
88	он не	2	3
89	только с	3	3
90	в его	7	3
91	и потому	2	3
92	даже в	4	3
93	один из	6	3
94	жизни и	3	3
95	в самом	10	3
96	еще более	2	3
97	но с	2	3
98	самом деле	4	3
99	в данном	3	3
100	в основе	4	3
101	в ней	4	3
102	только в	3	3
103	и все	9	3
104	бы в	2	3
105	как у	3	2
106	на этом	2	2
107	поэтому и	3	2
108	но они	4	2
109	что их	2	2
110	не был	2	2
111	того что	3	2
112	они были	3	2
113	именно в	4	2
114	в частности	2	2
115	как в	4	2
116	с этой	3	2
117	и от	4	2
118	из этих	2	2
119	с другими	3	2
120	себе самом	2	2
121	и сейчас	2	2
122	но конечно	2	2
123	как и	7	2
124	что именно	2	2
125	что если	2	2
126	как о	2	2
127	здесь в	9	2
128	до сих	3	2
129	одной стороны	4	2
130	мы увидим	3	2
131	никто не	2	2
132	что человек	2	2
133	в корне	2	2
134	в него	3	2
135	тем более	2	2
136	но уже	2	2
137	из них	5	2
138	в своей	2	2
139	и их	3	2
140	сих пор	3	2
141	нас не	3	2
142	для этого	2	2
143	что даже	2	2
144	с этим	3	2
145	этом отношении	3	2
146	с одной	4	2
147	все эти	11	2
148	как один	3	2
149	из того	2	2
150	если мы	2	2
151	в эпоху	6	2
152	и у	2	2
153	и для	3	2
154	между собою	5	2
155	то он	2	2
156	в другом	4	2
157	во всем	5	2
158	это было	2	2
