N	2gram	Bakhtin_Pr_3	Problemy
1	и не	15	31
2	и в	53	29
3	в его	8	24
4	может быть	12	24
5	а не	11	22
6	в этом	8	22
7	как бы	14	19
8	в нем	10	19
9	точки зрения	4	19
10	у достоевского	17	16
11	не только	4	15
12	то что	9	15
13	но и	7	14
14	и его	10	14
15	то же	6	14
16	с точки	2	13
17	как и	11	12
18	о себе	2	12
19	достоевского в	3	12
20	не может	2	12
21	таким образом	6	12
22	в самом	2	10
23	из подполья	5	10
24	в то	5	10
25	только в	4	10
26	с его	2	9
27	это не	6	9
28	но не	5	9
29	же время	5	9
30	все эти	9	9
31	идеи в	2	9
32	в каждом	4	8
33	что он	4	8
34	что в	2	8
35	творчества достоевского	10	8
36	в своей	3	8
37	по отношению	2	8
38	потому что	5	8
39	в том	14	8
40	прежде всего	15	7
41	вовсе не	3	7
42	том что	5	7
43	не в	2	7
44	так и	6	7
45	в форме	6	7
46	достоевского и	6	7
47	а в	2	7
48	с другими	3	7
49	и на	18	7
50	в себе	5	7
51	мира и	2	7
52	но в	5	7
53	произведений достоевского	2	6
54	все это	8	6
55	в одной	2	6
56	в конце	3	6
57	несмотря на	2	6
58	одним из	3	6
59	как в	7	6
60	в мире	5	6
61	менее всего	2	6
62	могут быть	4	6
63	его в	2	6
64	и потому	5	6
65	так как	7	6
66	перед нами	5	5
67	и др	14	5
68	именно в	2	5
69	творчество достоевского	2	5
70	было бы	5	5
71	сочетается с	3	5
72	более того	6	5
73	зависимости от	2	5
74	еще не	5	5
75	в сущности	10	5
76	он не	3	5
77	в зависимости	2	5
78	той же	5	5
79	в творчестве	8	5
80	с их	2	5
81	между тем	2	5
82	для достоевского	3	5
83	творчестве достоевского	5	5
84	и это	3	5
85	с ним	2	5
86	ничего не	6	5
87	произведениях достоевского	3	5
88	все то	3	4
89	в литературе	5	4
90	что и	3	4
91	ивана карамазова	4	4
92	но это	3	4
93	он умел	2	4
94	и с	6	4
95	и для	4	4
96	не было	4	4
97	тем что	2	4
98	как мы	5	4
99	они не	3	4
100	и наконец	2	4
101	их в	2	4
102	в основе	5	4
103	человека в	3	4
104	так сказать	5	4
105	уже в	2	3
106	я не	4	3
107	он сам	4	3
108	никогда не	2	3
109	и одновременно	4	3
110	в них	2	3
111	с другой	2	3
112	нового времени	8	3
113	по существу	5	3
114	достоевского с	3	3
115	одна из	7	3
116	кроме того	3	3
117	в духе	8	3
118	и до	5	3
119	в их	2	3
120	например в	5	3
121	себе самому	6	3
122	в себя	6	3
123	и у	7	3
124	достоевского мы	4	3
125	произведения достоевского	3	3
126	его творчества	6	3
127	в своих	2	3
128	сказать что	10	3
129	он в	2	3
130	достоевский был	4	3
131	не знает	4	3
132	как будто	2	3
133	мы должны	4	3
134	далеко не	2	3
135	все его	2	3
136	и уже	2	2
137	самого начала	4	2
138	себя и	2	2
139	человек и	2	2
140	хотя бы	2	2
141	но они	4	2
142	и во	4	2
143	и от	3	2
144	в жизни	8	2
145	для понимания	2	2
146	в условиях	4	2
147	и ее	6	2
148	и к	5	2
149	жизни и	9	2
150	его творчество	2	2
151	мы остановимся	2	2
152	мы видим	2	2
153	при этом	3	2
154	есть и	2	2
155	и идеи	4	2
156	тот же	2	2
157	до достоевского	3	2
158	если б	7	2
159	конечно не	4	2
160	наконец в	2	2
161	не о	2	2
162	до сих	5	2
163	и тон	2	2
164	его творчестве	2	2
165	один из	6	2
166	в большинстве	4	2
167	в один	2	2
168	на его	3	2
169	отношение к	6	2
170	сих пор	5	2
171	мы уже	5	2
172	себя самого	3	2
173	во всей	4	2
174	здесь конечно	4	2
175	и даже	2	2
176	слово в	2	2
177	в той	2	2
178	здесь мы	2	2
179	в смысле	2	2
180	к себе	6	2
181	между ними	2	2
182	для других	2	2
183	конечно и	4	2
184	в ней	7	2
185	правда в	2	2
186	но он	2	2
187	самим собою	4	2
188	в истории	3	2
189	во все	5	2
190	идея здесь	2	2
191	большинстве случаев	4	2
192	в которой	2	2
193	в чисто	2	2
194	нет ни	2	2
195	в сознании	2	2
196	с этим	2	2
