N	2gram	Bakhtin_KF_1	Myslijsy
1	потому что	2	46
2	в том	6	32
3	и в	24	30
4	может быть	45	28
5	то же	5	23
6	не только	5	21
7	только в	16	21
8	для нас	4	20
9	но и	9	19
10	том что	4	18
11	то что	7	18
12	того что	3	18
13	что в	4	17
14	не есть	20	17
15	по себе	2	16
16	в себе	21	16
17	в сознании	2	15
18	не в	12	15
19	и не	26	15
20	а не	17	15
21	что и	7	13
22	а в	4	12
23	если бы	8	12
24	этого слова	2	11
25	так и	2	11
26	как и	5	10
27	как в	2	10
28	в этом	14	10
29	в то	3	10
30	для него	8	9
31	было бы	8	9
32	в нем	28	9
33	мы не	3	9
34	между тем	4	9
35	тогда когда	3	9
36	от того	3	8
37	в ней	3	8
38	что не	3	8
39	и то	2	8
40	слова в	2	7
41	вовсе не	7	7
42	с тем	2	7
43	но не	12	7
44	тем самым	4	7
45	тем что	3	7
46	что только	2	6
47	что он	2	6
48	но это	6	6
49	не может	27	6
50	уже не	7	6
51	не имеет	5	6
52	с ним	5	6
53	независимо от	3	5
54	думать что	2	5
55	в каком	4	5
56	и как	2	5
57	же время	2	5
58	в своем	16	5
59	еще не	4	5
60	только как	4	5
61	только по	2	5
62	и тем	3	5
63	отношению к	22	5
64	не менее	3	5
65	по отношению	26	5
66	должно быть	6	5
67	слово не	3	5
68	что я	5	5
69	что это	3	4
70	оно не	2	4
71	в смысле	6	4
72	себе а	2	4
73	все это	10	4
74	в его	40	4
75	себя и	2	4
76	в котором	24	4
77	один из	2	4
78	бы не	3	4
79	и его	17	4
80	он не	6	4
81	не было	8	4
82	если не	2	4
83	для того	3	4
84	быть только	8	4
85	и это	12	4
86	и потому	2	4
87	для меня	20	4
88	место в	5	3
89	и есть	9	3
90	могут быть	3	3
91	тому что	2	3
92	прежде всего	2	3
93	и все	7	3
94	к этому	2	3
95	я и	2	3
96	тем не	2	3
97	именно в	5	3
98	не будет	2	3
99	в свою	3	3
100	при этом	4	3
101	и может	3	3
102	к содержанию	2	3
103	как бы	9	3
104	для себя	5	3
105	в целом	10	3
106	со стороны	7	3
107	не я	3	3
108	того чтобы	2	3
109	к нему	12	3
110	в каждом	3	3
111	и на	3	3
112	это можно	2	3
113	говорить о	2	3
114	не знает	5	3
115	его в	5	3
116	там где	5	3
117	в чем	4	3
118	это было	2	3
119	но все	5	2
120	время и	5	2
121	и та	2	2
122	из себя	8	2
123	котором мы	3	2
124	его с	2	2
125	та же	2	2
126	не как	4	2
127	в одном	4	2
128	а как	2	2
129	в некотором	3	2
130	человек не	2	2
131	его к	2	2
132	не дает	3	2
133	отношение к	5	2
134	ему в	2	2
135	будет ли	2	2
136	в ее	16	2
137	мысль не	2	2
138	в этой	2	2
139	от него	3	2
140	по своему	3	2
141	все возможное	2	2
142	но как	5	2
143	могла бы	4	2
144	и мы	2	2
145	нечто вроде	2	2
146	был бы	3	2
147	под ним	2	2
148	его жизни	3	2
149	все же	5	2
150	жизни и	8	2
151	то или	2	2
152	в своей	10	2
153	бы быть	5	2
154	в их	8	2
155	что есть	2	2
156	входит в	3	2
157	и содержание	5	2
158	в виде	2	2
159	а с	2	2
160	быть не	2	2
161	это и	2	2
162	деятельности и	2	2
163	предмет и	2	2
164	самом деле	3	2
165	отказаться от	2	2
166	это единство	3	2
167	ни в	12	2
168	от этого	2	2
169	людей и	2	2
170	точки зрения	12	2
171	предмета в	2	2
172	ничего общего	2	2
173	отношении к	2	2
174	о том	3	2
175	что эта	2	2
176	в области	2	2
177	из него	3	2
178	смысле в	2	2
