N	2gram	Propp_Isto_4	DiskursI
1	в себе	2	19
2	при этом	3	17
3	в качестве	7	16
4	и в	26	16
5	может быть	14	16
6	как и	7	16
7	в этом	7	16
8	и не	9	15
9	а не	6	14
10	в частности	2	12
11	представляет собой	2	11
12	но и	12	11
13	тогда как	4	11
14	но в	5	11
15	том что	3	10
16	не только	15	10
17	такого рода	2	9
18	так и	10	9
19	не может	6	9
20	в том	3	8
21	а также	3	8
22	как в	7	8
23	не менее	2	7
24	в нем	2	7
25	ни в	2	7
26	но не	5	7
27	в данном	3	7
28	себя в	2	6
29	еще не	6	6
30	все же	9	6
31	в своей	4	6
32	данном случае	3	6
33	то же	8	6
34	по своей	2	6
35	что в	14	5
36	в своем	2	5
37	с другой	4	5
38	героя в	7	5
39	то что	16	5
40	и на	2	5
41	в одном	5	4
42	к этому	5	4
43	как бы	3	4
44	потому что	6	4
45	в этой	2	4
46	и то	6	4
47	о том	4	4
48	перед нами	3	3
49	могут быть	6	3
50	в этих	7	3
51	это не	5	3
52	из этих	3	3
53	и все	2	3
54	уже не	5	3
55	и как	5	3
56	не в	5	3
57	в исторической	2	3
58	например в	3	3
59	он не	7	3
60	в его	5	3
61	в русской	3	3
62	из них	2	3
63	в тексте	2	3
64	все эти	3	3
65	и его	10	3
66	но это	3	3
67	в другом	5	3
68	только в	3	3
69	его в	9	3
70	общих чертах	2	2
71	содержит в	2	2
72	что ни	3	2
73	же как	13	2
74	никогда не	2	2
75	а сам	2	2
76	в целом	2	2
77	этом случае	3	2
78	указать на	3	2
79	что на	2	2
80	что он	10	2
81	по свидетельству	2	2
82	есть в	2	2
83	должна быть	2	2
84	отношение к	2	2
85	о чем	3	2
86	живет в	2	2
87	что и	9	2
88	с той	2	2
89	не к	2	2
90	вместе с	6	2
91	в языке	2	2
92	не на	3	2
93	на языке	2	2
94	к своему	3	2
95	все это	2	2
96	другой стороны	4	2
97	а в	8	2
98	тут же	2	2
99	их в	7	2
100	и с	5	2
101	здесь не	4	2
102	в области	2	2
103	говорит об	2	2
104	мы имеем	7	2
