N	2gram	Nazirov_Tv_1	Myshleni
1	таким образом	5	26
2	в том	7	24
3	и в	21	23
4	том что	11	21
5	в целом	4	20
6	то что	8	17
7	в этом	6	17
8	так же	3	16
9	не только	7	16
10	того что	3	15
11	что в	12	14
12	может быть	5	14
13	но и	3	14
14	как и	12	14
15	в его	13	14
16	не может	4	12
17	как бы	17	11
18	сказать что	2	11
19	представляет собой	3	11
20	с другой	3	10
21	прежде всего	4	10
22	в качестве	2	9
23	и не	7	9
24	и с	3	9
25	вместе с	2	9
26	самого начала	3	8
27	с самого	3	8
28	этой проблемы	2	8
29	и на	7	8
30	в основе	2	8
31	то же	13	8
32	в этой	5	7
33	в самом	3	7
34	в то	15	7
35	так как	3	7
36	что он	6	7
37	и тем	2	6
38	все это	10	6
39	именно в	2	6
40	потому что	5	6
41	о том	6	6
42	мысли и	4	6
43	и его	6	6
44	в себе	2	6
45	только в	5	6
46	перед нами	2	5
47	можно сказать	2	5
48	и как	4	5
49	что для	2	5
50	в своих	5	5
51	и все	6	5
52	но в	7	5
53	а затем	2	5
54	он не	8	5
55	так и	2	5
56	тем самым	7	5
57	связан с	3	5
58	но не	3	4
59	что все	3	4
60	в свою	7	4
61	только что	2	4
62	не в	2	4
63	при этом	7	4
64	что она	2	4
65	в котором	6	4
66	отношений между	2	4
67	не столько	2	4
68	от мысли	2	4
69	с его	11	4
70	к этому	2	4
71	в чем	2	4
72	к тому	2	4
73	в своей	4	4
74	как в	8	4
75	приводит к	2	4
76	во всей	2	4
77	говорит что	2	4
78	хотя бы	5	4
79	может не	2	3
80	уже в	3	3
81	я не	3	3
82	все более	2	3
83	в своем	4	3
84	и от	4	3
85	одного из	2	3
86	в новых	2	3
87	на эти	2	3
88	в их	3	3
89	который в	3	3
90	и других	3	3
91	мы находим	2	3
92	вовсе не	5	3
93	в одной	2	3
94	приходит к	3	3
95	об этом	2	3
96	такой же	2	3
97	не могу	2	3
98	человека и	4	3
99	все же	5	3
100	самом деле	2	3
101	а не	5	3
102	могут быть	2	3
103	в которой	3	3
104	в частности	2	2
105	никогда не	3	2
106	представление о	3	2
107	что его	2	2
108	же время	12	2
109	для него	6	2
110	вслед за	2	2
111	хотя и	3	2
112	был бы	2	2
113	один из	4	2
114	жизни и	3	2
115	данном случае	2	2
116	той же	3	2
117	и наконец	2	2
118	и даже	3	2
119	а в	6	2
120	что как	2	2
121	о котором	2	2
122	в первом	2	2
123	в этих	2	2
124	человека с	2	2
125	есть не	2	2
126	из всех	4	2
127	со всеми	3	2
128	в один	2	2
129	даже в	3	2
130	когда он	2	2
131	ее в	3	2
132	и отношений	2	2
133	в ту	3	2
134	в двух	2	2
135	уже не	3	2
136	этой концепции	2	2
137	вот почему	3	2
138	в данном	2	2
139	в виде	3	2
140	дело в	3	2
