N	2gram	Vinokur_Ku_1	Myshleni
1	в том	30	33
2	том что	21	27
3	точки зрения	14	26
4	то что	9	20
5	в этом	14	19
6	с точки	9	18
7	того что	9	17
8	и в	24	15
9	не только	10	15
10	речи и	5	15
11	что в	17	14
12	таким образом	12	14
13	что он	6	12
14	того чтобы	17	12
15	в самом	10	11
16	в целом	4	10
17	но и	6	10
18	было бы	15	10
19	для того	16	10
20	в своем	3	9
21	может быть	13	9
22	не является	2	9
23	не может	7	9
24	о том	9	9
25	в сущности	3	9
26	связи с	7	9
27	так и	7	8
28	казалось бы	3	8
29	никогда не	2	8
30	не в	11	8
31	заключается в	2	8
32	и что	5	8
33	если бы	9	8
34	к тому	5	7
35	и не	12	7
36	потому что	23	7
37	как бы	7	7
38	по себе	2	7
39	тот же	2	7
40	он не	2	7
41	во всяком	5	7
42	что это	5	6
43	в частности	4	6
44	в этой	3	6
45	в виду	5	6
46	на то	4	6
47	по отношению	8	6
48	в связи	3	6
49	с другой	7	6
50	в истории	3	6
51	как это	3	6
52	но в	2	6
53	в зависимости	5	6
54	вовсе не	10	6
55	как и	2	6
56	зависимости от	6	6
57	вместе с	7	6
58	если мы	2	6
59	самом деле	9	6
60	на этот	2	6
61	речи в	4	6
62	всяком случае	5	6
63	к которому	3	6
64	там где	4	6
65	это не	7	5
66	уже в	3	5
67	представление о	3	5
68	вопрос о	2	5
69	что с	2	5
70	с помощью	7	5
71	и даже	3	5
72	тогда когда	6	5
73	по существу	4	5
74	отношению к	9	5
75	то же	8	5
76	можно было	6	5
77	прежде всего	9	4
78	из этих	4	4
79	что все	2	4
80	потребность в	3	4
81	для нас	2	4
82	переход от	4	4
83	несмотря на	3	4
84	том чтобы	8	4
85	все это	6	4
86	в них	7	4
87	поэтому что	2	4
88	что оно	3	4
89	не имеет	2	4
90	так же	4	4
91	а в	5	4
92	и с	5	4
93	могли бы	2	4
94	так как	9	4
95	с его	4	4
96	все же	12	4
97	в качестве	7	4
98	в своей	2	4
99	даже в	3	4
100	как в	4	4
101	что его	2	4
102	как раз	8	4
103	того как	4	4
104	а с	3	4
105	хотя бы	10	4
106	и его	5	4
107	только в	11	4
108	в которой	6	4
109	для этого	3	3
110	в собственном	2	3
111	что они	4	3
112	очевидно что	3	3
113	при этом	6	3
114	в общем	3	3
115	смысле этого	3	3
116	из них	4	3
117	со стороны	4	3
118	языка и	8	3
119	этом отношении	5	3
120	все эти	6	3
121	в самой	4	3
122	они не	3	3
123	лишь в	2	3
124	действия и	2	3
125	в которых	6	3
126	в результате	5	3
127	с ним	5	3
128	мы имеем	6	3
129	и все	2	3
130	с этим	4	3
131	состоит в	3	3
132	что можно	2	3
133	идет о	2	3
134	тем более	2	3
135	но не	5	3
136	того же	4	3
137	когда он	3	3
138	бы и	2	3
139	что она	3	3
140	на самом	2	3
141	тем самым	4	3
142	а не	8	3
143	речь в	4	3
144	или в	2	3
145	в данном	4	3
146	этого слова	3	3
147	ничего не	2	3
148	не могут	2	2
149	что если	2	2
150	и есть	2	2
151	в этих	4	2
152	с этой	2	2
153	как например	2	2
154	или иной	3	2
155	можно сказать	3	2
156	ни в	2	2
157	которую можно	2	2
158	и как	2	2
159	но все	2	2
160	это есть	2	2
161	и более	2	2
162	иными словами	4	2
163	когда в	2	2
164	только тогда	3	2
165	и мы	2	2
166	на язык	4	2
167	в котором	3	2
168	и тем	2	2
169	на том	3	2
170	в их	3	2
171	целый ряд	5	2
172	о языке	8	2
173	должно быть	3	2
174	увидим что	2	2
175	в более	2	2
176	к себе	4	2
177	но если	2	2
178	во все	2	2
179	также и	2	2
180	но ведь	2	2
181	еще один	2	2
182	роли в	2	2
183	в одном	3	2
184	все те	2	2
185	от этого	2	2
186	нисколько не	3	2
187	уже и	3	2
188	были бы	2	2
189	следует что	4	2
190	в стороне	2	2
191	этом смысле	3	2
192	именно в	6	2
193	речи не	2	2
194	имя с	3	2
195	с их	3	2
196	мы увидим	3	2
197	иначе говоря	2	2
198	том же	2	2
199	в его	12	2
200	речь идет	2	2
201	должен быть	4	2
202	что и	4	2
203	ее в	2	2
204	или менее	3	2
205	и тогда	4	2
206	что же	6	2
207	и для	2	2
208	все равно	2	2
209	но с	2	2
210	в силу	10	2
211	той же	3	2
212	тем что	8	2
213	в себе	3	2
214	на эту	2	2
215	его к	3	2
216	не потому	5	2
217	более или	3	2
