N	2gram	Propp_Russ_1	Vladivir
1	и в	36	30
2	в году	2	24
3	то что	6	20
4	в этом	12	20
5	у него	2	19
6	в том	17	18
7	и не	6	18
8	а н	18	14
9	и с	2	14
10	том что	19	12
11	что в	19	12
12	там же	5	12
13	не только	22	12
14	в его	2	11
15	а в	9	11
16	как мы	10	11
17	а также	3	10
18	не было	2	10
19	все же	5	9
20	потому что	10	9
21	не может	4	9
22	связи с	4	8
23	в своем	3	8
24	вместе с	10	8
25	но и	16	8
26	в связи	4	8
27	но в	2	8
28	не менее	3	7
29	точки зрения	3	7
30	до конца	2	7
31	может быть	8	7
32	между прочим	2	7
33	в эти	4	7
34	для нас	6	7
35	а не	2	7
36	как это	8	7
37	то есть	3	7
38	хотя и	2	6
39	к этому	4	6
40	и к	3	6
41	об этом	9	6
42	тем не	3	6
43	он был	2	6
44	у нас	8	6
45	только в	4	6
46	года в	2	6
47	всякого рода	3	6
48	в москве	3	6
49	о чем	3	6
50	как и	10	5
51	так что	2	5
52	в дальнейшем	2	5
53	при этом	6	5
54	но что	2	5
55	в основном	3	5
56	как бы	5	5
57	так и	7	5
58	все это	6	5
59	с этим	2	5
60	в течение	5	5
61	и что	4	5
62	того что	4	5
63	все эти	2	5
64	так как	15	5
65	с ним	2	5
66	в это	3	4
67	судить по	2	4
68	в москву	2	4
69	в целом	2	4
70	что это	3	4
71	несмотря на	3	4
72	в ней	2	4
73	это время	2	4
74	в нем	2	4
75	в этих	3	4
76	то же	3	4
77	на этот	3	4
78	так же	3	4
79	и на	10	4
80	но это	4	4
81	с в	4	4
82	мы должны	2	4
83	о том	8	4
84	всех этих	2	3
85	в них	6	3
86	из этих	4	3
87	в свою	3	3
88	что и	7	3
89	по существу	4	3
90	и как	2	3
91	можно говорить	2	3
92	но не	2	3
93	и для	2	3
94	вплоть до	4	3
95	том же	2	3
96	этого времени	2	3
97	с точки	3	3
98	во всех	4	3
99	в последний	2	3
100	как в	5	3
101	а а	25	3
102	таким образом	6	3
103	уже не	6	3
104	в виде	6	3
105	к ней	2	3
106	в россии	4	3
107	в области	3	3
108	в русском	4	2
109	еще в	4	2
110	с тем	8	2
111	он же	3	2
112	это не	10	2
113	на все	2	2
114	в настоящее	3	2
115	к тому	4	2
116	увидим ниже	3	2
117	петра i	4	2
118	свою очередь	2	2
119	на этом	3	2
120	но тем	2	2
121	настоящее время	3	2
122	после того	2	2
123	новым годом	2	2
124	она не	2	2
125	и из	3	2
126	в частности	2	2
127	и потому	2	2
128	будто бы	6	2
129	не имеет	6	2
130	с ней	2	2
131	и до	2	2
132	его и	2	2
133	в их	4	2
134	не на	2	2
135	того как	5	2
136	начиная с	3	2
137	на другие	2	2
138	но все	3	2
139	а мы	2	2
140	и по	8	2
141	во многих	5	2
142	в своих	2	2
143	их в	3	2
144	в более	2	2
145	тут же	2	2
146	г в	4	2
147	как будто	5	2
148	как он	2	2
149	говорится о	2	2
150	ничего не	3	2
151	мы не	6	2
