N	2gram	Bakhtin_Fr_6	Psycholo
1	то что	10	37
2	и в	41	30
3	в том	2	27
4	что в	7	24
5	и что	5	23
6	потому что	3	23
7	том что	7	21
8	все время	4	20
9	таким образом	17	20
10	того чтобы	4	20
11	как бы	7	19
12	что он	6	17
13	если мы	2	16
14	не только	10	16
15	в самом	10	14
16	в этом	12	14
17	так же	5	13
18	как раз	2	13
19	то есть	24	13
20	одной стороны	4	12
21	в сущности	8	12
22	вместе с	6	12
23	с одной	4	12
24	может быть	2	11
25	что мы	2	11
26	о том	9	10
27	никогда не	8	9
28	с другой	4	9
29	для этого	2	9
30	мы увидим	3	9
31	и когда	2	9
32	не может	4	9
33	и то	2	9
34	сказать что	6	9
35	так как	10	9
36	что это	5	8
37	не в	4	8
38	а не	2	8
39	при этом	3	8
40	того что	3	8
41	заключается в	2	8
42	самом деле	4	8
43	мы видим	6	8
44	в нем	16	7
45	и как	4	7
46	но не	2	7
47	все же	4	7
48	то же	5	7
49	точки зрения	2	7
50	как это	2	7
51	в основе	4	7
52	уже в	4	6
53	в своем	5	6
54	именно в	4	6
55	как и	7	6
56	что если	2	6
57	в искусстве	3	6
58	и для	3	6
59	но и	13	6
60	что все	2	6
61	и не	3	6
62	жизни и	3	6
63	и его	13	6
64	или в	6	6
65	никак не	3	6
66	тем что	5	6
67	мы уже	18	6
68	о котором	4	6
69	на этом	2	6
70	что именно	2	5
71	как мы	12	5
72	и потому	2	5
73	в этой	8	5
74	что они	2	5
75	до сих	3	5
76	было бы	3	5
77	был бы	2	5
78	один из	6	5
79	сих пор	3	5
80	другой стороны	2	5
81	именно на	4	5
82	рядом с	5	5
83	в себе	5	5
84	но в	8	5
85	только в	3	5
86	бы в	2	5
87	в результате	4	4
88	в частности	2	4
89	от него	2	4
90	и все	9	4
91	прежде всего	10	4
92	стороны и	2	4
93	у нас	4	4
94	в своей	2	4
95	в ней	4	4
96	в его	7	4
97	в него	3	4
98	в них	7	4
99	внимание на	2	4
100	а в	4	4
101	которых мы	2	4
102	там где	5	4
103	как она	2	4
104	в конце	2	4
105	не могут	2	3
106	находит себе	2	3
107	и другие	2	3
108	первый план	3	3
109	у него	7	3
110	котором мы	3	3
111	из этих	2	3
112	повод для	2	3
113	вовсе не	7	3
114	для нас	2	3
115	так что	2	3
116	находятся в	2	3
117	тот же	4	3
118	он не	2	3
119	в ее	5	3
120	на его	2	3
121	данном случае	2	3
122	так и	5	3
123	как в	4	3
124	есть нечто	2	3
125	времени и	2	3
126	этом отношении	3	3
127	искусстве и	2	3
128	из того	2	3
129	и сейчас	2	3
130	в той	5	3
131	и наконец	4	3
132	той же	5	3
133	мы не	2	3
134	но он	5	3
135	и на	9	3
136	в данном	3	3
137	в другом	4	3
138	в этих	2	3
139	он является	2	2
140	из самых	2	2
141	с этой	3	2
142	перед нами	3	2
143	с его	5	2
144	связи с	2	2
145	он в	2	2
146	понятно что	2	2
147	в одной	3	2
148	с этим	3	2
149	в одном	5	2
150	своего героя	3	2
151	с помощью	6	2
152	на первый	3	2
153	лицо и	2	2
154	он был	4	2
155	до конца	2	2
156	нас не	3	2
157	а затем	4	2
158	в романе	2	2
159	того же	4	2
160	должна быть	2	2
161	одного и	2	2
162	в большей	4	2
163	что их	2	2
164	в образах	9	2
165	в центре	2	2
166	как они	2	2
167	еще в	5	2
168	в котором	4	2
169	страх и	2	2
170	должен быть	2	2
171	из них	5	2
172	во всех	17	2
173	и до	7	2
174	в эпосе	2	2
175	в форме	2	2
176	всех трех	2	2
177	все это	11	2
178	это и	2	2
179	мы находим	2	2
180	что дело	2	2
181	с точки	2	2
182	и даже	4	2
183	и он	5	2
184	между ними	3	2
185	есть только	3	2
186	к этим	3	2
187	и с	16	2
188	говорит он	2	2
189	и самый	3	2
190	или с	2	2
191	во всем	5	2
192	в то	6	2
193	что даже	2	2
194	все то	5	2
195	как он	2	2
196	все эти	11	2
197	из этого	4	2
