N	2gram	Vygotskiy__4	formyVre
1	и в	33	50
2	то есть	13	33
3	в этом	28	25
4	в нем	7	24
5	и его	5	16
6	прежде всего	2	15
7	и не	13	14
8	как мы	4	14
9	вовсе не	5	13
10	как раз	9	13
11	в его	10	13
12	по существу	2	12
13	так и	3	12
14	может быть	22	11
15	таким образом	13	11
16	мы уже	5	11
17	то же	9	11
18	и как	5	10
19	времени и	2	10
20	но в	2	10
21	в конце	8	9
22	в том	21	9
23	же время	2	9
24	все эти	6	9
25	в то	3	9
26	не только	7	9
27	с его	2	9
28	ничего не	2	9
29	в самом	12	8
30	и т	6	8
31	но и	3	8
32	и на	5	8
33	как и	5	8
34	жизни и	4	8
35	ни в	3	8
36	т п	3	8
37	не было	3	7
38	это время	2	7
39	героя и	2	7
40	все же	5	6
41	в частности	4	6
42	это не	6	6
43	например в	3	6
44	с ее	3	6
45	в их	2	6
46	не может	10	6
47	так же	13	6
48	в результате	2	6
49	так как	12	6
50	у него	6	6
51	с этим	5	6
52	и все	12	6
53	в жизни	4	6
54	связи с	2	6
55	во всех	2	6
56	то что	44	6
57	в ее	2	6
58	как в	3	6
59	между двумя	2	6
60	что в	21	5
61	не в	2	5
62	в пределах	3	5
63	и до	3	5
64	время как	2	5
65	в основе	3	5
66	точки зрения	6	5
67	всех этих	3	5
68	но все	2	5
69	если бы	10	5
70	но не	3	5
71	он не	11	5
72	того чтобы	22	5
73	для того	23	5
74	понятно что	3	4
75	в своем	7	4
76	до конца	7	4
77	в котором	2	4
78	все это	13	4
79	не имеет	2	4
80	потому что	24	4
81	и с	2	4
82	в ней	6	4
83	именно как	2	4
84	в них	2	4
85	то время	2	4
86	конечно не	3	4
87	раз в	7	4
88	жизнь и	4	4
89	в той	3	4
90	том что	22	4
91	и для	3	4
92	и то	2	4
93	только в	4	4
94	и это	5	4
95	в основу	3	3
96	к тому	12	3
97	да и	3	3
98	с тем	4	3
99	при этом	2	3
100	себе и	2	3
101	и дает	2	3
102	в виду	2	3
103	и уже	4	3
104	один из	2	3
105	с одной	3	3
106	именно в	2	3
107	и других	4	3
108	а в	4	3
109	их в	3	3
110	сказать что	13	3
111	одно из	2	3
112	его в	3	3
113	в одном	3	3
114	в порядке	4	3
115	а как	2	3
116	был бы	3	3
117	событий и	3	3
118	к этому	4	3
119	в сущности	6	3
120	и потому	2	3
121	что и	3	3
122	вместе с	8	3
123	сих пор	3	3
124	во всей	3	3
125	а не	6	3
126	что не	4	3
127	мы не	5	3
128	мы видим	6	3
129	в таком	4	3
130	во всяком	3	3
131	и ее	2	3
132	в себе	6	3
133	до сих	3	3
134	место в	2	2
135	уже в	2	2
136	самого начала	5	2
137	мы будем	5	2
138	же как	3	2
139	никогда не	5	2
140	его и	2	2
141	к своей	3	2
142	с другой	2	2
143	никто не	4	2
144	это то	3	2
145	что все	11	2
146	была бы	2	2
147	вопрос о	2	2
148	для нас	7	2
149	тому же	3	2
150	с самого	5	2
151	одной стороны	3	2
152	есть только	2	2
153	в целом	5	2
154	не для	3	2
155	те же	2	2
156	в самой	6	2
157	того что	4	2
158	в которых	3	2
159	также и	2	2
160	точном смысле	2	2
161	но он	6	2
162	и является	2	2
163	во всем	2	2
164	что мы	6	2
165	мы должны	6	2
166	все то	12	2
167	как он	5	2
168	с ним	5	2
169	из нее	3	2
170	не является	2	2
171	ясно что	5	2
172	по себе	9	2
173	и к	2	2
174	об этом	4	2
175	в трагедии	10	2
176	сюжета и	2	2
177	одна из	4	2
178	во все	3	2
179	здесь в	3	2
180	и может	5	2
181	было бы	12	2
182	в это	2	2
183	нем нет	2	2
184	принадлежит к	2	2
185	в своей	4	2
186	несколько дней	2	2
187	как бы	25	2
188	ее в	4	2
189	даже не	2	2
190	оказывается что	2	2
191	совершенно не	4	2
192	нигде в	2	2
193	если мы	12	2
194	и эта	2	2
195	с точки	4	2
196	хотя бы	2	2
197	в которой	4	2
198	той же	4	2
199	как она	10	2
200	от этого	3	2
201	тем что	3	2
202	в каком	8	2
203	далеко не	3	2
204	слова и	4	2
205	того не	2	2
