N	2gram	Medvedev_F_2	Istorich
1	т е	26	29
2	что он	5	24
3	и т	14	19
4	не только	9	18
5	т д	5	18
6	может быть	23	17
7	никогда не	2	15
8	и в	38	15
9	но и	13	14
10	так как	4	14
11	что в	7	12
12	а в	6	12
13	то что	6	12
14	в этих	2	11
15	мы знаем	3	11
16	и не	20	11
17	в этом	27	11
18	что они	4	10
19	его в	3	10
20	то же	6	10
21	с тем	11	9
22	все же	8	9
23	и здесь	3	9
24	потому что	2	9
25	связи с	13	8
26	один из	2	8
27	он не	6	8
28	должны были	2	8
29	том что	2	7
30	и пр	21	7
31	в нем	13	7
32	вместе с	6	7
33	таким образом	20	7
34	не в	15	7
35	ничего не	4	7
36	что это	3	6
37	в его	10	6
38	как бы	4	6
39	то это	3	6
40	что и	8	6
41	в том	11	6
42	только в	6	6
43	но в	4	6
44	с этим	5	5
45	прежде всего	15	5
46	к тому	4	5
47	но все	3	5
48	как в	4	5
49	она не	2	5
50	было бы	6	5
51	же как	3	5
52	в котором	2	5
53	так и	8	5
54	не может	14	5
55	в связи	10	5
56	а не	6	5
57	и наконец	4	5
58	к нему	3	5
59	и другие	2	4
60	и др	3	4
61	но это	2	4
62	в этой	6	4
63	в одной	2	4
64	при этом	9	4
65	в ней	6	4
66	они должны	2	4
67	они не	4	4
68	и с	9	4
69	тем что	8	4
70	и на	3	4
71	все эти	6	4
72	как она	2	4
73	всех этих	3	3
74	должен был	2	3
75	в качестве	2	3
76	и его	21	3
77	из этих	3	3
78	он был	2	3
79	как это	2	3
80	в каких	2	3
81	не происходит	2	3
82	же и	2	3
83	должно было	3	3
84	а именно	2	3
85	в их	6	3
86	все это	3	3
87	так в	3	3
88	того что	3	3
89	роль в	3	3
90	мы не	3	3
91	он в	2	3
92	он и	3	3
93	и это	2	3
94	в других	7	3
95	если это	2	3
96	уже в	2	2
97	не было	6	2
98	самого начала	2	2
99	они были	2	2
100	и более	2	2
101	могут быть	6	2
102	на котором	2	2
103	перед нами	2	2
104	с другой	3	2
105	это не	2	2
106	не столько	4	2
107	представление о	2	2
108	на самом	3	2
109	главным образом	3	2
110	в тех	2	2
111	ни в	2	2
112	именно в	5	2
113	по существу	7	2
114	как и	9	2
115	мы видели	4	2
116	такой же	3	2
117	является не	2	2
118	но не	2	2
119	кроме того	2	2
120	и может	3	2
121	того чтобы	3	2
122	мы в	2	2
123	например в	3	2
124	и для	5	2
125	на один	2	2
126	в сущности	4	2
127	подойти к	2	2
128	хотя бы	6	2
129	ее в	2	2
130	из них	4	2
131	во всех	5	2
132	и их	3	2
133	в некоторых	4	2
134	приводит к	2	2
135	и только	5	2
136	нигде не	2	2
137	другой стороны	4	2
138	с самого	2	2
139	не просто	2	2
140	превращается в	2	2
141	самом деле	8	2
142	тем самым	2	2
143	и по	2	2
144	его не	2	2
145	или в	3	2
146	с другими	10	2
147	с ними	2	2
148	и то	2	2
149	сказать что	2	2
150	находится в	2	2
151	состоит в	2	2
152	и ее	6	2
153	слова в	3	2
154	его из	2	2
155	при помощи	2	2
156	что эта	2	2
157	здесь не	4	2
158	так сказать	3	2
159	в особенности	4	2
160	их в	2	2
161	в которой	2	2
162	в виду	2	2
163	из него	2	2
