N	3gram	Vygotskiy__1	Vladivir
1	в том что	15	10
2	о том что	6	8
3	с точки зрения	18	6
4	не может быть	5	6
5	вместе с тем	5	6
6	в то время	5	4
7	том что в	2	3
8	с одной стороны	8	3
9	и в отношении	3	3
10	в то же	2	3
11	во всяком случае	3	3
12	то же время	2	2
13	в данном случае	2	2
14	независимо от того	2	2
15	к тому что	3	2
16	так же как	5	2
17	на первый план	2	2
18	сам по себе	3	2
19	а с другой	2	2
20	то время как	4	2
21	на то что	3	2
22	с другой стороны	9	2
23	в этом отношении	4	2
24	есть прежде всего	2	2
