N	2gram	Losev_Prob_4	Istorich
1	и в	20	22
2	мы имеем	6	19
3	в этом	9	17
4	и т	4	16
5	т д	3	15
6	что в	3	15
7	не только	24	14
8	но и	14	12
9	и не	28	12
10	может быть	9	11
11	в этих	5	11
12	или в	5	11
13	еще не	7	10
14	таким образом	8	10
15	но в	8	10
16	и говорит	2	9
17	что он	8	9
18	в нем	5	9
19	что и	3	9
20	вместе с	5	9
21	в том	20	9
22	что они	2	8
23	с этим	4	8
24	том что	12	8
25	как мы	3	8
26	другой стороны	6	7
27	с другой	7	7
28	но не	5	7
29	то что	15	7
30	из них	3	7
31	уже не	5	7
32	мы должны	3	7
33	так как	5	7
34	связи с	3	6
35	в них	5	6
36	это не	7	6
37	что здесь	6	6
38	не вполне	2	6
39	с ней	2	6
40	то и	5	6
41	а в	4	6
42	то же	7	6
43	а не	7	6
44	друг друга	2	6
45	мы можем	3	6
46	если бы	8	6
47	не менее	10	5
48	в частности	2	5
49	тем не	10	5
50	так что	6	5
51	или по	2	5
52	все же	2	5
53	что она	4	5
54	он не	2	5
55	здесь мы	3	5
56	к нему	3	5
57	у меня	2	5
58	в этой	4	5
59	как это	3	4
60	у нас	14	4
61	не в	13	4
62	в пределах	2	4
63	только в	23	4
64	к ней	2	4
65	для нас	6	4
66	а именно	2	4
67	мы здесь	2	4
68	и его	10	4
69	и на	3	4
70	в данном	6	4
71	не может	5	4
72	тем что	3	4
73	имеем в	3	4
74	все эти	16	4
75	в других	2	4
76	и с	7	4
77	для них	2	3
78	и от	6	3
79	о себе	3	3
80	и все	8	3
81	прежде всего	11	3
82	можно только	2	3
83	стороны и	2	3
84	не что	2	3
85	к тому	3	3
86	и к	3	3
87	как и	6	3
88	и как	3	3
89	но это	6	3
90	за ним	2	3
91	они и	2	3
92	было бы	14	3
93	на его	2	3
94	но по	2	3
95	между прочим	3	3
96	можно ли	3	3
97	в его	3	3
98	не будем	2	3
99	данном случае	5	3
100	в связи	3	3
101	все равно	3	3
102	а если	3	3
103	так же	5	3
104	с ними	2	3
105	иное как	2	3
106	сказать что	7	3
107	потому что	15	3
108	солнца и	4	3
109	и ее	4	3
110	что иное	2	3
111	далеко не	2	3
112	о том	5	3
113	его в	2	3
114	при помощи	10	3
115	здесь не	7	3
116	в чем	2	3
117	однако это	2	3
118	в самых	3	2
119	не было	3	2
120	все время	2	2
121	всех этих	6	2
122	с тем	4	2
123	независимо от	3	2
124	только не	4	2
125	и есть	4	2
126	точно так	3	2
127	в одном	4	2
128	в жизни	3	2
129	если он	2	2
130	на все	2	2
131	вовсе не	21	2
132	можно сказать	5	2
133	уже давно	4	2
134	во всяком	8	2
135	же в	4	2
136	ни в	17	2
137	тому же	2	2
138	но все	3	2
139	и более	3	2
140	но они	2	2
141	как в	5	2
142	при этом	6	2
143	в качестве	10	2
144	то время	2	2
145	себе в	3	2
146	совершенно не	3	2
147	себе и	3	2
148	и о	5	2
149	здесь на	2	2
150	они могут	2	2
151	да и	5	2
152	хотя и	5	2
153	в ней	7	2
154	и потому	7	2
155	относится к	2	2
156	но этот	2	2
157	и он	2	2
158	всяком случае	4	2
159	в котором	2	2
160	не имеет	4	2
161	то это	3	2
162	и это	2	2
163	жизни и	5	2
164	нет ничего	3	2
165	но она	3	2
166	так и	10	2
167	только на	2	2
168	в своем	3	2
169	никто не	2	2
170	не раз	2	2
171	если не	3	2
172	еще более	2	2
173	на самом	5	2
174	там же	2	2
175	и что	2	2
176	что не	4	2
177	и даже	9	2
178	есть только	2	2
179	и для	4	2
180	время как	2	2
181	а то	2	2
182	будем здесь	2	2
183	и то	2	2
184	дело с	2	2
185	очень много	2	2
186	то мы	2	2
187	в виде	22	2
188	точки зрения	14	2
189	в другом	3	2
190	в то	4	2
191	во все	2	2
192	как будто	11	2
193	мы сейчас	3	2
194	а также	6	2
195	с собой	3	2
