N	2gram	Tiupa_Anal_3	Istorich
1	и в	18	24
2	что он	4	21
3	не только	22	21
4	может быть	9	14
5	не может	2	14
6	что в	9	13
7	мы имеем	5	12
8	как в	3	12
9	в этом	14	12
10	и здесь	2	12
11	но и	13	11
12	это не	2	10
13	том что	12	10
14	а в	10	10
15	с другой	7	9
16	не в	6	9
17	все же	4	9
18	о том	6	9
19	еще не	6	8
20	что и	5	8
21	все это	3	8
22	другой стороны	5	8
23	то же	3	8
24	а не	9	8
25	один из	2	7
26	в том	9	7
27	одна из	2	7
28	во всех	2	7
29	то что	2	7
30	вместе с	2	7
31	таким образом	4	7
32	тем что	2	6
33	об этом	2	6
34	как и	14	6
35	но не	7	6
36	в нем	2	6
37	он не	6	6
38	и все	2	6
39	только в	2	6
40	ответ на	3	6
41	не менее	4	5
42	в тех	2	5
43	одной стороны	2	5
44	дело не	3	5
45	так и	14	5
46	с одной	2	5
47	что она	2	5
48	доказывает что	2	5
49	ничего не	3	5
50	в русской	7	5
51	героя и	4	5
52	там где	2	5
53	но в	2	5
54	никогда не	5	4
55	не всегда	3	4
56	тем не	2	4
57	представляет собой	5	4
58	при этом	11	4
59	своего рода	8	4
60	как бы	10	4
61	в их	6	4
62	и не	12	4
63	мы не	3	4
64	так в	3	4
65	точки зрения	3	4
66	в данном	4	4
67	мы можем	2	4
68	уже в	3	3
69	в ответ	2	3
70	с его	8	3
71	не столько	3	3
72	в качестве	12	3
73	в них	2	3
74	вступает в	3	3
75	но они	2	3
76	в дальнейшем	2	3
77	что они	3	3
78	например в	2	3
79	его в	3	3
80	когда он	2	3
81	данном случае	3	3
82	видеть в	2	3
83	и даже	8	3
84	и он	2	3
85	и по	2	3
86	и его	13	3
87	не случайно	8	3
88	хотя и	2	3
89	из этих	3	3
90	что мы	2	3
91	в конце	5	3
92	тогда как	20	3
93	перед нами	4	2
94	не будет	3	2
95	власть над	2	2
96	его за	2	2
97	того же	5	2
98	и от	2	2
99	к этому	3	2
100	прежде всего	5	2
101	совершенно очевидно	2	2
102	то ли	2	2
103	и ее	2	2
104	в то	3	2
105	в ее	3	2
106	говорит о	2	2
107	в форме	2	2
108	было бы	3	2
109	со своей	8	2
110	не от	2	2
111	здесь и	3	2
112	на его	2	2
113	в самом	5	2
114	с героем	2	2
115	восходит к	3	2
116	если в	3	2
117	на себя	2	2
118	во сне	3	2
119	со стороны	9	2
120	связь с	2	2
121	вплоть до	2	2
122	здесь не	3	2
123	уже не	5	2
124	в особенности	3	2
125	что не	3	2
126	по его	3	2
127	как это	3	2
128	его не	3	2
129	после чего	2	2
130	в иной	2	2
131	что по	4	2
132	сказать что	2	2
133	с этим	3	2
134	и на	4	2
135	во всем	3	2
136	все эти	2	2
