N	2gram	Bakhtin_Pr_4	Psycholo
1	в том	9	37
2	и в	46	32
3	и что	3	22
4	том что	4	21
5	то что	4	21
6	таким образом	4	21
7	потому что	4	21
8	то есть	40	21
9	что в	4	20
10	так же	3	18
11	может быть	23	18
12	что и	3	17
13	не может	19	17
14	точки зрения	11	17
15	самом деле	4	16
16	что он	6	13
17	при этом	5	13
18	то же	6	13
19	в этом	16	13
20	по себе	7	12
21	если мы	5	12
22	в самом	9	12
23	не только	14	12
24	так как	5	12
25	на то	3	11
26	было бы	3	11
27	как и	12	10
28	когда он	2	10
29	но и	12	10
30	и не	27	10
31	с точки	9	10
32	никогда не	6	9
33	как в	4	9
34	тем что	3	9
35	не менее	2	8
36	не в	10	8
37	той же	3	8
38	к тому	2	7
39	и как	2	7
40	такой же	3	7
41	а не	11	7
42	в сущности	7	7
43	все эти	4	7
44	можно было	2	7
45	и его	6	7
46	сказать что	2	7
47	только в	6	7
48	все время	2	6
49	в этой	3	6
50	он не	4	6
51	как бы	19	6
52	в художественном	2	6
53	целый ряд	2	6
54	те же	2	6
55	о том	5	6
56	если бы	3	6
57	на все	2	5
58	далеко не	3	5
59	до сих	8	5
60	сих пор	8	5
61	все это	6	5
62	как раз	7	5
63	только на	3	5
64	и даже	3	5
65	и на	11	5
66	в то	5	5
67	сам по	3	4
68	же как	2	4
69	в жизни	5	4
70	и сам	5	4
71	никак не	3	4
72	совершенно не	4	4
73	и по	2	4
74	и тем	2	4
75	в нем	17	4
76	все же	4	4
77	жизни и	5	4
78	и до	3	4
79	образом и	3	4
80	а в	2	4
81	и все	9	4
82	мы имеем	3	4
83	к одному	6	4
84	и для	3	4
85	в данном	2	4
86	в языке	2	4
87	и с	7	4
88	могут быть	2	4
89	с этим	2	4
90	ту же	2	4
91	если же	5	4
92	и это	3	4
93	которые в	2	4
94	в произведении	2	4
95	ничего не	2	4
96	того как	2	4
97	между тем	2	4
98	в общем	2	3
99	не могут	3	3
100	для этого	2	3
101	но он	3	3
102	хотя бы	2	3
103	с другой	3	3
104	не как	3	3
105	в конце	3	3
106	и другого	2	3
107	указывает на	2	3
108	и к	9	3
109	если оно	2	3
110	по существу	3	3
111	об этом	2	3
112	так что	2	3
113	до конца	4	3
114	к области	2	3
115	например в	4	3
116	в своей	3	3
117	сами по	2	3
118	не могли	2	3
119	то это	3	3
120	с ее	3	3
121	так и	4	3
122	не к	3	3
123	во всех	5	3
124	и их	3	3
125	и так	2	3
126	бы и	2	3
127	в их	4	3
128	в отношении	3	3
129	что же	3	3
130	на этом	3	3
131	еще более	3	3
132	и других	4	3
133	этот вопрос	2	3
134	и он	6	3
135	при всем	2	3
136	жизнь и	3	3
137	и совершенно	2	3
138	в которых	2	3
139	во всем	4	3
140	в поэзии	2	3
141	отношении к	2	3
142	но в	6	3
143	мы не	4	3
144	в виду	4	3
145	мы можем	4	3
146	в узком	2	2
147	слова в	13	2
148	этих двух	4	2
149	с его	5	2
150	мы будем	2	2
151	все что	2	2
152	это не	5	2
153	во сне	2	2
154	в одном	11	2
155	в каждом	6	2
156	во всяком	2	2
157	и здесь	4	2
158	ни в	6	2
159	в романе	6	2
160	же время	5	2
161	и при	3	2
162	даны в	3	2
163	еще не	7	2
164	но не	4	2
165	сознании и	2	2
166	того же	3	2
167	и говорить	2	2
168	она не	3	2
169	вовсе не	9	2
170	к нему	5	2
171	к ним	4	2
172	том же	4	2
173	и следовательно	2	2
174	в его	9	2
175	в него	6	2
176	их как	2	2
177	если в	2	2
178	в руках	2	2
179	как он	3	2
180	в этих	4	2
181	отношение к	3	2
182	для нас	2	2
183	на том	2	2
184	в процессе	4	2
185	вместе с	2	2
186	значение в	2	2
187	отличается от	3	2
188	на него	3	2
189	себе и	3	2
190	так в	2	2
191	ни у	3	2
192	бы не	2	2
193	другой стороны	3	2
194	не было	2	2
195	мы находим	5	2
196	к своему	3	2
197	в самой	5	2
198	на этот	2	2
199	в других	2	2
200	отличие от	3	2
201	увидим что	2	2
202	но это	6	2
203	также и	3	2
204	их в	3	2
205	материал и	2	2
206	имеем в	3	2
207	в себе	7	2
208	того и	2	2
209	и только	3	2
210	в свое	2	2
211	там где	2	2
212	могло бы	2	2
