N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	16	31
2	но и	15	27
3	и не	42	23
4	при этом	2	19
5	может быть	18	15
6	как и	14	13
7	а не	10	13
8	а в	3	13
9	только в	9	12
10	в этом	20	12
11	и в	45	11
12	и его	8	10
13	то что	5	9
14	то есть	50	9
15	то же	5	8
16	в том	8	8
17	со стороны	4	8
18	и т.п	6	8
19	не может	24	8
20	уже не	6	8
21	в рассказе	3	8
22	если бы	2	7
23	у него	6	7
24	том что	7	7
25	на протяжении	3	7
26	но в	6	7
27	и т.д	3	6
28	об этом	3	6
29	не в	8	6
30	и он	3	6
31	в самом	13	6
32	как бы	15	6
33	один из	2	6
34	жизни и	15	6
35	как раз	6	6
36	или в	2	6
37	в себе	5	6
38	в его	22	6
39	перед нами	4	5
40	можно сказать	2	5
41	той или	3	5
42	точка зрения	7	5
43	в своей	6	5
44	так и	3	5
45	тем самым	2	5
46	и на	7	5
47	потому что	8	5
48	точки зрения	19	5
49	слова в	4	4
50	с его	8	4
51	никогда не	17	4
52	в литературе	6	4
53	или иной	3	4
54	все же	4	4
55	для него	9	4
56	но не	6	4
57	же время	3	4
58	прежде всего	11	4
59	еще не	9	4
60	к нему	11	4
61	в ней	7	4
62	в нем	20	4
63	в мире	3	4
64	из них	9	4
65	не по	3	4
66	по себе	8	4
67	как в	4	4
68	того что	3	4
69	или не	2	4
70	хотя и	2	4
71	в то	5	4
72	что у	4	4
73	о том	3	4
74	одна из	3	4
75	в одном	6	4
76	в сознании	2	4
77	не менее	2	3
78	тому как	2	3
79	он сам	6	3
80	что в	6	3
81	в нашем	2	3
82	в своем	5	3
83	это не	3	3
84	в жизни	3	3
85	что он	7	3
86	идет о	2	3
87	еще раз	3	3
88	у нас	2	3
89	и как	2	3
90	в начале	2	3
91	в целом	5	3
92	самом деле	4	3
93	но как	2	3
94	и о	2	3
95	он не	9	3
96	о нем	6	3
97	не является	3	3
98	его жизни	2	3
99	отношению к	8	3
100	начала и	2	3
101	по отношению	8	3
102	не было	2	3
103	этом отношении	2	3
104	именно в	3	3
105	о них	2	3
106	лишь в	2	3
107	героя в	5	3
108	их в	7	3
109	и с	7	3
110	подобно тому	2	3
111	и ее	7	3
112	в русской	2	3
113	как это	2	3
114	мы имеем	2	3
115	стало быть	3	3
116	в едином	2	2
117	для них	3	2
118	а о	3	2
119	в зависимости	3	2
120	нести в	2	2
121	в этих	4	2
122	его и	3	2
123	обращено к	3	2
124	а на	2	2
125	в конце	4	2
126	а за	2	2
127	в сущности	7	2
128	на то	2	2
129	по своим	2	2
130	как мы	8	2
131	в романе	3	2
132	с ее	3	2
133	зависимости от	3	2
134	они и	2	2
135	все что	3	2
136	между ними	4	2
137	до конца	7	2
138	до сих	2	2
139	в пределах	4	2
140	она не	5	2
141	как у	2	2
142	меньшей степени	2	2
143	к ним	3	2
144	он уже	2	2
145	они могут	3	2
146	также не	2	2
147	точек зрения	3	2
148	не имеет	3	2
149	значимость и	2	2
150	хотя бы	5	2
151	себя в	2	2
152	героя и	7	2
153	сих пор	2	2
154	в сфере	2	2
155	в форме	2	2
156	человеческой жизни	2	2
157	только что	2	2
158	жизни в	2	2
159	входит в	9	2
160	в особенности	2	2
161	и через	2	2
162	если не	2	2
163	человека в	5	2
164	и вот	2	2
165	в той	3	2
166	что не	5	2
167	и даже	3	2
168	и для	2	2
169	друг друга	7	2
170	в таком	3	2
171	ничего не	3	2
172	с ними	4	2
173	в результате	3	2
174	сказать что	5	2
175	мы можем	4	2
176	не о	2	2
177	и от	3	2
178	он и	4	2
179	в произведении	5	2
180	здесь не	2	2
181	так сказать	7	2
182	в чем	2	2
183	с ним	8	2
184	в области	2	2
185	матери с	2	2
186	то они	2	2
187	это было	2	2
188	и про	2	2
