N	2gram	Ircho_Kome_1	slovoVRo
1	и в	22	39
2	может быть	9	37
3	и т	9	35
4	и его	8	33
5	т п	5	33
6	не только	10	24
7	и не	8	22
8	но и	11	21
9	не может	2	20
10	в нем	4	19
11	до конца	2	17
12	все это	5	16
13	в этом	3	16
14	так и	5	15
15	как в	5	13
16	отличие от	2	13
17	в истории	5	11
18	вовсе не	2	10
19	не в	6	9
20	со своим	5	9
21	и с	3	9
22	прежде всего	5	8
23	таким образом	8	8
24	точки зрения	4	8
25	при этом	5	7
26	еще не	2	7
27	в его	5	7
28	и даже	5	7
29	как мы	4	7
30	могут быть	3	7
31	в них	3	6
32	все же	3	6
33	как и	9	6
34	но не	2	6
35	в сущности	2	6
36	но в	4	6
37	с другой	5	5
38	и все	3	5
39	том что	12	5
40	одной стороны	3	5
41	только в	3	5
42	в том	11	5
43	один из	5	5
44	с одной	3	5
45	не менее	3	4
46	и мир	2	4
47	ни в	6	4
48	художественный образ	2	4
49	отношению к	3	4
50	же время	4	4
51	одна из	2	4
52	связанные с	2	4
53	в новое	2	4
54	в отношении	6	4
55	по отношению	3	4
56	для этого	2	4
57	то же	6	4
58	и других	7	4
59	для всех	2	4
60	а в	6	4
61	и на	3	4
62	в то	10	4
63	отношение к	3	4
64	его в	3	4
65	так как	4	4
66	что в	6	3
67	здесь в	3	3
68	в свою	2	3
69	что и	4	3
70	точек зрения	2	3
71	но это	2	3
72	на этом	2	3
73	у него	3	3
74	и как	3	3
75	к нему	2	3
76	этом отношении	3	3
77	а также	4	3
78	между тем	5	3
79	ту же	2	3
80	в чем	3	3
81	как это	3	3
82	во всяком	2	3
83	действующих лиц	4	2
84	уже в	5	2
85	независимо от	2	2
86	хотя и	3	2
87	однако в	3	2
88	но он	2	2
89	того как	3	2
90	и внутренней	2	2
91	новое время	3	2
92	в себе	2	2
93	и здесь	2	2
94	что он	6	2
95	с ее	2	2
96	слова о	2	2
97	на протяжении	4	2
98	х годов	3	2
99	на нем	2	2
100	все что	2	2
101	за пределы	2	2
102	к ней	2	2
103	всяком случае	2	2
104	даже в	3	2
105	и особенно	4	2
106	сих пор	2	2
107	на его	5	2
108	мы видели	2	2
109	то что	2	2
110	вместе с	2	2
111	на него	4	2
112	или менее	2	2
113	в их	4	2
114	в форме	2	2
115	так в	4	2
116	т д	4	2
117	в виде	3	2
118	которых мы	2	2
119	именно в	4	2
120	в себя	2	2
121	мы не	3	2
122	была поставлена	2	2
123	именно на	2	2
124	или в	2	2
125	в результате	4	2
126	в более	3	2
127	он не	3	2
128	в другом	4	2
129	о том	8	2
130	в области	2	2
131	в одном	8	2
132	до сих	2	2
