N	2gram	Bakhtin_Fr_3	Tvorches
1	и в	40	21
2	как бы	3	17
3	в то	6	15
4	в его	13	13
5	то же	7	13
6	что в	12	12
7	как и	11	12
8	же время	6	12
9	то есть	18	12
10	с его	3	11
11	том что	4	11
12	в романе	15	10
13	все это	4	10
14	как в	3	8
15	он не	9	8
16	то что	5	8
17	у него	8	7
18	в том	8	7
19	при этом	3	7
20	не только	13	7
21	и не	13	7
22	в году	5	7
23	и на	8	7
24	но в	8	7
25	что он	2	6
26	и все	9	6
27	не менее	2	6
28	для него	5	6
29	в котором	2	6
30	а в	3	6
31	и его	17	6
32	в этом	15	6
33	xix века	4	6
34	о том	4	6
35	вовсе не	12	5
36	а не	5	5
37	но это	3	5
38	может быть	9	5
39	в этой	3	5
40	все же	2	5
41	таким образом	10	5
42	хотя бы	2	5
43	в своих	5	5
44	потому что	2	5
45	только в	3	5
46	в своем	7	4
47	прежде всего	16	4
48	в мире	4	4
49	и как	3	4
50	времени и	2	4
51	в целом	2	4
52	из всех	4	4
53	одной из	2	4
54	одним из	2	4
55	один из	4	4
56	своего рода	2	4
57	в своей	6	4
58	не может	3	4
59	это не	2	4
60	и от	3	4
61	в основном	4	4
62	уже в	2	3
63	в книге	2	3
64	и другие	2	3
65	с другой	2	3
66	представление о	2	3
67	это в	2	3
68	не был	2	3
69	это и	2	3
70	в дальнейшем	2	3
71	но не	2	3
72	со всеми	5	3
73	на его	2	3
74	в самом	6	3
75	той же	8	3
76	даже в	4	3
77	этой книги	2	3
78	в нем	5	3
79	жизни и	4	3
80	но и	11	3
81	дело не	3	3
82	в ту	7	3
83	в их	4	3
84	который в	2	3
85	и других	6	3
86	на самом	3	3
87	он говорит	6	3
88	и даже	4	3
89	не так	3	3
90	в которой	2	3
91	связан с	3	3
92	и с	8	3
93	на протяжении	3	3
94	далеко не	2	3
95	дело в	2	3
96	так как	4	3
97	в основе	5	2
98	в частности	3	2
99	в этих	6	2
100	одного из	2	2
101	к этому	6	2
102	в литературе	5	2
103	можно сказать	2	2
104	что и	3	2
105	влияние на	2	2
106	об этом	3	2
107	одна из	3	2
108	того же	2	2
109	до конца	6	2
110	в нашей	2	2
111	на площади	7	2
112	из них	4	2
113	в первой	2	2
114	только на	4	2
115	по преимуществу	2	2
116	страдания и	2	2
117	в ней	4	2
118	же и	3	2
119	площади и	2	2
120	здесь нет	2	2
121	в духе	7	2
122	еще в	3	2
123	в образах	6	2
124	вместе с	3	2
125	к жизни	2	2
126	данном случае	2	2
127	жизни с	2	2
128	так и	3	2
129	ту эпоху	7	2
130	во всей	3	2
131	и далее	2	2
132	в отличие	3	2
133	что для	2	2
134	именно в	2	2
135	одновременно и	2	2
136	еще более	4	2
137	мы находим	3	2
138	здесь мы	2	2
139	самом деле	3	2
140	и у	2	2
141	и наконец	3	2
142	для этой	3	2
143	отличие от	3	2
144	свидетельствует о	2	2
145	сказать что	3	2
146	больше чем	2	2
147	но он	2	2
148	в данном	4	2
149	в себе	3	2
150	в один	2	2
151	так сказать	5	2
152	говорит об	2	2
153	в виду	7	2
