N	2gram	Propp_Isto_7	Vladivir
1	и в	24	40
2	то что	7	28
3	и не	4	25
4	не только	21	25
5	у него	10	24
6	но и	11	18
7	в том	7	18
8	том что	10	18
9	что в	13	17
10	в этом	12	16
11	так что	3	14
12	не может	14	14
13	точки зрения	4	13
14	вовсе не	4	13
15	только в	6	13
16	а именно	6	12
17	сказать что	2	12
18	в конце	3	12
19	никогда не	4	11
20	таким образом	7	11
21	потому что	9	11
22	о том	9	11
23	прежде всего	2	10
24	тем не	4	10
25	ни в	2	10
26	то это	5	10
27	не просто	2	10
28	и его	3	10
29	не менее	5	9
30	что это	6	9
31	уже не	2	9
32	может быть	14	8
33	так же	6	8
34	и что	10	8
35	он не	6	8
36	как мы	3	8
37	а не	8	8
38	и если	3	7
39	хотя и	3	7
40	там же	2	7
41	а в	10	7
42	так как	8	7
43	того что	6	7
44	в то	2	7
45	что и	8	7
46	вместе с	7	7
47	как и	6	7
48	и здесь	12	6
49	это значит	2	6
50	кроме того	3	6
51	и даже	3	6
52	и на	2	6
53	и от	2	6
54	об этом	6	6
55	во всем	2	6
56	не будет	2	6
57	так и	5	6
58	если не	4	6
59	но это	3	6
60	и это	2	6
61	с другой	9	5
62	для нас	6	5
63	все эти	2	5
64	тоже не	3	5
65	что он	21	5
66	мы уже	4	5
67	между прочим	3	5
68	только на	2	5
69	в данном	4	5
70	тем что	6	5
71	ничего не	5	5
72	тому что	2	4
73	точно так	2	4
74	вопрос о	3	4
75	на то	3	4
76	в дальнейшем	3	4
77	в самом	2	4
78	в котором	2	4
79	не имеет	4	4
80	мы должны	4	4
81	при помощи	3	4
82	как это	2	4
83	и все	6	4
84	по существу	4	4
85	но не	6	4
86	есть и	4	4
87	то время	2	4
88	еще не	8	4
89	было бы	2	4
90	и о	2	4
91	в основном	2	4
92	говорит о	2	4
93	то же	8	4
94	все же	9	4
95	но в	5	4
96	перед нами	2	3
97	уже в	3	3
98	же как	4	3
99	в качестве	3	3
100	это не	10	3
101	из этих	3	3
102	только о	2	3
103	мы знаем	2	3
104	но все	4	3
105	одной стороны	5	3
106	при этом	4	3
107	но для	2	3
108	как бы	4	3
109	и тем	2	3
110	в нем	6	3
111	к нему	7	3
112	мы видели	7	3
113	ни с	2	3
114	отличается от	2	3
115	в связи	2	3
116	с одной	5	3
117	не так	2	3
118	не столько	3	3
119	что здесь	7	3
120	но вот	2	3
121	мы имеем	12	3
122	этого не	2	3
123	по этому	2	3
124	не все	3	3
125	ее в	3	3
126	и у	2	3
127	и эта	2	3
128	не в	9	3
129	что этот	2	3
130	здесь не	2	3
131	в чем	5	3
132	не могут	2	2
133	в этих	13	2
134	он прошел	2	2
135	с этой	6	2
136	не содержит	2	2
137	что его	2	2
138	не можем	2	2
139	должен был	2	2
140	не имеют	2	2
141	и наконец	3	2
142	в каких	2	2
143	себе и	3	2
144	здесь нет	3	2
145	что она	5	2
146	в их	4	2
147	другой стороны	8	2
148	то и	4	2
149	и по	3	2
150	по его	2	2
151	друг друга	2	2
152	время как	2	2
153	можно найти	2	2
154	и так	2	2
155	что мы	3	2
156	его в	3	2
157	то не	4	2
158	не вполне	3	2
159	с его	3	2
160	вытекает и	2	2
161	знаем что	3	2
162	здесь и	2	2
163	с этим	2	2
164	к этому	2	2
165	стороны и	2	2
166	этом же	2	2
167	на первый	4	2
168	в силу	2	2
169	того же	2	2
170	она не	2	2
171	из них	2	2
172	одной из	4	2
173	но оно	2	2
174	со стороны	2	2
175	выше мы	3	2
176	данном случае	3	2
177	на него	2	2
178	оказывается что	2	2
179	мы не	4	2
180	на себя	2	2
181	связи с	3	2
182	об этой	2	2
183	а если	2	2
184	в которой	2	2
185	которые не	2	2
