N	2gram	Nazirov_Tv_2	Myslijsy
1	то есть	5	34
2	потому что	7	33
3	то что	3	29
4	может быть	8	26
5	таким образом	10	24
6	в том	8	23
7	и в	20	23
8	в этом	8	23
9	и не	9	18
10	что в	7	17
11	при этом	8	15
12	только в	2	15
13	как и	6	14
14	в себе	3	14
15	то же	7	14
16	так как	3	14
17	если бы	4	13
18	том что	4	12
19	не было	2	12
20	а не	6	12
21	что я	2	11
22	но и	8	11
23	не в	4	11
24	не может	7	11
25	и потому	4	10
26	по отношению	3	10
27	не только	13	10
28	тем что	3	10
29	между тем	3	9
30	отношению к	3	8
31	мы не	4	8
32	о том	5	8
33	но в	4	8
34	это не	7	7
35	в нем	3	7
36	и что	2	7
37	вовсе не	2	7
38	и т	13	7
39	могут быть	2	7
40	как в	4	7
41	вместе с	3	6
42	что не	3	6
43	известно что	2	6
44	в которой	2	6
45	так и	6	6
46	уже в	2	5
47	по крайней	2	5
48	так что	2	5
49	для него	3	5
50	и мы	3	5
51	хотя и	4	5
52	в его	10	5
53	как бы	11	5
54	крайней мере	2	5
55	все это	6	5
56	не менее	2	5
57	а в	4	5
58	с ним	3	5
59	во всяком	2	5
60	говорить о	2	5
61	так сказать	2	5
62	быть может	3	4
63	что он	6	4
64	тогда как	3	4
65	до сих	3	4
66	в одном	2	4
67	в котором	3	4
68	сих пор	3	4
69	в истории	2	4
70	тем самым	4	4
71	так же	5	4
72	с другими	2	4
73	в таком	3	4
74	т п	2	4
75	в то	10	4
76	его в	3	4
77	и с	8	4
78	при помощи	2	3
79	и есть	2	3
80	никогда не	11	3
81	давно уже	2	3
82	о человеке	2	3
83	человека и	3	3
84	там же	9	3
85	именно в	6	3
86	но это	5	3
87	же время	7	3
88	еще не	5	3
89	и если	2	3
90	например в	5	3
91	на его	4	3
92	в самом	3	3
93	всяком случае	2	3
94	но уже	3	3
95	нет ничего	3	3
96	в процессе	2	3
97	так в	2	3
98	и только	2	3
99	бы не	2	3
100	т д	11	3
101	все эти	4	3
102	и других	2	3
103	что у	4	3
104	уже не	3	3
105	самом деле	2	3
106	и по	2	3
107	с ними	2	3
108	и на	5	3
109	этот вопрос	3	3
110	в которых	3	3
111	их в	2	3
112	в искусстве	2	3
113	только для	2	2
114	я не	2	2
115	том же	2	2
116	и без	2	2
117	превращается в	3	2
118	с другой	2	2
119	в образе	3	2
120	что на	2	2
121	в ее	2	2
122	у нас	2	2
123	из этого	2	2
124	об этом	4	2
125	он не	3	2
126	от ее	2	2
127	и др	3	2
128	один из	3	2
129	и это	3	2
130	в мире	5	2
131	что она	4	2
132	мы видим	4	2
133	что его	2	2
134	человека в	3	2
135	но эта	2	2
136	и у	2	2
137	на этот	2	2
138	и даже	5	2
139	не так	2	2
140	друг друга	2	2
141	и его	9	2
142	во многих	2	2
143	в своих	3	2
144	в виде	2	2
145	и вообще	2	2
146	таком случае	2	2
147	в ту	2	2
148	эта мысль	2	2
149	одном из	2	2
150	же с	9	2
151	ни к	2	2
152	имеет в	2	2
