N	2gram	Losev_Prob_1	Narrotol
1	не только	17	32
2	может быть	14	25
3	но и	9	23
4	в качестве	2	21
5	и не	31	20
6	и в	32	19
7	то есть	33	19
8	в том	9	18
9	в этом	19	17
10	том что	12	14
11	не в	4	14
12	а не	15	12
13	то что	42	11
14	а в	4	11
15	не может	8	10
16	точки зрения	3	10
17	при этом	6	9
18	так и	12	9
19	в его	6	9
20	с другой	3	8
21	не является	5	8
22	в себе	15	8
23	в случае	3	7
24	как и	3	7
25	еще не	9	7
26	к тому	3	7
27	такого рода	7	7
28	а также	4	7
29	как в	4	7
30	с его	2	6
31	что он	7	6
32	то в	5	6
33	но не	9	6
34	именно в	4	6
35	тем самым	4	6
36	как это	6	6
37	о том	11	6
38	но в	14	6
39	и как	6	5
40	отнюдь не	10	5
41	по себе	15	5
42	или иной	5	5
43	можно сказать	5	5
44	уже не	3	5
45	к нему	3	5
46	и его	3	5
47	в данном	9	5
48	в этой	10	5
49	далеко не	5	5
50	перед нами	5	4
51	прежде всего	10	4
52	в нем	13	4
53	что не	3	4
54	то же	10	4
55	же в	4	4
56	да и	3	4
57	но все	3	4
58	если не	4	4
59	было бы	8	4
60	связи с	5	4
61	той или	5	4
62	как бы	14	4
63	о нем	3	4
64	и тем	13	4
65	хотя бы	3	4
66	данном случае	8	4
67	другой стороны	3	4
68	сказать что	13	4
69	только в	7	4
70	здесь не	7	4
71	пока еще	3	4
72	и с	2	4
73	не существует	6	3
74	не менее	19	3
75	же как	2	3
76	что в	12	3
77	могут быть	2	3
78	никогда не	7	3
79	уже в	3	3
80	из этих	2	3
81	но о	2	3
82	тем не	18	3
83	ни в	7	3
84	что они	3	3
85	в сущности	2	3
86	на том	4	3
87	хотя и	6	3
88	он не	3	3
89	и даже	11	3
90	один из	4	3
91	не есть	29	3
92	не будет	2	3
93	в первом	2	3
94	из них	3	3
95	в ее	3	3
96	не обязательно	3	3
97	а именно	12	3
98	особенно в	2	3
99	как мы	7	3
100	то или	2	3
101	или иначе	2	3
102	и на	8	3
103	между тем	2	3
104	тем что	7	3
105	не о	2	3
106	на себя	2	3
107	в то	6	3
108	как будто	3	3
109	что это	3	3
110	не являются	5	2
111	он сам	2	2
112	этого понятия	2	2
113	говорит и	3	2
114	в общей	2	2
115	в своем	5	2
116	себе не	3	2
117	оно не	3	2
118	от всех	2	2
119	не как	2	2
120	точно так	4	2
121	или иного	2	2
122	в литературе	4	2
123	на первый	2	2
124	его как	2	2
125	что иное	2	2
126	говорит о	3	2
127	по существу	2	2
128	есть в	5	2
129	более или	3	2
130	не что	2	2
131	для него	2	2
132	она не	2	2
133	несмотря на	3	2
134	например в	2	2
135	некоторого рода	5	2
136	и потому	2	2
137	так или	2	2
138	нет и	2	2
139	не имеет	2	2
140	сами по	3	2
141	и до	2	2
142	или менее	3	2
143	которого он	2	2
144	во всей	3	2
145	так же	9	2
146	как раз	13	2
147	не на	3	2
148	в связи	4	2
149	и только	4	2
150	не было	4	2
151	все эти	8	2
152	хотя в	3	2
153	совершенно не	6	2
154	самом деле	6	2
155	что мы	13	2
156	того или	2	2
157	и для	4	2
158	с точки	3	2
159	это не	6	2
160	в таком	9	2
161	или в	4	2
162	можно было	3	2
163	тому как	2	2
164	в результате	2	2
165	тем более	5	2
166	однако в	2	2
167	одно из	2	2
168	не то	2	2
169	подобно тому	2	2
170	и ее	8	2
171	но как	6	2
172	говорить о	6	2
173	и все	7	2
174	его в	6	2
175	когда мы	8	2
176	ничего не	10	2
177	мы имеем	2	2
178	иное как	2	2
179	таком случае	6	2
180	о чем	6	2
181	что нет	2	2
