N	2gram	Vinokur_St_3	KulturaY
1	и т	8	39
2	потому что	5	25
3	т п	6	24
4	и в	25	23
5	т е	8	22
6	не только	12	20
7	в том	20	19
8	в этом	24	18
9	и не	10	16
10	было бы	7	15
11	так как	3	15
12	может быть	19	15
13	т д	2	14
14	точки зрения	7	14
15	если бы	4	12
16	у нас	4	12
17	в самом	2	12
18	все эти	3	12
19	том что	15	11
20	в области	6	11
21	но в	5	11
22	в русском	2	10
23	что в	19	10
24	в языке	8	10
25	а не	5	10
26	вовсе не	2	9
27	в сущности	2	9
28	то что	12	9
29	самом деле	2	9
30	для того	2	9
31	не может	7	9
32	с другой	5	8
33	прежде всего	10	8
34	не в	6	8
35	в качестве	4	8
36	уже не	3	8
37	и что	3	8
38	и пр	13	8
39	с точки	4	8
40	что это	16	7
41	не менее	2	7
42	все же	4	7
43	но и	9	7
44	другой стороны	5	7
45	то обстоятельство	5	7
46	и с	4	7
47	обстоятельство что	5	7
48	это не	7	6
49	по крайней	4	6
50	крайней мере	4	6
51	в этой	14	6
52	но не	2	6
53	что не	2	6
54	в речи	4	6
55	тем не	2	6
56	то же	5	6
57	между тем	6	6
58	и на	6	6
59	что мы	3	6
60	что все	3	5
61	этом смысле	4	5
62	что он	19	5
63	об этом	5	5
64	еще не	2	5
65	несмотря на	3	5
66	в его	12	5
67	всяком случае	4	5
68	этого слова	2	5
69	один из	2	5
70	должен быть	2	5
71	и тем	4	5
72	вместе с	2	5
73	все это	8	5
74	таким образом	10	5
75	лишь в	4	5
76	во всяком	4	5
77	и здесь	3	5
78	только в	6	5
79	мы имеем	5	5
80	была бы	4	4
81	в них	5	4
82	но также	2	4
83	к этому	3	4
84	на то	5	4
85	можно сказать	4	4
86	к тому	2	4
87	ни в	5	4
88	но все	2	4
89	что я	3	4
90	своего рода	3	4
91	на себе	2	4
92	или в	2	4
93	от того	2	4
94	как бы	6	4
95	со стороны	3	4
96	в связи	3	4
97	это слово	3	4
98	не было	4	4
99	этой области	2	4
100	не имеет	2	4
101	в результате	2	4
102	сказать что	4	4
103	могут быть	2	4
104	в каком	4	4
105	говорить о	3	4
106	в то	7	4
107	в конце	6	4
108	в особенности	4	4
109	ничего не	4	4
110	так и	5	4
111	на этом	3	3
112	уже в	3	3
113	у него	9	3
114	всех этих	3	3
115	для этого	2	3
116	гораздо более	2	3
117	же время	3	3
118	а также	4	3
119	о которых	3	3
120	но это	4	3
121	того же	2	3
122	до конца	3	3
123	связи с	3	3
124	в статье	2	3
125	в ней	4	3
126	он не	5	3
127	всего в	4	3
128	как в	6	3
129	ср также	2	3
130	отличается от	4	3
131	как раз	3	3
132	в форме	2	3
133	с этим	7	3
134	то и	2	3
135	этом отношении	4	3
136	как мы	2	3
137	того что	5	3
138	из которых	4	3
139	что такое	7	3
140	и по	2	3
141	а в	6	3
142	и его	3	3
143	конце концов	3	3
144	слова как	2	3
145	тем что	19	3
146	на это	2	3
147	и это	5	3
148	есть в	2	3
149	к этой	2	3
150	в виду	2	3
151	если и	2	3
152	в отношении	2	2
153	темы и	2	2
154	и более	3	2
155	с тем	4	2
156	это в	4	2
157	эти темы	3	2
158	никогда не	2	2
159	состоит в	4	2
160	что у	2	2
161	с этой	3	2
162	не как	2	2
163	быть не	2	2
164	одного из	2	2
165	не просто	2	2
166	как можно	2	2
167	его к	2	2
168	что они	2	2
169	думаю что	2	2
170	утверждать что	2	2
171	в другом	3	2
172	с одной	2	2
173	что если	2	2
174	в свою	2	2
175	но есть	2	2
176	и если	3	2
177	к слову	2	2
178	между прочим	3	2
179	что касается	7	2
180	за рамки	2	2
181	речь идет	2	2
182	к нему	4	2
183	в своей	4	2
184	дело не	2	2
185	все они	3	2
186	и прочие	2	2
187	в их	3	2
188	не на	2	2
189	и для	4	2
190	как и	4	2
191	в году	5	2
192	этого термина	2	2
193	и у	2	2
194	той же	2	2
195	что для	3	2
196	в которых	2	2
197	отказ от	2	2
198	и далее	3	2
199	он и	2	2
200	в своих	8	2
201	ни на	2	2
202	заключается в	2	2
203	интересно что	6	2
204	что эта	2	2
205	ответ на	5	2
206	в устах	4	2
