N	2gram	Bakhtin_Fr_6	KFilosof
1	может быть	2	43
2	в его	7	39
3	в нем	16	31
4	не может	4	27
5	и не	3	26
6	и в	41	22
7	в котором	4	21
8	в себе	5	21
9	в ее	5	17
10	а не	2	17
11	и его	13	17
12	только в	3	16
13	точки зрения	2	13
14	в этом	12	13
15	но не	2	12
16	все эти	11	11
17	в своей	2	11
18	не в	4	11
19	к нему	3	11
20	в своем	5	10
21	все это	11	10
22	во всех	17	10
23	с точки	2	10
24	но и	13	9
25	как бы	7	9
26	и все	9	9
27	и для	3	9
28	лишь в	2	8
29	было бы	3	8
30	жизни и	3	8
31	во всем	5	7
32	вовсе не	7	7
33	конечно не	3	7
34	должен быть	2	7
35	то что	10	7
36	себя в	2	7
37	в том	2	6
38	но это	3	6
39	и их	3	6
40	он не	2	6
41	мира в	2	6
42	никогда не	8	5
43	но эта	2	5
44	то же	5	5
45	именно в	4	5
46	в основе	4	5
47	с ним	4	5
48	но в	8	5
49	как и	7	5
50	не только	10	5
51	все же	4	5
52	там где	5	5
53	времени и	2	4
54	что в	7	4
55	для нас	2	4
56	при этом	3	4
57	между тем	2	4
58	в одном	5	4
59	мира и	2	4
60	том что	7	4
61	как его	2	4
62	а в	4	4
63	в чем	3	4
64	должна быть	2	3
65	что это	5	3
66	до конца	2	3
67	был бы	2	3
68	в корне	2	3
69	того что	3	3
70	рядом с	5	3
71	и на	9	3
72	людей и	3	3
73	в ней	4	3
74	в то	6	3
75	о том	9	3
76	но здесь	2	3
77	мы не	2	3
78	всех этих	2	3
79	тогда когда	2	3
80	но конечно	2	3
81	от него	2	3
82	самом деле	4	3
83	только с	3	3
84	что не	3	3
85	тем что	5	3
86	в другом	4	3
87	и этим	2	3
88	это уже	2	2
89	котором мы	3	2
90	та же	4	2
91	прежде всего	10	2
92	где этот	2	2
93	было и	2	2
94	и как	4	2
95	же время	5	2
96	и само	2	2
97	знать что	2	2
98	в него	3	2
99	для этого	2	2
100	именно на	4	2
101	потому что	3	2
102	к себе	2	2
103	говорить о	2	2
104	весь мир	3	2
105	с его	5	2
106	и то	2	2
107	что он	6	2
108	конечно в	2	2
109	и смерти	3	2
110	есть именно	2	2
111	всех его	4	2
112	тот же	4	2
113	и тот	2	2
114	со всеми	2	2
115	кажется что	2	2
116	и когда	2	2
117	и потому	2	2
118	не остается	3	2
119	так и	5	2
120	как в	4	2
121	еще более	2	2
122	это и	2	2
123	того чтобы	4	2
124	в данном	3	2
125	в этой	8	2
126	в области	2	2
127	а для	2	2
