N	2gram	Tiupa_Lite_1	Problema
1	и в	8	30
2	в своей	4	22
3	то есть	6	21
4	то что	10	18
5	не только	24	18
6	том что	14	17
7	в этом	12	17
8	в стихотворении	4	14
9	и даже	3	14
10	но и	17	13
11	таким образом	3	13
12	потому что	3	13
13	в том	16	12
14	в его	7	12
15	и не	12	12
16	также и	3	12
17	о том	2	12
18	в своем	11	11
19	у него	3	11
20	точки зрения	6	10
21	в этой	4	10
22	все же	4	9
23	но в	3	9
24	только в	8	9
25	в конце	4	8
26	художественного творчества	3	8
27	с точки	2	8
28	никогда не	4	7
29	что он	5	7
30	как и	6	7
31	связи с	6	7
32	но не	4	7
33	может быть	13	7
34	так и	4	7
35	в связи	4	7
36	не в	8	7
37	с другой	3	6
38	прежде всего	11	6
39	уже не	7	6
40	несмотря на	3	6
41	как бы	7	6
42	в нем	2	6
43	а в	3	6
44	и его	4	6
45	его в	3	6
46	не менее	7	5
47	что в	3	5
48	тем не	2	5
49	в силу	4	5
50	в самом	3	5
51	еще в	4	5
52	для себя	5	5
53	не может	5	5
54	в году	13	5
55	а не	16	5
56	и то	2	5
57	он и	3	5
58	как раз	4	5
59	еще и	3	4
60	в частности	15	4
61	отнюдь не	2	4
62	нового времени	2	4
63	человека и	2	4
64	при этом	19	4
65	того же	2	4
66	было бы	2	4
67	и сам	6	4
68	в качестве	17	4
69	не мог	3	4
70	и вполне	2	4
71	в себе	7	4
72	в то	5	4
73	далеко не	3	4
74	для них	2	3
75	однако в	2	3
76	же в	5	3
77	что его	3	3
78	как будто	2	3
79	еще не	4	3
80	одной стороны	2	3
81	и самого	2	3
82	а также	5	3
83	в русской	10	3
84	и тем	4	3
85	русской литературе	5	3
86	бы не	3	3
87	с одной	2	3
88	того что	6	3
89	тем же	3	3
90	в другом	2	3
91	в виду	3	3
92	мира в	3	3
93	по мысли	2	2
94	я не	7	2
95	это уже	2	2
96	по этому	2	2
97	хотя бы	2	2
98	как в	5	2
99	это не	4	2
100	во втором	2	2
101	с этой	5	2
102	уже в	5	2
103	раз и	2	2
104	один из	3	2
105	к тому	2	2
106	то же	5	2
107	да и	3	2
108	ли не	3	2
109	и нет	2	2
110	в нашей	2	2
111	по поводу	2	2
112	жизни и	3	2
113	в данном	5	2
114	что не	2	2
115	такого рода	10	2
116	о своем	2	2
117	и является	2	2
118	всяком случае	2	2
119	отношению к	2	2
120	не к	2	2
121	из них	4	2
122	данном случае	4	2
123	при всем	3	2
124	по отношению	3	2
125	то и	2	2
126	и только	2	2
127	человеческого духа	2	2
128	все эти	2	2
129	здесь как	2	2
130	самом деле	2	2
131	бы на	2	2
132	можно было	2	2
133	свое собственное	3	2
134	во всяком	3	2
135	между тем	2	2
136	тем что	2	2
137	является по	2	2
138	о себе	4	2
139	по своей	3	2
140	дело в	3	2
141	в области	3	2
