N	2gram	Tiupa_Narr_2	RusskieA
1	и в	13	36
2	не только	26	22
3	что в	4	19
4	том что	13	19
5	в том	14	17
6	но и	15	16
7	во время	2	14
8	xix в	2	13
9	в этом	13	12
10	в других	2	11
11	это не	3	10
12	как и	4	10
13	и т	2	10
14	потому что	2	10
15	об этом	4	9
16	а в	9	9
17	состоит в	12	8
18	у нас	2	8
19	может быть	10	8
20	один из	3	8
21	и по	3	8
22	о том	5	8
23	как это	4	8
24	что они	3	7
25	что и	2	7
26	так и	9	7
27	между тем	3	7
28	представляют собой	2	7
29	и не	14	6
30	для нас	2	6
31	при этом	14	6
32	уже не	4	6
33	таким образом	5	6
34	мы не	2	6
35	не имеет	2	6
36	в виде	2	6
37	то что	8	6
38	видно что	2	6
39	все же	6	5
40	как бы	6	5
41	в течение	2	5
42	и у	4	5
43	с ними	3	5
44	одно из	2	5
45	как в	5	5
46	тому что	3	4
47	из этих	2	4
48	как уже	2	4
49	к тому	9	4
50	представляет собой	16	4
51	одна из	3	4
52	еще не	2	4
53	не может	8	4
54	а с	2	4
55	мы имеем	3	4
56	и что	2	4
57	того что	6	4
58	но это	2	4
59	только в	11	4
60	не менее	4	3
61	о чем	2	3
62	что это	4	3
63	в качестве	14	3
64	в своем	6	3
65	в свою	2	3
66	и к	6	3
67	тем не	5	3
68	несмотря на	2	3
69	только на	2	3
70	как правило	3	3
71	а также	6	3
72	своего рода	9	3
73	то же	4	3
74	с точки	2	3
75	так же	2	3
76	ничего не	6	3
77	точки зрения	5	3
78	то есть	9	3
79	далеко не	5	3
80	в области	2	3
81	и более	2	2
82	в частности	11	2
83	в нашем	2	2
84	между собой	3	2
85	что у	2	2
86	к другому	2	2
87	в нем	5	2
88	у него	6	2
89	интерес к	2	2
90	равной степени	2	2
91	в жизни	6	2
92	в силу	4	2
93	но не	3	2
94	отнюдь не	4	2
95	имеет место	2	2
96	в ней	2	2
97	в его	6	2
98	в целом	3	2
99	что она	2	2
100	как по	3	2
101	тогда как	15	2
102	не объясняет	2	2
103	все эти	3	2
104	в какой	4	2
105	на самом	2	2
106	а не	17	2
107	только по	2	2
108	и для	3	2
109	с ним	4	2
110	за столом	2	2
111	в своих	2	2
112	не случайно	2	2
113	хотя и	5	2
114	к ней	3	2
115	и здесь	2	2
116	но в	6	2
117	в равной	2	2
118	как он	2	2
