N	3gram	Vygotskiy__3	KulturaY
1	в том что	17	15
2	для того чтобы	7	15
3	по отношению к	2	8
4	то обстоятельство что	3	8
5	только потому что	2	6
6	с другой стороны	3	6
7	в этом отношении	3	5
8	о том что	3	5
9	во всяком случае	4	5
10	в зависимости от	5	5
11	тем не менее	5	4
12	только в том	2	3
13	можно было бы	5	3
14	состоит в том	3	3
15	в свою очередь	2	3
16	в связи с	5	3
17	не может быть	2	3
18	вместе с тем	10	3
19	в этом смысле	2	3
20	а с другой	3	3
21	того или иного	2	3
22	силу того что	2	2
23	и того же	4	2
24	одного и того	4	2
25	этой точки зрения	2	2
26	так и в	2	2
27	на то что	3	2
28	в силу того	2	2
29	заключается в том	7	2
30	того что они	3	2
