N	2gram	Vinokur_Ku_2	Komedia
1	и в	23	26
2	и не	16	14
3	к тому	4	12
4	так и	4	12
5	и его	3	12
6	в том	19	11
7	может быть	15	11
8	но и	7	10
9	в этом	18	10
10	что в	10	9
11	том что	11	9
12	если бы	12	9
13	вместе с	5	9
14	ясно что	5	8
15	было бы	15	8
16	и на	6	7
17	не только	20	7
18	что и	3	7
19	ли не	2	7
20	в своем	2	6
21	то что	9	6
22	еще не	5	6
23	в нем	4	6
24	того чтобы	11	6
25	потому что	25	6
26	и здесь	5	6
27	в то	4	6
28	таким образом	5	6
29	с тем	2	5
30	к этому	4	5
31	что он	5	5
32	в качестве	8	5
33	один из	5	5
34	ни в	4	5
35	с этим	3	5
36	для того	9	5
37	и с	7	5
38	уже в	3	4
39	не менее	7	4
40	в частности	2	4
41	у него	3	4
42	в них	4	4
43	что у	2	4
44	и от	2	4
45	прежде всего	8	4
46	как мы	3	4
47	же в	3	4
48	как и	2	4
49	как будто	2	4
50	хотя и	4	4
51	в его	5	4
52	все же	7	4
53	в самом	12	4
54	и для	2	4
55	что для	2	4
56	можно было	9	4
57	точки зрения	14	4
58	только в	5	4
59	что это	7	4
60	так как	15	4
61	на этот	2	4
62	как это	5	4
63	между тем	6	4
64	это слово	4	4
65	так или	2	3
66	представить себе	2	3
67	с этой	2	3
68	вопрос о	9	3
69	что на	4	3
70	мы знаем	4	3
71	но все	4	3
72	связи с	3	3
73	но не	6	3
74	того же	3	3
75	же время	3	3
76	для нас	4	3
77	по поводу	2	3
78	из которых	3	3
79	да и	6	3
80	в ней	3	3
81	речь идет	2	3
82	не имеет	4	3
83	тех пор	2	3
84	в своей	2	3
85	в их	2	3
86	все это	5	3
87	в связи	4	3
88	того как	2	3
89	той же	2	3
90	то же	6	3
91	ответ на	2	3
92	не было	4	3
93	как в	3	3
94	в самой	2	3
95	к нему	2	3
96	а в	3	3
97	или в	4	3
98	или иначе	3	3
99	тем что	3	3
100	не может	9	3
101	что касается	2	3
102	в этой	6	3
103	могла бы	2	3
104	тех же	2	3
105	но в	11	3
106	за собой	2	2
107	и есть	2	2
108	отнюдь не	4	2
109	в нашем	7	2
110	не всегда	2	2
111	так называемых	2	2
112	с другой	8	2
113	это не	6	2
114	в конце	4	2
115	этом смысле	5	2
116	вовсе не	9	2
117	об этом	5	2
118	не в	8	2
119	в силу	7	2
120	тот же	5	2
121	чем в	3	2
122	на этом	3	2
123	а на	2	2
124	после того	2	2
125	только потому	8	2
126	когда в	2	2
127	и если	2	2
128	как не	3	2
129	от того	4	2
130	он не	3	2
131	как бы	4	2
132	всяком случае	5	2
133	говоря уже	2	2
134	хотя бы	9	2
135	и т	39	2
136	с той	2	2
137	и это	3	2
138	не говоря	2	2
139	всего в	3	2
140	со стороны	4	2
141	что она	3	2
142	уже о	3	2
143	целый ряд	5	2
144	в отличие	2	2
145	так в	3	2
146	т п	24	2
147	с одной	2	2
148	в той	2	2
149	и что	8	2
150	не более	2	2
151	и у	2	2
152	для этой	2	2
153	бы и	4	2
154	также что	2	2
155	рядом с	2	2
156	отличие от	2	2
157	роль в	2	2
158	в глазах	2	2
159	с ними	2	2
160	меньше чем	2	2
161	не следует	5	2
162	во всяком	5	2
163	от этого	2	2
164	и еще	2	2
165	говорить о	4	2
166	и вовсе	2	2
167	на это	3	2
168	и все	2	2
169	мы имеем	5	2
170	в виду	3	2
