N	2gram	Trubetskoy_1	Psycholo
1	и в	14	38
2	то что	13	35
3	в том	17	25
4	в самом	3	25
5	самом деле	7	21
6	что в	4	20
7	может быть	9	19
8	и что	2	18
9	на то	5	16
10	точки зрения	11	16
11	в ней	2	15
12	если бы	6	14
13	том что	9	14
14	как бы	4	14
15	и т	3	14
16	потому что	5	14
17	в этой	4	13
18	в этом	17	13
19	было бы	5	12
20	не только	9	12
21	таким образом	11	12
22	не в	4	12
23	что он	6	11
24	что это	3	10
25	то же	11	10
26	и не	19	10
27	о которых	3	9
28	с точки	9	9
29	того чтобы	8	9
30	все же	4	8
31	с тем	6	8
32	с этим	2	8
33	для нас	2	8
34	как и	4	8
35	так что	2	8
36	и как	3	8
37	из этого	3	8
38	для того	6	8
39	и то	4	8
40	а не	2	7
41	мы можем	2	7
42	не может	22	7
43	а в	5	7
44	между тем	5	7
45	мы уже	2	7
46	из них	3	6
47	к тому	7	6
48	до сих	5	6
49	она не	2	6
50	и если	7	6
51	в котором	2	6
52	указывает на	2	6
53	тому что	2	6
54	он не	5	6
55	так как	4	6
56	к чему	2	6
57	и на	5	6
58	о том	7	6
59	ясно что	2	6
60	должна быть	2	5
61	в своем	6	5
62	несмотря на	3	5
63	совершенно не	2	5
64	в своей	5	5
65	время в	2	5
66	вместе с	4	5
67	но и	10	5
68	сих пор	5	5
69	или в	3	5
70	в другом	3	5
71	о котором	3	5
72	в его	4	5
73	никогда не	5	4
74	что они	3	4
75	при этом	5	4
76	не можем	2	4
77	что с	2	4
78	и для	6	4
79	конечно не	5	4
80	во всех	5	4
81	но если	3	4
82	речь идет	2	4
83	в нем	5	4
84	что и	3	4
85	ее в	2	4
86	согласиться с	2	4
87	в течение	2	4
88	все эти	2	4
89	того что	3	4
90	из которых	5	4
91	и даже	2	4
92	в своих	6	4
93	больше чем	2	4
94	у него	2	4
95	только в	5	4
96	как будто	2	4
97	одна из	3	4
98	в себе	9	4
99	место в	2	3
100	как на	8	3
101	были бы	2	3
102	только для	2	3
103	из этих	3	3
104	что все	3	3
105	главным образом	3	3
106	и к	6	3
107	ни в	2	3
108	она может	3	3
109	но это	2	3
110	с уверенностью	2	3
111	стоит только	2	3
112	мы говорили	3	3
113	и о	2	3
114	и этот	3	3
115	не к	2	3
116	все это	6	3
117	это только	2	3
118	и только	5	3
119	не так	2	3
120	в таком	2	3
121	и тем	2	3
122	из всех	2	3
123	тем что	3	3
124	состоит в	2	3
125	в то	10	3
126	на это	2	3
127	его в	4	3
128	но в	2	3
129	в данном	7	2
130	признать что	6	2
131	не могут	4	2
132	всех этих	3	2
133	и более	2	2
134	в этих	2	2
135	отнюдь не	7	2
136	от этой	2	2
137	все они	3	2
138	между собой	5	2
139	хотя бы	5	2
140	и во	3	2
141	при том	4	2
142	весь смысл	2	2
143	на самом	6	2
144	и вместе	2	2
145	во всяком	9	2
146	друг другу	2	2
147	что оно	3	2
148	уже указали	2	2
149	уже не	2	2
150	по существу	5	2
151	это есть	2	2
152	в силу	2	2
153	лучшем случае	3	2
154	для него	6	2
155	ли это	4	2
156	противоречие с	2	2
157	по самому	2	2
158	всяком случае	6	2
159	для этого	3	2
160	но мы	3	2
161	то это	3	2
162	в противоречие	2	2
163	благодаря этому	2	2
164	данном случае	3	2
165	со стороны	4	2
166	что же	4	2
167	целый ряд	2	2
168	так же	2	2
169	отношения к	2	2
170	в совершенно	4	2
171	в виде	3	2
172	а с	2	2
173	не просто	2	2
174	и вот	2	2
175	для всех	6	2
176	и наконец	2	2
177	и по	3	2
178	в лучшем	3	2
179	в качестве	3	2
180	в конце	3	2
181	их в	2	2
182	что только	2	2
183	или от	2	2
184	к себе	2	2
185	к этой	4	2
186	с ним	2	2
187	бы для	2	2
188	себя как	2	2
189	том и	2	2
