N	2gram	Vygotskiy__2	FransuaR
1	и в	32	49
2	то есть	21	32
3	в его	2	18
4	не только	12	17
5	и его	7	17
6	и на	5	17
7	и не	10	15
8	в этом	13	15
9	в них	2	13
10	только в	7	13
11	но и	10	13
12	как и	10	11
13	как бы	6	11
14	вовсе не	2	10
15	в этой	6	10
16	все это	5	9
17	в романе	2	9
18	в нем	4	9
19	в сущности	7	8
20	отношение к	2	8
21	все же	4	7
22	один из	3	7
23	жизни и	4	7
24	не может	17	7
25	таким образом	21	7
26	то же	13	7
27	все эти	7	7
28	то что	21	6
29	же время	2	6
30	во всех	3	6
31	так и	3	6
32	сказать что	7	6
33	и с	4	6
34	но он	3	6
35	точки зрения	17	6
36	в то	5	6
37	так как	12	6
38	в творчестве	4	6
39	с его	2	5
40	никогда не	9	5
41	но не	2	5
42	при этом	13	5
43	тот же	6	5
44	может быть	18	5
45	относится к	3	5
46	в своей	3	5
47	в особенности	2	5
48	с точки	10	5
49	роль в	2	5
50	и более	4	4
51	с другой	3	4
52	в жизни	4	4
53	и к	3	4
54	в себе	2	4
55	том что	21	4
56	в свое	2	4
57	в своих	9	4
58	в этих	2	4
59	значение в	2	4
60	и до	4	4
61	сих пор	5	4
62	до сих	5	4
63	не было	2	4
64	а в	4	4
65	мы находим	2	4
66	как на	5	4
67	тем что	9	4
68	там где	2	4
69	но в	3	4
70	место в	2	3
71	в одном	2	3
72	на все	5	3
73	что он	13	3
74	людей с	2	3
75	в ее	2	3
76	в том	37	3
77	во всем	3	3
78	в день	2	3
79	было бы	11	3
80	из них	4	3
81	несмотря на	4	3
82	в самом	12	3
83	точка зрения	2	3
84	с ее	3	3
85	ни в	2	3
86	другой стороны	2	3
87	что для	7	3
88	этом отношении	5	3
89	и все	4	3
90	и других	3	3
91	и вот	3	3
92	к нему	2	3
93	можно было	7	3
94	так в	2	3
95	также и	2	3
96	их в	2	3
97	лиц и	2	3
98	и вообще	2	3
99	далеко не	5	3
100	о том	6	3
101	и это	4	3
102	видит в	3	3
103	в виду	3	3
104	что в	20	2
105	могут быть	4	2
106	но даже	2	2
107	понятно что	2	2
108	думать что	3	2
109	та же	3	2
110	имеем в	2	2
111	это в	2	2
112	в смысле	3	2
113	на то	11	2
114	и эти	2	2
115	в отношении	3	2
116	в самой	2	2
117	в новой	2	2
118	по существу	3	2
119	но это	2	2
120	что они	7	2
121	все что	2	2
122	по сравнению	2	2
123	и без	2	2
124	ничего не	4	2
125	до конца	3	2
126	еще не	2	2
127	совершенно не	4	2
128	ссылается на	3	2
129	вплоть до	2	2
130	в ней	5	2
131	в него	2	2
132	себе и	2	2
133	вместе с	2	2
134	в их	3	2
135	целый ряд	6	2
136	должен был	2	2
137	смысл и	2	2
138	того как	4	2
139	форм и	2	2
140	на самом	5	2
141	именно на	2	2
142	того чтобы	14	2
143	и даже	5	2
144	так же	18	2
145	жизнь и	3	2
146	тому как	3	2
147	во всяком	2	2
148	и следовательно	2	2
149	он дает	2	2
150	подобно тому	2	2
151	на его	2	2
152	как к	3	2
153	мы должны	3	2
154	сравнению с	2	2
155	в конце	3	2
156	в художественном	6	2
157	в произведении	4	2
158	же с	2	2
159	всяком случае	2	2
160	мы можем	3	2
