N	2gram	Bakhtin_Pr_1	DiskursI
1	в себе	7	19
2	при этом	2	17
3	и в	29	16
4	может быть	24	16
5	как и	12	16
6	в этом	22	16
7	и не	31	15
8	а не	22	14
9	в мире	6	11
10	но и	14	11
11	но в	7	11
12	том что	7	10
13	не только	15	10
14	так и	7	9
15	не может	12	9
16	в том	8	8
17	как в	6	8
18	прежде всего	7	7
19	в нем	19	7
20	ни в	3	7
21	но не	9	7
22	в данном	2	7
23	с его	9	6
24	еще не	5	6
25	все же	9	6
26	в своей	8	6
27	данном случае	2	6
28	то же	14	6
29	в своих	3	6
30	в противоположность	2	5
31	что в	8	5
32	в своем	8	5
33	с другой	3	5
34	нового времени	3	5
35	же время	9	5
36	для него	18	5
37	героя в	4	5
38	то что	15	5
39	и на	7	5
40	в то	10	5
41	в одном	10	4
42	в пределах	13	4
43	как бы	19	4
44	отношению к	8	4
45	по отношению	8	4
46	этом отношении	3	4
47	человека в	4	4
48	потому что	8	4
49	в основе	4	4
50	одно из	2	4
51	точки зрения	19	4
52	в этой	4	4
53	мира и	7	4
54	перед нами	5	3
55	могут быть	6	3
56	в них	3	3
57	это не	9	3
58	мире в	3	3
59	уже не	13	3
60	и как	7	3
61	не в	7	3
62	в контексте	2	3
63	например в	3	3
64	он не	5	3
65	в его	24	3
66	в котором	2	3
67	жизни и	2	3
68	жизни а	2	3
69	и ее	2	3
70	приводит к	3	3
71	не было	4	3
72	все эти	9	3
73	и наконец	4	3
74	как на	3	3
75	и его	14	3
76	но это	4	3
77	не знает	3	3
78	как будто	3	3
79	только в	10	3
80	его в	6	3
81	в творчестве	5	3
82	мира в	5	3
83	жизни не	2	2
84	никогда не	3	2
85	и одновременно	3	2
86	в большинстве	2	2
87	в целом	6	2
88	личности в	4	2
89	вследствие этого	2	2
90	идет о	4	2
91	в той	2	2
92	что он	8	2
93	является не	2	2
94	должна быть	5	2
95	отношение к	2	2
96	с их	5	2
97	со своим	2	2
98	в ней	2	2
99	далеко не	3	2
100	на почве	3	2
101	для себя	2	2
102	что и	4	2
103	с точки	13	2
104	что же	4	2
105	не на	4	2
106	входит в	7	2
107	именно в	5	2
108	на языке	2	2
109	по преимуществу	2	2
110	себе самому	3	2
111	в себя	3	2
112	все это	6	2
113	другой стороны	3	2
114	романа и	3	2
115	и для	4	2
116	должно быть	4	2
117	а в	7	2
118	той же	5	2
119	тому как	3	2
120	совпадает с	2	2
121	в результате	4	2
122	их в	4	2
123	и с	4	2
124	не о	2	2
125	подобно тому	3	2
126	отсюда и	2	2
127	и это	5	2
128	между тем	5	2
