N	2gram	Voloshinov_1	Stilisti
1	и в	12	42
2	как бы	13	27
3	не только	4	27
4	прежде всего	8	22
5	внутренней речи	3	18
6	хотя бы	5	17
7	но и	3	15
8	то же	5	15
9	и не	10	14
10	социального общения	4	14
11	может быть	14	12
12	не может	16	12
13	точки зрения	14	11
14	как и	5	11
15	что мы	5	10
16	отнюдь не	5	10
17	в этом	4	10
18	при этом	6	9
19	в то	2	9
20	то что	5	9
21	мы не	3	9
22	все же	4	8
23	в ней	6	8
24	таким образом	12	8
25	в себе	3	8
26	никогда не	5	7
27	зависимости от	4	7
28	и на	4	7
29	так как	9	7
30	с его	2	7
31	в зависимости	2	7
32	а не	5	7
33	и его	13	7
34	мы можем	2	7
35	только в	6	7
36	ничего не	2	7
37	точку зрения	2	6
38	не в	4	6
39	в форме	2	6
40	и так	2	6
41	в нем	6	6
42	в процессе	6	6
43	так и	4	6
44	уже в	2	5
45	независимо от	2	5
46	в нашем	11	5
47	и следовательно	5	5
48	и является	4	5
49	те же	2	5
50	с помощью	6	5
51	и с	3	5
52	и наконец	3	5
53	же самое	2	5
54	как это	2	5
55	точек зрения	3	5
56	одно и	2	5
57	мы никогда	2	5
58	в его	2	5
59	вместе с	2	5
60	с точки	2	5
61	слова и	6	5
62	все время	6	4
63	можно сказать	5	4
64	влияние на	2	4
65	но все	2	4
66	художественного творчества	3	4
67	общения и	2	4
68	в самом	4	4
69	точка зрения	3	4
70	все это	3	4
71	того что	3	4
72	так же	3	4
73	жизненного высказывания	3	4
74	о том	3	4
75	его в	4	4
76	но в	5	4
77	если бы	9	4
78	и к	4	4
79	на него	2	4
80	уже не	4	4
81	самом деле	3	4
82	и пр	3	4
83	и то	2	4
84	на это	2	4
85	как только	2	3
86	это не	2	3
87	слова но	2	3
88	словом и	2	3
89	для нас	7	3
90	но что	2	3
91	но для	3	3
92	в котором	3	3
93	и уже	3	3
94	не к	3	3
95	жизни и	4	3
96	высказывания как	4	3
97	от того	4	3
98	высказывания с	2	3
99	не так	2	3
100	нуждается в	3	3
101	сказать что	7	3
102	и здесь	2	3
103	форма высказывания	2	3
104	ни на	2	3
105	свое выражение	4	3
106	в виду	5	3
107	бы мы	3	3
108	и все	2	3
109	социальной группы	3	3
110	том что	5	3
111	социальной жизни	2	3
112	еще не	3	3
113	мы в	2	3
114	конечно не	3	3
115	высказывание как	2	3
116	мы ни	5	3
117	так называемой	3	3
118	что и	2	3
119	да и	3	3
120	только на	3	3
121	на самом	4	3
122	и слово	2	3
123	между ними	2	3
124	и для	3	3
125	высказывания и	2	3
126	выражение в	2	3
127	может стать	2	3
128	место в	2	2
129	зависит от	2	2
130	в душе	2	2
131	не поймем	2	2
132	в какой	2	2
133	как уже	2	2
134	в том	6	2
135	тому же	2	2
136	но это	2	2
137	общения не	2	2
138	находит свое	3	2
139	для него	3	2
140	до конца	2	2
141	в пределах	3	2
142	но мы	2	2
143	в этих	2	2
144	отношение к	4	2
145	в отношении	2	2
146	все эти	3	2
147	же социальная	2	2
148	оценок и	2	2
149	в материале	2	2
150	и те	2	2
151	нет ничего	2	2
152	мы имеем	2	2
153	жизненной речи	3	2
154	в жизни	5	2
155	между собой	2	2
156	к этому	2	2
157	ясно что	3	2
158	слово это	2	2
159	а к	2	2
160	жизненное высказывание	4	2
161	но не	2	2
162	нашего сознания	2	2
163	и потому	2	2
164	той социальной	2	2
165	не есть	2	2
166	как не	2	2
167	в своей	3	2
168	сих пор	3	2
169	связь с	2	2
170	как в	5	2
171	здесь не	3	2
172	бы не	2	2
173	допустим что	2	2
174	к нему	4	2
175	с ним	3	2
176	в каком	3	2
177	и вообще	3	2
178	со всех	2	2
