N	3gram	Losev_Dial_1	Problema
1	и т д	19	10
2	на то что	4	8
3	сам по себе	6	7
4	ничего общего с	3	7
5	содержит в себе	3	7
6	в этом смысле	3	6
7	о том что	2	5
8	не есть ни	6	5
9	в том что	7	5
10	в то же	4	4
11	той или иной	3	4
12	т д и	2	4
13	точно так же	2	4
14	в конце концов	3	4
15	сама по себе	8	4
16	только то что	3	4
17	на самом деле	2	4
18	иметь в виду	3	3
19	более или менее	3	3
20	с точки зрения	12	3
21	ни в каком	8	3
22	в каком случае	4	3
23	до сих пор	2	3
24	можно сказать что	3	3
25	с другой стороны	4	3
26	может быть и	3	3
27	д и т	2	3
28	по себе но	2	3
29	что в нем	3	3
30	во всяком случае	2	3
31	каком случае не	2	2
32	можно было бы	4	2
33	по крайней мере	4	2
34	не имеет ничего	3	2
35	никогда не может	2	2
36	и в этом	3	2
37	только потому что	3	2
38	мы говорим что	2	2
39	то и другое	2	2
40	не может быть	3	2
41	так как он	2	2
42	имеет ничего общего	3	2
43	как это мы	2	2
