N	2gram	Losev_Dial_1	KulturaY
1	т е	25	38
2	и т	21	33
3	в том	9	30
4	и в	18	24
5	потому что	14	23
6	том что	9	21
7	т п	2	18
8	что в	13	17
9	для того	2	16
10	и пр	5	15
11	было бы	12	15
12	т д	19	14
13	в этом	12	14
14	точки зрения	17	14
15	может быть	17	13
16	все же	5	12
17	в его	3	12
18	и не	30	12
19	не в	6	11
20	только в	3	11
21	вовсе не	7	10
22	в самом	3	10
23	не только	13	10
24	хотя бы	6	10
25	если бы	12	9
26	то что	13	9
27	прежде всего	10	9
28	самом деле	3	9
29	того что	2	9
30	с точки	12	9
31	о том	4	9
32	так как	11	9
33	а только	3	8
34	то же	10	8
35	уже не	2	8
36	а не	14	8
37	как раз	4	8
38	не менее	2	7
39	в них	3	7
40	с другой	6	7
41	в качестве	2	7
42	как бы	11	7
43	не может	12	7
44	это не	9	7
45	бы в	3	7
46	так и	9	7
47	именно в	2	6
48	что он	11	6
49	на себе	3	6
50	что такое	10	6
51	только потому	3	6
52	в ней	3	6
53	но и	7	6
54	что же	3	6
55	все это	11	6
56	другой стороны	4	6
57	можно было	5	6
58	все эти	2	6
59	в которых	2	6
60	мы имеем	2	6
61	еще и	3	5
62	что это	11	5
63	по крайней	4	5
64	к тому	4	5
65	крайней мере	4	5
66	но не	4	5
67	еще не	2	5
68	что не	7	5
69	всяком случае	2	5
70	и что	12	5
71	но уже	2	5
72	этом отношении	2	5
73	в виду	5	5
74	не просто	7	5
75	а в	5	5
76	во всяком	4	5
77	с ним	6	5
78	и с	5	5
79	учение о	11	4
80	в частности	2	4
81	в этих	5	4
82	и потому	3	4
83	на то	5	4
84	в нем	16	4
85	что они	3	4
86	из них	2	4
87	в первую	2	4
88	это и	4	4
89	один из	3	4
90	что и	3	4
91	не есть	40	4
92	сих пор	2	4
93	со стороны	2	4
94	до сих	2	4
95	как в	2	4
96	и тогда	2	4
97	с этим	2	4
98	в науке	3	4
99	так что	15	4
100	так же	4	4
101	с ними	2	4
102	в данном	3	4
103	из этих	2	4
104	и является	2	4
105	нисколько не	4	3
106	уже и	3	3
107	для этого	2	3
108	ясно что	8	3
109	этом смысле	3	3
110	была бы	3	3
111	или иной	3	3
112	то это	4	3
113	можно сказать	6	3
114	только тогда	2	3
115	мы увидим	2	3
116	и может	2	3
117	гораздо более	3	3
118	в котором	4	3
119	по мере	2	3
120	даже в	3	3
121	не с	5	3
122	что она	7	3
123	или менее	3	3
124	тому что	3	3
125	в своем	5	3
126	в особенности	5	3
127	а с	2	3
128	не было	6	3
129	что оно	5	3
130	только и	4	3
131	в их	3	3
132	более или	3	3
133	и даже	13	3
134	и он	5	3
135	несмотря на	10	3
136	должно быть	3	3
137	должна быть	3	3
138	и то	9	3
139	то мы	2	3
140	хотя и	4	3
141	даже и	3	3
142	нуждается в	3	3
143	в себе	11	3
144	он есть	4	3
145	как это	4	3
146	я не	5	2
147	е о	2	2
148	и более	4	2
149	о чем	2	2
150	и есть	16	2
151	никогда не	9	2
152	что их	2	2
153	исключительно лишь	2	2
154	с этой	2	2
155	не является	3	2
156	поэтому необходимо	2	2
157	и все	3	2
158	но с	3	2
159	что касается	2	2
160	в каждом	2	2
161	на самом	3	2
162	вопрос о	2	2
163	по себе	25	2
164	быть в	2	2
165	от света	2	2
166	если мы	2	2
167	в то	6	2
168	как о	2	2
169	как и	2	2
170	и как	7	2
171	но все	3	2
172	это есть	9	2
173	можно говорить	2	2
174	и при	2	2
175	лишь как	2	2
176	что если	2	2
177	же время	4	2
178	ли это	3	2
179	и мы	5	2
180	конечно не	3	2
181	в своей	2	2
182	очень много	3	2
183	между собою	2	2
184	никак не	6	2
185	же и	2	2
186	но если	5	2
187	как таковой	4	2
188	относится к	2	2
189	каждом из	2	2
190	себе и	2	2
191	если в	3	2
192	тем более	2	2
193	к свету	3	2
194	ни в	15	2
195	меньше всего	3	2
196	в современной	2	2
197	были бы	2	2
198	дело не	2	2
199	убедиться что	2	2
200	бы и	2	2
201	то и	2	2
202	как например	2	2
203	смысл и	4	2
204	мы говорим	4	2
205	он не	3	2
206	и для	2	2
207	в разных	3	2
208	все равно	3	2
209	с него	2	2
210	не имеет	15	2
211	д и	2	2
212	также и	7	2
213	которое в	2	2
214	от этого	3	2
215	может иметь	3	2
216	как с	2	2
217	в каком	8	2
218	и еще	3	2
219	что я	3	2
220	есть наука	3	2
221	этой точки	2	2
222	но вот	3	2
223	иной раз	2	2
224	идет речь	2	2
225	ничего не	17	2
226	но в	6	2
227	это было	2	2
