N	2gram	Losev_Prob_2	FransuaR
1	и в	35	49
2	то есть	39	32
3	прежде всего	11	19
4	в его	7	18
5	не только	24	17
6	и на	5	17
7	и не	37	15
8	в этом	17	15
9	в них	2	13
10	только в	14	13
11	но и	16	13
12	как и	5	11
13	как бы	4	11
14	вовсе не	37	10
15	в этой	9	10
16	все это	4	9
17	и др	2	9
18	все же	8	7
19	один из	3	7
20	не может	13	7
21	таким образом	4	7
22	то же	5	7
23	все эти	7	7
24	как мы	5	7
25	то что	38	6
26	в истории	3	6
27	мы уже	3	6
28	во всех	2	6
29	так и	7	6
30	сказать что	24	6
31	и с	10	6
32	точки зрения	2	6
33	в то	6	6
34	так как	7	6
35	в своем	4	5
36	уже в	3	5
37	из этих	3	5
38	но не	4	5
39	при этом	3	5
40	тот же	4	5
41	может быть	18	5
42	относится к	6	5
43	роль в	2	5
44	и более	5	4
45	с другой	6	4
46	и к	3	4
47	в себе	5	4
48	том что	19	4
49	но все	2	4
50	одна из	3	4
51	и о	4	4
52	в своих	3	4
53	в этих	4	4
54	значение в	4	4
55	сих пор	4	4
56	до сих	4	4
57	не было	3	4
58	а в	4	4
59	лишь в	3	4
60	как на	2	4
61	в области	6	4
62	тем что	4	4
63	но в	6	4
64	всех этих	4	3
65	с одной	5	3
66	о чем	6	3
67	другими словами	6	3
68	не был	4	3
69	что он	4	3
70	в том	12	3
71	да и	10	3
72	нельзя было	3	3
73	но именно	4	3
74	в значительной	3	3
75	одной стороны	5	3
76	было бы	8	3
77	несмотря на	3	3
78	в самом	5	3
79	даже в	2	3
80	и особенно	2	3
81	ни в	6	3
82	другой стороны	5	3
83	что для	3	3
84	и все	5	3
85	только с	2	3
86	к нему	2	3
87	можно было	5	3
88	также и	12	3
89	их в	4	3
90	и вообще	16	3
91	далеко не	4	3
92	о том	18	3
93	и это	5	3
94	в плане	2	3
95	в виду	8	3
96	смысла и	2	2
97	учение о	2	2
98	содержит в	2	2
99	связи с	5	2
100	сознания и	2	2
101	что в	11	2
102	для них	3	2
103	мы еще	3	2
104	перестает быть	3	2
105	но даже	3	2
106	в нашем	3	2
107	до наших	2	2
108	в качестве	2	2
109	никто не	3	2
110	даже и	18	2
111	имеем в	2	2
112	это в	2	2
113	на то	6	2
114	в тех	2	2
115	в условиях	2	2
116	можно сказать	6	2
117	в отношении	4	2
118	без всякого	4	2
119	это и	3	2
120	но это	6	2
121	что они	3	2
122	есть в	4	2
123	все что	3	2
124	только то	3	2
125	и без	5	2
126	ничего не	10	2
127	мы здесь	3	2
128	еще не	10	2
129	по поводу	2	2
130	совершенно не	2	2
131	такого рода	15	2
132	в какой-то	2	2
133	хотя и	3	2
134	в ней	2	2
135	в него	2	2
136	еще в	2	2
137	себе и	2	2
138	на этой	2	2
139	в понимании	2	2
140	по преимуществу	2	2
141	вместе с	2	2
142	в их	3	2
143	не во	3	2
144	в связи	5	2
145	на самом	4	2
146	как именно	3	2
147	того чтобы	2	2
148	и даже	11	2
149	и прежде	2	2
150	так же	5	2
151	что слово	3	2
152	тому как	3	2
153	и значение	4	2
154	во всяком	13	2
155	и следовательно	4	2
156	себе в	2	2
157	подобно тому	2	2
158	во все	2	2
159	мы должны	3	2
160	на эту	2	2
161	и вовсе	6	2
162	в конце	7	2
163	здесь не	2	2
164	всяком случае	10	2
165	мы можем	6	2
