N	2gram	Bakhtin_Pr_4	Formalny
1	и не	27	30
2	вовсе не	9	28
3	и в	46	27
4	может быть	23	25
5	не может	19	24
6	так и	4	21
7	и его	6	19
8	таким образом	4	18
9	в этом	16	18
10	а не	11	17
11	точки зрения	11	16
12	самом деле	4	16
13	и пр	2	15
14	в нем	17	15
15	в процессе	4	15
16	то же	6	15
17	между ними	10	15
18	как и	12	14
19	с точки	9	14
20	не в	10	12
21	если бы	3	12
22	в самом	9	11
23	в жизни	5	11
24	но и	12	10
25	не могут	3	10
26	лишь в	2	9
27	так как	5	9
28	не только	14	9
29	так же	3	9
30	что в	4	8
31	ни в	6	8
32	при этом	5	8
33	в пределах	10	8
34	как бы	19	8
35	с помощью	3	8
36	и все	9	8
37	то что	4	8
38	как раз	7	8
39	как мы	12	8
40	только в	6	8
41	не менее	2	7
42	в том	9	7
43	же время	5	7
44	все это	6	7
45	потому что	4	7
46	в то	5	7
47	между тем	2	7
48	совершенно не	4	7
49	в его	9	7
50	если мы	5	7
51	тем же	3	7
52	там где	2	7
53	все время	2	6
54	с другой	3	6
55	все эти	4	6
56	здесь и	3	6
57	бы в	3	6
58	но в	6	6
59	что он	6	6
60	более того	3	6
61	еще не	7	6
62	было бы	3	6
63	все же	4	6
64	в своей	3	6
65	хотя бы	2	6
66	и для	3	6
67	в данном	2	6
68	во всяком	2	6
69	вместе с	2	6
70	никогда не	6	5
71	в каждом	6	5
72	войти в	3	5
73	в плоскости	2	5
74	и их	3	5
75	высказывания и	2	5
76	друг друга	6	5
77	другой стороны	3	5
78	в одной	2	5
79	в направлении	4	5
80	в результате	2	5
81	и между	6	5
82	в художественном	2	5
83	большинстве случаев	8	5
84	в единстве	3	5
85	но не	4	5
86	что же	3	5
87	тем что	3	5
88	если же	5	5
89	так сказать	5	5
90	уже в	4	4
91	прежде всего	9	4
92	к тому	2	4
93	да и	4	4
94	следовательно и	2	4
95	и как	2	4
96	в большинстве	9	4
97	до конца	4	4
98	же и	4	4
99	и является	2	4
100	жизнь не	2	4
101	жизни и	5	4
102	они не	2	4
103	в конкретном	2	4
104	но ведь	2	4
105	о том	5	4
106	мы можем	4	4
107	по себе	7	4
108	бы ни	2	4
109	в романе	6	4
110	том что	4	4
111	слов и	3	4
112	она не	3	4
113	в корне	2	4
114	конечно не	8	4
115	как в	4	4
116	только на	3	4
117	в слове	3	4
118	мы не	4	4
119	могут быть	2	4
120	видения и	2	4
121	установка на	3	4
122	слова и	7	4
123	этом романе	2	3
124	же как	2	3
125	бы и	2	3
126	высказывание в	2	3
127	в этих	4	3
128	это не	5	3
129	в конце	3	3
130	те же	2	3
131	можно сказать	4	3
132	для нас	2	3
133	мы и	3	3
134	лишь как	2	3
135	конкретного высказывания	2	3
136	должна быть	2	3
137	одним из	3	3
138	в него	6	3
139	в виду	4	3
140	и тем	2	3
141	слово как	4	3
142	по отношению	5	3
143	одной плоскости	2	3
144	той же	3	3
145	и что	3	3
146	в которых	2	3
147	и на	11	3
148	никак не	3	3
149	их в	3	3
150	сказать что	2	3
151	и с	7	3
152	а что	4	3
153	и следовательно	2	3
154	он и	4	3
155	всякое высказывание	2	3
156	раз и	4	3
157	на фоне	6	3
158	в условиях	3	3
159	у нас	2	3
160	того же	3	3
161	мы уже	3	3
162	во всех	5	3
163	о нем	6	3
164	нет и	2	3
165	отношению к	5	3
166	в произведении	2	3
167	в той	3	3
168	уже не	4	3
169	героя в	3	3
170	жизнь и	3	3
171	в себе	7	3
172	может стать	2	3
173	в поэзии	2	3
174	для этого	2	2
175	в отношении	3	2
176	человека и	3	2
177	на все	2	2
178	или иной	2	2
179	но это	6	2
180	такой же	3	2
181	в этой	3	2
182	на этом	3	2
183	смысле слова	2	2
184	ведь мы	2	2
185	в формах	3	2
186	в общем	2	2
187	к другому	5	2
188	но для	3	2
189	но если	3	2
190	в котором	5	2
191	нам кажется	5	2
192	отличается от	3	2
193	в своем	3	2
194	и только	3	2
195	отношения к	2	2
196	же он	2	2
197	в самой	5	2
198	пределах одного	6	2
199	и даже	3	2
200	увидим что	2	2
201	этого романа	2	2
202	от одного	2	2
203	материал и	2	2
204	из этих	3	2
205	как он	3	2
206	слово в	6	2
207	поэтому и	2	2
208	с его	5	2
209	сознания и	2	2
210	этом смысле	2	2
211	и всякое	2	2
212	превращается в	4	2
213	не как	3	2
214	и во	3	2
215	но при	3	2
216	из одного	2	2
217	из своих	2	2
218	стороны и	2	2
219	с ее	3	2
220	так чтобы	3	2
221	одна из	2	2
222	мы увидим	6	2
223	кажется что	3	2
224	в сущности	7	2
225	за пределы	5	2
226	вот как	2	2
227	этого слова	2	2
228	на почве	2	2
229	сами по	2	2
230	не могло	2	2
231	что и	3	2
232	к самому	2	2
233	так в	2	2
234	в языке	2	2
235	в отличие	3	2
236	бы не	2	2
237	слова как	3	2
238	от этого	2	2
239	правда в	3	2
240	ту же	2	2
241	и это	3	2
242	дело в	3	2
243	героя и	4	2
244	здесь не	4	2
245	отличие от	3	2
246	ничего не	2	2
