N	2gram	Losev_Prob_4	Analitik
1	в этом	9	18
2	в частности	2	16
3	и в	20	16
4	не только	24	16
5	так и	10	15
6	как и	6	14
7	в том	20	12
8	но и	14	12
9	и не	28	12
10	том что	12	12
11	в качестве	10	11
12	как бы	4	10
13	при этом	6	10
14	а не	7	10
15	в пределах	2	9
16	и даже	9	9
17	в этой	4	9
18	то есть	27	9
19	в данном	6	8
20	отнюдь не	10	8
21	к тому	3	7
22	в себе	12	7
23	то что	15	7
24	о том	5	7
25	а также	6	7
26	с другой	7	6
27	в самом	2	6
28	и на	3	6
29	говорить о	2	6
30	может быть	9	6
31	как это	3	6
32	но в	8	6
33	говорит о	2	5
34	и к	3	5
35	данном случае	5	5
36	не менее	10	4
37	только не	4	4
38	в своем	3	4
39	столь же	2	4
40	в конце	2	4
41	можно сказать	5	4
42	уже не	5	4
43	тому же	2	4
44	не в	13	4
45	за пределы	2	4
46	но не	5	4
47	того же	2	4
48	тем самым	4	4
49	для него	3	4
50	по преимуществу	2	4
51	и является	3	4
52	и тем	7	4
53	во всех	4	4
54	как в	5	4
55	все это	9	4
56	как раз	4	4
57	не может	5	4
58	и его	10	4
59	то же	7	4
60	не так	3	4
61	хотя и	5	4
62	точки зрения	14	4
63	только в	23	4
64	в сознании	3	4
65	содержит в	8	3
66	казалось бы	3	3
67	в нашем	12	3
68	как о	3	3
69	по крайней	6	3
70	прежде всего	11	3
71	или иного	3	3
72	или иной	13	3
73	ему в	2	3
74	одной из	4	3
75	тем не	10	3
76	так что	6	3
77	есть в	7	3
78	имеем дело	3	3
79	было бы	14	3
80	крайней мере	6	3
81	несмотря на	4	3
82	и если	5	3
83	на себе	3	3
84	мы имеем	6	3
85	на его	2	3
86	ни о	4	3
87	или в	5	3
88	той или	14	3
89	что и	3	3
90	из них	3	3
91	только на	2	3
92	если бы	8	3
93	именно в	7	3
94	того или	3	3
95	можно было	4	3
96	а в	4	3
97	как мы	3	3
98	с ними	2	3
99	и то	2	3
100	в результате	8	3
101	тем что	3	3
102	как будто	11	3
103	едва ли	10	3
104	и все	8	3
105	уже и	3	2
106	была бы	2	2
107	для всех	3	2
108	вообще не	3	2
109	или даже	4	2
110	в одном	4	2
111	этом смысле	3	2
112	вовсе не	21	2
113	или иных	3	2
114	по себе	11	2
115	к своему	2	2
116	он был	3	2
117	том или	3	2
118	а то	2	2
119	что в	3	2
120	еще не	7	2
121	такого рода	7	2
122	в своей	4	2
123	на всех	2	2
124	ни с	4	2
125	в обоих	2	2
126	некоторого рода	2	2
127	в котором	2	2
128	это было	2	2
129	не есть	12	2
130	с ее	2	2
131	на этой	2	2
132	себя в	2	2
133	вместе с	5	2
134	дело не	3	2
135	что она	4	2
136	другой стороны	6	2
137	таким образом	8	2
138	здесь в	5	2
139	еще более	2	2
140	но эта	2	2
141	тех или	4	2
142	в значительной	2	2
143	свидетельствует о	2	2
144	и он	2	2
145	не имеет	4	2
146	и для	4	2
147	с точки	11	2
148	так же	5	2
149	в таком	6	2
150	в два	2	2
151	никак не	4	2
152	и во	4	2
153	он не	2	2
154	к его	3	2
155	о себе	3	2
156	в то	4	2
157	в его	3	2
158	его в	2	2
159	в этих	5	2
160	сказать что	7	2
161	с ним	4	2
