N	2gram	Tiupa_Hudo_2	Narrotol
1	не только	11	31
2	но и	9	27
3	и не	18	23
4	при этом	11	19
5	может быть	8	15
6	в частности	7	14
7	в качестве	4	14
8	в тексте	5	13
9	как и	11	13
10	а не	14	13
11	а в	6	13
12	только в	4	12
13	в этом	13	12
14	и в	28	11
15	в данном	2	11
16	состоит в	7	10
17	своего рода	16	10
18	и его	5	10
19	тогда как	7	10
20	то что	6	9
21	с собачкой	9	9
22	то же	6	8
23	в том	15	8
24	данном случае	2	8
25	со стороны	3	8
26	не может	4	8
27	уже не	10	8
28	в рассказе	21	8
29	если бы	6	7
30	у него	5	7
31	том что	19	7
32	но в	2	7
33	и т.д	2	6
34	даме с	6	6
35	к тому	7	6
36	об этом	7	6
37	а также	2	6
38	не в	13	6
39	и он	3	6
40	в самом	5	6
41	как бы	5	6
42	один из	2	6
43	жизни и	6	6
44	как раз	4	6
45	тому же	2	6
46	во втором	2	6
47	или в	3	6
48	у чехова	9	6
49	в себе	9	6
50	в его	11	6
51	в этой	5	6
52	перед нами	11	5
53	с анной	2	5
54	можно сказать	6	5
55	в соответствии	3	5
56	анной сергеевной	2	5
57	на другой	2	5
58	рассказа в	4	5
59	в своей	6	5
60	так и	8	5
61	в даме	5	5
62	тем самым	2	5
63	столь же	3	5
64	и на	3	5
65	потому что	2	5
66	точки зрения	2	5
67	анна сергеевна	2	4
68	с его	5	4
69	о чем	8	4
70	никогда не	5	4
71	из этих	2	4
72	к себе	3	4
73	преосвященного петра	2	4
74	или иной	2	4
75	что на	3	4
76	соответствии с	3	4
77	все же	2	4
78	для него	5	4
79	то в	4	4
80	но не	4	4
81	же время	4	4
82	прежде всего	3	4
83	еще не	3	4
84	у нее	10	4
85	к нему	3	4
86	в ней	3	4
87	в нем	3	4
88	в мире	7	4
89	этом и	3	4
90	в первом	2	4
91	из них	2	4
92	не по	2	4
93	как в	5	4
94	внимание на	3	4
95	и состоит	3	4
96	того чтобы	4	4
97	в принципе	2	4
98	являет собой	2	4
99	однако и	2	4
100	на себя	3	4
101	в то	6	4
102	что у	3	4
103	о том	12	4
104	одна из	2	4
105	в одном	3	4
106	не менее	5	3
107	тому как	4	3
108	он сам	2	3
109	как птица	3	3
110	что в	5	3
111	это уже	2	3
112	однако в	2	3
113	в нашем	2	3
114	в своем	5	3
115	это не	6	3
116	в жизни	8	3
117	другой день	2	3
118	[...] и	3	3
119	что он	8	3
120	сводится к	6	3
121	тем не	4	3
122	когда в	3	3
123	в ялте	4	3
124	самом деле	3	3
125	но именно	2	3
126	для того	4	3
127	жизни героя	2	3
128	и о	4	3
129	он не	4	3
130	в конечном	4	3
131	о нем	2	3
132	отец сисой	2	3
133	не является	2	3
134	его жизни	5	3
135	отношению к	7	3
136	главного героя	2	3
137	по отношению	7	3
138	не было	6	3
139	именно в	2	3
140	о них	3	3
141	лишь в	2	3
142	но при	3	3
143	едва ли	3	3
144	в глазах	6	3
145	и то	2	3
146	и с	6	3
147	подобно тому	4	3
148	и ее	3	3
149	в финале	2	3
150	как будто	4	3
151	и все	7	3
152	всего лишь	3	3
153	как это	7	3
154	между тем	8	3
155	а для	2	3
156	по полю	2	2
157	и составляет	2	2
158	казалось бы	6	2
159	а о	2	2
160	отнюдь не	2	2
161	в этих	3	2
162	его и	2	2
163	а за	2	2
164	ему в	2	2
165	о его	2	2
166	как мы	2	2
167	а по	2	2
168	да и	5	2
169	она может	2	2
170	с ее	5	2
171	идет по	2	2
172	о смерти	3	2
173	они и	2	2
174	все что	3	2
175	между ними	2	2
176	такова что	2	2
177	до сих	2	2
178	она не	5	2
179	ни о	3	2
180	как у	2	2
181	во сне	3	2
182	как сияние	2	2
183	он уже	2	2
184	в роли	2	2
185	по причине	2	2
186	если в	2	2
187	оно не	2	2
188	хотя бы	2	2
189	раз в	3	2
190	себя в	8	2
191	не будет	2	2
192	вместе с	2	2
193	героя и	3	2
194	дело не	2	2
195	сих пор	2	2
196	с серым	2	2
197	только на	5	2
198	человеческой жизни	6	2
199	и тогда	2	2
200	жизни в	7	2
201	не могла	5	2
202	и только	2	2
203	и сама	4	2
204	человека в	4	2
205	она в	2	2
206	что не	2	2
207	который в	2	2
208	жизни как	5	2
209	с другой	3	2
210	в детстве	5	2
211	и для	2	2
212	от пыли	2	2
213	роль в	2	2
214	ничего не	5	2
215	с ними	3	2
216	это была	3	2
217	дело с	2	2
218	из нас	2	2
219	сказать что	2	2
220	и от	2	2
221	[...] в	2	2
222	принципиально важно	2	2
223	же самое	3	2
224	на ее	3	2
225	здесь не	2	2
226	дамы с	2	2
227	с ним	7	2
228	та же	2	2
229	это было	2	2
