N	2gram	Tiupa_Hudo_1	Problema
1	и в	14	44
2	и не	2	35
3	может быть	5	28
4	потому что	5	25
5	по себе	2	25
6	то что	8	23
7	в том	12	21
8	только в	5	19
9	а не	12	18
10	в этом	11	17
11	и даже	3	14
12	не только	12	14
13	не в	7	13
14	и т	11	13
15	т д	3	13
16	то же	9	13
17	так что	2	12
18	но в	5	12
19	том что	16	12
20	не менее	5	10
21	но и	5	10
22	отнюдь не	3	10
23	как и	9	10
24	тем не	4	10
25	так и	13	10
26	это не	7	9
27	и от	4	9
28	в нем	3	9
29	не имеет	2	9
30	и с	4	9
31	как бы	7	9
32	что он	9	9
33	в то	8	9
34	никак не	2	9
35	в его	8	9
36	и это	4	9
37	перед нами	5	8
38	что в	6	8
39	ни в	5	8
40	того что	4	8
41	было бы	6	8
42	он не	4	8
43	что же	2	8
44	как раз	4	8
45	как мы	3	8
46	в себе	11	8
47	связи с	4	8
48	здесь не	2	8
49	не может	7	7
50	в связи	3	7
51	уже не	7	7
52	все эти	3	7
53	и что	2	7
54	с ним	4	7
55	и потому	2	7
56	на самом	2	7
57	мы не	2	7
58	никогда не	6	6
59	можно сказать	4	6
60	в целом	2	6
61	такого рода	3	6
62	жизни и	5	6
63	того или	2	6
64	нет ничего	2	6
65	ясно что	2	6
66	и к	4	6
67	о том	12	6
68	все же	3	6
69	не было	4	5
70	в конце	4	5
71	а только	4	5
72	да и	2	5
73	хотя и	2	5
74	в ней	4	5
75	с той	2	5
76	все это	2	5
77	то и	3	5
78	в своем	4	5
79	а в	7	5
80	точки зрения	5	5
81	в таком	3	5
82	еще не	7	5
83	и о	4	5
84	в своей	10	5
85	как в	8	5
86	только на	2	5
87	и его	5	5
88	едва ли	3	5
89	тому что	4	4
90	при этом	12	4
91	не имеют	3	4
92	дело здесь	2	4
93	но как	2	4
94	же касается	2	4
95	мы уже	4	4
96	а также	3	4
97	в ее	3	4
98	можно было	5	4
99	тем что	3	4
100	или иная	3	3
101	же как	2	3
102	что у	3	3
103	прежде всего	11	3
104	на то	4	3
105	к тому	7	3
106	в этой	8	3
107	для него	10	3
108	в самом	4	3
109	в первую	2	3
110	на себе	2	3
111	с этой	2	3
112	его в	3	3
113	ни к	2	3
114	если бы	3	3
115	та или	3	3
116	или иного	2	3
117	об этом	5	3
118	же в	3	3
119	говорить о	3	3
120	то в	4	3
121	но не	3	3
122	а то	2	3
123	в качестве	9	3
124	первую очередь	2	3
125	в художественном	2	3
126	она не	4	3
127	и все	4	3
128	все равно	2	3
129	самом деле	5	3
130	у чехова	13	3
131	как будто	4	3
132	будто бы	3	3
133	ничего не	8	3
134	именно в	7	2
135	в частности	5	2
136	в этих	5	2
137	не столько	2	2
138	своих героев	2	2
139	от другой	2	2
140	до сих	2	2
141	мы читаем	2	2
142	со своим	2	2
143	от себя	2	2
144	однако в	2	2
145	с ее	2	2
146	из них	4	2
147	в их	2	2
148	по мнению	5	2
149	это так	2	2
150	и по	3	2
151	друг друга	5	2
152	в результате	2	2
153	с этим	3	2
154	в начале	2	2
155	том как	3	2
156	поэтому и	2	2
157	это в	3	2
158	несет на	2	2
159	только потому	2	2
160	от него	3	2
161	по своему	3	2
162	что при	3	2
163	для нее	2	2
164	для себя	3	2
165	себя в	4	2
166	сих пор	2	2
167	человеческой жизни	4	2
168	только что	4	2
169	слова как	2	2
170	а с	2	2
171	героя в	2	2
172	и для	3	2
173	с точки	3	2
174	своей собственной	2	2
175	пока еще	2	2
176	ничем не	3	2
177	но с	2	2
178	эти слова	2	2
179	как она	2	2
180	в другом	2	2
