N	2gram	Vinokur_Ku_2	slovoVRo
1	и в	23	39
2	может быть	15	37
3	и т	39	35
4	и его	3	33
5	т п	24	33
6	не только	20	24
7	и не	16	22
8	но и	7	21
9	не может	9	20
10	в нем	4	19
11	до конца	3	17
12	все это	5	16
13	в этом	18	16
14	так и	4	15
15	а не	10	14
16	слова в	6	13
17	как в	3	13
18	отличие от	2	13
19	в пределах	4	13
20	в процессе	3	13
21	в отличие	2	12
22	вовсе не	9	10
23	не в	8	9
24	языка и	8	9
25	и с	7	9
26	прежде всего	8	8
27	оно не	2	8
28	слова и	5	8
29	таким образом	5	8
30	точки зрения	14	8
31	языка как	2	7
32	при этом	2	7
33	еще не	5	7
34	в его	5	7
35	как бы	4	7
36	никогда не	2	7
37	и потому	2	7
38	язык и	2	7
39	и даже	2	7
40	как мы	3	7
41	могут быть	4	7
42	в них	4	6
43	язык в	2	6
44	этом случае	2	6
45	все же	7	6
46	как и	2	6
47	в своем	2	6
48	языка в	3	6
49	но не	6	6
50	она не	2	6
51	в сущности	9	6
52	там где	5	6
53	все эти	12	6
54	но в	11	6
55	не могут	5	5
56	с другой	8	5
57	это не	6	5
58	и для	2	5
59	и все	2	5
60	по себе	10	5
61	для нас	4	5
62	том что	11	5
63	но все	4	5
64	только в	5	5
65	в том	19	5
66	один из	5	5
67	с одной	2	5
68	уже не	8	5
69	с ними	2	5
70	конечно не	2	5
71	большинстве случаев	2	5
72	не менее	7	4
73	всех этих	3	4
74	язык не	2	4
75	но здесь	2	4
76	на фоне	3	4
77	ни в	4	4
78	узком смысле	2	4
79	же время	3	4
80	зависимости от	5	4
81	связанные с	2	4
82	в узком	4	4
83	в зависимости	4	4
84	слова не	3	4
85	в отношении	2	4
86	для этого	3	4
87	отношения к	2	4
88	то же	6	4
89	что оно	3	4
90	с помощью	7	4
91	в той	2	4
92	а в	3	4
93	языка но	3	4
94	и на	6	4
95	языка не	2	4
96	даже и	2	4
97	в то	4	4
98	здесь не	3	4
99	так как	15	4
100	смысла и	2	3
101	перед нами	4	3
102	что в	10	3
103	хотя бы	9	3
104	и от	2	3
105	должна быть	5	3
106	в свою	2	3
107	что и	3	3
108	но это	3	3
109	связи с	3	3
110	на этом	3	3
111	у него	3	3
112	слов и	2	3
113	в ней	3	3
114	к нему	2	3
115	бы и	4	3
116	языке как	3	3
117	этом отношении	3	3
118	лишь в	5	3
119	а также	3	3
120	с точки	8	3
121	той же	2	3
122	рядом с	2	3
123	литературный язык	2	3
124	сказать что	4	3
125	между тем	6	3
126	речи и	5	3
127	говорить о	4	3
128	ту же	6	3
129	в особенности	4	3
130	как это	5	3
131	во всяком	5	3
132	чем в	3	2
133	в данном	4	2
134	уже в	3	2
135	не было	4	2
136	в сфере	3	2
137	и более	2	2
138	ни к	15	2
139	хотя и	4	2
140	в нашем	7	2
141	п но	2	2
142	того как	2	2
143	речи не	3	2
144	п в	3	2
145	не всегда	2	2
146	только о	2	2
147	материал для	2	2
148	и здесь	5	2
149	что он	5	2
150	свою очередь	2	2
151	но оно	2	2
152	же и	2	2
153	слова как	3	2
154	всяком случае	5	2
155	не все	3	2
156	должен быть	5	2
157	мы видели	2	2
158	то что	9	2
159	вместе с	5	2
160	те же	3	2
161	все они	2	2
162	а именно	2	2
163	в их	2	2
164	в форме	3	2
165	отличается от	3	2
166	так в	3	2
167	в языке	10	2
168	смысл и	3	2
169	в связи	4	2
170	с этим	3	2
171	т д	14	2
172	которых мы	2	2
173	именно в	3	2
174	это и	3	2
175	того чтобы	11	2
176	для того	9	2
177	роль в	2	2
178	слов в	3	2
179	или в	4	2
180	меньше чем	2	2
181	конечно и	2	2
182	также и	5	2
183	в результате	4	2
184	он не	3	2
185	нуждается в	2	2
186	в другом	2	2
187	не знает	3	2
188	установка на	2	2
189	можно говорить	2	2
190	в области	11	2
