N	2gram	Propp_Isto_6	Tvorches
1	и в	26	20
2	не только	10	13
3	и т	10	13
4	никогда не	13	11
5	т д	8	11
6	как бы	4	11
7	в его	5	10
8	таким образом	12	10
9	в то	5	10
10	там же	3	9
11	и его	7	9
12	и не	10	9
13	прежде всего	4	8
14	в том	12	8
15	при этом	3	8
16	но и	9	8
17	может быть	11	8
18	в этом	12	8
19	и с	6	8
20	это не	4	7
21	представление о	9	7
22	наряду с	3	7
23	что в	12	7
24	не может	6	7
25	то же	5	7
26	потому что	13	7
27	у него	7	6
28	что он	9	6
29	как и	5	6
30	в своей	3	6
31	так и	5	6
32	а не	2	6
33	если он	3	5
34	но это	4	5
35	еще не	9	5
36	но не	2	5
37	и сам	2	5
38	например в	7	5
39	все же	8	5
40	так же	2	5
41	и на	12	5
42	в этой	2	5
43	о том	7	5
44	за собой	5	4
45	что у	2	4
46	в лице	2	4
47	и от	3	4
48	мы не	6	4
49	показывает что	3	4
50	том что	10	4
51	мы видим	5	4
52	что они	2	4
53	на его	4	4
54	что она	3	4
55	когда он	3	4
56	как в	6	4
57	все эти	8	4
58	тем самым	2	4
59	героя в	2	4
60	не в	3	4
61	а в	3	4
62	ничего не	2	4
63	если бы	3	4
64	но в	7	4
65	а с	2	3
66	же как	3	3
67	превращается в	7	3
68	с этой	2	3
69	в одной	2	3
70	в образе	10	3
71	к этому	3	3
72	с ним	8	3
73	отношению к	2	3
74	в античной	2	3
75	одна из	2	3
76	на западе	2	3
77	так например	3	3
78	что не	2	3
79	своего рода	2	3
80	он не	2	3
81	и др	2	3
82	один из	3	3
83	в нем	8	3
84	то что	6	3
85	и это	8	3
86	вместе с	8	3
87	сих пор	4	3
88	по отношению	2	3
89	тогда как	2	3
90	и через	3	3
91	так как	18	3
92	человека в	2	3
93	уже не	7	3
94	тем что	5	3
95	в своих	3	3
96	в которых	2	3
97	в себе	3	3
98	как у	2	3
99	его в	5	3
100	до сих	4	3
101	зависит от	4	2
102	все время	2	2
103	не означает	2	2
104	с другой	10	2
105	влечет за	2	2
106	где нет	2	2
107	в одном	3	2
108	вовсе не	2	2
109	во всяком	2	2
110	такой же	3	2
111	и ее	3	2
112	у нас	5	2
113	так что	3	2
114	только через	3	2
115	в частности	3	2
116	в руки	2	2
117	всяком случае	2	2
118	него в	2	2
119	на землю	4	2
120	но эти	2	2
121	на него	2	2
122	так в	6	2
123	и далее	2	2
124	не было	3	2
125	и других	3	2
126	сводится к	2	2
127	и что	5	2
128	связь с	11	2
129	и наконец	3	2
130	другой стороны	8	2
131	и он	4	2
132	не так	2	2
133	и по	4	2
134	с ними	2	2
135	всему миру	2	2
136	что этот	2	2
137	в виде	6	2
138	могут быть	3	2
139	известно что	2	2
140	и только	3	2
141	только в	5	2
142	в русской	6	2
143	при помощи	3	2
144	из этого	3	2
145	их в	3	2
146	же не	2	2
