N	2gram	Tiupa_Lite_1	Otkroven
1	у него	3	22
2	у достоевского	2	19
3	и в	8	19
4	но и	17	13
5	и не	12	13
6	в этом	12	12
7	а не	16	11
8	не в	8	11
9	может быть	13	11
10	не только	24	11
11	человека и	2	10
12	в нем	2	10
13	никогда не	4	9
14	не было	3	9
15	потому что	3	9
16	прежде всего	11	9
17	лишь в	4	7
18	нет ничего	2	7
19	в его	7	7
20	как и	6	6
21	то что	10	5
22	а в	3	5
23	в том	16	5
24	для него	2	5
25	в этой	4	5
26	в самом	3	5
27	в россии	2	5
28	с его	5	4
29	что не	2	4
30	и его	4	4
31	все эти	2	4
32	не может	5	4
33	что в	3	4
34	человеческого духа	2	3
35	и есть	3	3
36	это не	4	3
37	что он	5	3
38	различие между	2	3
39	того что	6	3
40	хотя бы	2	3
41	в своих	4	3
42	еще не	4	3
43	могут быть	2	3
44	во имя	2	3
45	в себе	7	3
46	было бы	2	3
47	в русской	10	3
48	о том	2	3
49	как бы	7	3
50	уже в	5	2
51	все же	4	2
52	не есть	2	2
53	в душе	3	2
54	с чем	2	2
55	всего в	3	2
56	ничего кроме	2	2
57	так и	4	2
58	в своем	11	2
59	же это	2	2
60	что для	2	2
61	их не	2	2
62	том что	14	2
63	от самого	2	2
64	в другом	2	2
65	и то	2	2
66	тем что	2	2
67	одно из	3	2
68	и нет	2	2
69	его в	3	2
70	в своей	4	2
71	но в	3	2
