N	2gram	Losev_Prob_3	Tvorches
1	и в	44	21
2	как бы	9	17
3	в то	9	15
4	в его	9	13
5	то же	13	13
6	что в	8	12
7	как и	10	12
8	то есть	34	12
9	том что	12	11
10	все это	5	10
11	как в	5	8
12	он не	8	8
13	то что	23	8
14	в том	21	7
15	тем самым	5	7
16	при этом	4	7
17	не только	14	7
18	и не	35	7
19	но в	12	7
20	он сам	4	6
21	что он	9	6
22	и все	3	6
23	не менее	10	6
24	для него	3	6
25	в котором	2	6
26	а в	5	6
27	и его	5	6
28	в этом	17	6
29	о том	6	6
30	это уже	3	5
31	отнюдь не	10	5
32	вовсе не	37	5
33	а не	18	5
34	но это	8	5
35	может быть	28	5
36	в этой	3	5
37	все же	6	5
38	таким образом	9	5
39	хотя бы	3	5
40	потому что	25	5
41	как будто	3	5
42	только в	19	5
43	в своем	5	4
44	прежде всего	3	4
45	и как	3	4
46	в целом	6	4
47	не имеют	4	4
48	в своей	5	4
49	не может	7	4
50	это не	9	4
51	и от	9	4
52	уже в	3	3
53	и другие	3	3
54	никогда не	6	3
55	с другой	7	3
56	что все	2	3
57	своих героев	2	3
58	это в	2	3
59	с ним	7	3
60	не был	2	3
61	с ее	2	3
62	это и	7	3
63	но не	3	3
64	в самом	3	3
65	но если	6	3
66	в нем	9	3
67	и т	13	3
68	жизни и	6	3
69	но и	10	3
70	дело не	2	3
71	в их	2	3
72	который в	2	3
73	уже не	7	3
74	по мнению	2	3
75	на самом	7	3
76	того что	8	3
77	и даже	14	3
78	не так	3	3
79	и по	2	3
80	так же	5	3
81	в которой	2	3
82	и с	9	3
83	хотя и	5	3
84	в виде	6	3
85	дело в	4	3
86	так как	9	3
87	человека но	3	3
88	ни на	3	3
89	в основе	2	2
90	перед нами	8	2
91	а как	2	2
92	в частности	2	2
93	однако в	2	2
94	в этих	2	2
95	в качестве	3	2
96	в настоящем	3	2
97	эти слова	2	2
98	не столько	2	2
99	по крайней	5	2
100	у пушкина	6	2
101	точно так	3	2
102	ее и	2	2
103	есть не	5	2
104	можно сказать	6	2
105	что и	9	2
106	крайней мере	5	2
107	его как	3	2
108	самое время	4	2
109	об этом	3	2
110	так что	12	2
111	не в	13	2
112	то в	3	2
113	того же	2	2
114	в нашей	2	2
115	из них	2	2
116	к тому	3	2
117	только на	5	2
118	в ней	5	2
119	же и	4	2
120	из себя	3	2
121	себе не	2	2
122	гораздо более	5	2
123	и тем	9	2
124	тем не	10	2
125	когда он	2	2
126	вместе с	2	2
127	данном случае	7	2
128	так и	10	2
129	во всей	3	2
130	в отличие	2	2
131	что для	3	2
132	именно в	2	2
133	мы находим	7	2
134	но только	6	2
135	и будет	2	2
136	самом деле	3	2
137	и у	2	2
138	и притом	4	2
139	только что	2	2
140	отличие от	3	2
141	или в	4	2
142	сказать что	16	2
143	могут быть	2	2
144	гоголя и	2	2
145	в данном	9	2
146	в себе	8	2
147	при помощи	8	2
148	переходит в	2	2
149	настоящее время	2	2
150	в чем	4	2
151	не то	2	2
152	значит что	7	2
153	в виду	10	2
