N	2gram	Potebnia_M_2	Psycholo
1	в том	18	37
2	и в	24	32
3	и что	4	22
4	том что	8	21
5	то что	20	21
6	таким образом	11	21
7	потому что	49	21
8	то есть	30	21
9	что в	16	20
10	так же	2	18
11	может быть	23	18
12	что и	11	17
13	не может	12	17
14	что она	3	16
15	самом деле	2	16
16	того чтобы	2	14
17	что он	4	13
18	при этом	13	13
19	то же	12	13
20	для того	5	13
21	в этом	8	13
22	по себе	15	12
23	если мы	3	12
24	в самом	4	12
25	не только	15	12
26	так как	10	12
27	на то	5	11
28	с тем	4	11
29	было бы	13	11
30	как и	7	10
31	и т	6	10
32	но и	9	10
33	и не	19	10
34	никогда не	4	9
35	что все	2	9
36	как в	10	9
37	тем что	7	9
38	что это	3	8
39	не менее	5	8
40	не в	13	8
41	с таким	3	8
42	т п	3	8
43	той же	3	8
44	того что	7	8
45	на деле	3	8
46	мы знаем	2	7
47	и как	6	7
48	такой же	4	7
49	а не	18	7
50	все эти	2	7
51	и его	2	7
52	что для	3	7
53	сказать что	2	7
54	только в	11	7
55	что они	5	7
56	тот же	5	6
57	как бы	9	6
58	те же	3	6
59	что если	6	6
60	о том	5	6
61	если бы	11	6
62	что у	2	5
63	на все	3	5
64	что его	3	5
65	вслед за	3	5
66	в ней	3	5
67	далеко не	3	5
68	до сих	4	5
69	сих пор	4	5
70	все это	2	5
71	на самом	2	5
72	есть только	6	5
73	как на	3	5
74	и на	8	5
75	в то	6	5
76	сам по	4	4
77	столь же	5	4
78	от того	5	4
79	в жизни	2	4
80	есть не	5	4
81	что на	3	4
82	тем не	6	4
83	как это	2	4
84	в чем	7	4
85	в действительности	2	4
86	и той	2	4
87	которые мы	3	4
88	и по	2	4
89	и тем	3	4
90	в нем	9	4
91	все же	5	4
92	из них	5	4
93	но только	2	4
94	а в	8	4
95	и все	3	4
96	таким путем	4	4
97	одной и	2	4
98	мы видим	2	4
99	не имеет	6	4
100	и для	3	4
101	в языке	3	4
102	тому что	2	4
103	могут быть	8	4
104	с этим	7	4
105	в целом	3	4
106	и это	2	4
107	в сознании	23	4
108	того как	7	4
109	и поэтому	2	4
110	между тем	6	4
111	в общем	2	3
112	не могут	7	3
113	главным образом	4	3
114	состоит в	2	3
115	или что	2	3
116	на нас	3	3
117	но он	2	3
118	хотя бы	2	3
119	с другой	6	3
120	не как	3	3
121	точно так	9	3
122	указывает на	2	3
123	которые не	3	3
124	а только	8	3
125	так что	10	3
126	в свою	6	3
127	что с	2	3
128	в нашей	2	3
129	только как	6	3
130	мы в	3	3
131	например в	3	3
132	относится к	3	3
133	сами по	7	3
134	один из	2	3
135	то это	3	3
136	так и	5	3
137	во всех	7	3
138	и их	5	3
139	на этом	2	3
140	которых мы	3	3
141	и других	2	3
142	образом в	4	3
143	время как	4	3
144	звуков в	2	3
145	что не	5	3
146	должны быть	4	3
147	тому как	4	3
148	то время	4	3
149	в нас	3	3
150	само по	2	3
151	в каком	3	3
152	и то	3	3
153	во всем	2	3
154	мы должны	2	3
155	отношении к	2	3
156	думать что	3	3
157	или же	7	3
158	тогда когда	10	3
159	но в	4	3
160	мы не	11	3
161	это было	2	3
162	мы можем	12	3
163	слова в	5	2
164	место в	4	2
165	на вопрос	3	2
166	зависит от	2	2
167	с его	2	2
168	при определении	2	2
169	же что	3	2
170	оба эти	2	2
171	в сознание	10	2
172	с в	2	2
173	но даже	3	2
174	чувства и	4	2
175	в них	5	2
176	все что	3	2
177	в какой	2	2
178	это не	3	2
179	и от	3	2
180	одного и	6	2
181	с другими	5	2
182	в одном	6	2
183	в каждом	2	2
184	во всяком	7	2
185	и здесь	2	2
186	такое же	2	2
187	же время	2	2
188	а к	2	2
189	и при	3	2
190	свою очередь	6	2
191	еще не	4	2
192	но не	12	2
193	очевидно что	3	2
194	на другой	2	2
195	сознании и	2	2
196	того же	14	2
197	но что	2	2
198	и тот	2	2
199	вовсе не	9	2
200	душевной жизни	7	2
201	не имеют	2	2
202	приблизительно так	3	2
203	только потому	2	2
204	и следовательно	2	2
205	в его	2	2
206	из себя	2	2
207	всяком случае	7	2
208	если в	3	2
209	для нее	2	2
210	его с	2	2
211	оно не	3	2
212	том как	3	2
213	не так	3	2
214	в состоянии	6	2
215	как он	4	2
216	в этих	3	2
217	как не	3	2
218	для нас	31	2
219	вместе с	11	2
220	на него	3	2
221	значение и	2	2
222	заключает в	4	2
223	есть нечто	3	2
224	так в	4	2
225	не на	2	2
226	бы не	5	2
227	другой стороны	2	2
228	т д	3	2
229	а с	2	2
230	не было	6	2
231	что оно	4	2
232	и наоборот	5	2
233	после того	2	2
234	а потому	5	2
235	мы находим	2	2
236	в самой	3	2
237	что без	3	2
238	и другое	4	2
239	и у	3	2
240	для самого	4	2
241	которой мы	2	2
242	в других	4	2
243	в таком	4	2
244	но это	3	2
245	их в	2	2
246	то все	4	2
247	полагает что	3	2
248	подобно тому	4	2
249	в себе	10	2
250	указывают на	2	2
251	и вообще	3	2
252	и только	6	2
253	могли бы	2	2
254	там где	4	2
255	когда мы	2	2
256	от сознания	2	2
257	заметить что	6	2
258	в которой	5	2
259	к которому	2	2
