N	2gram	Nazirov_Tv_2	Analitik
1	может быть	8	29
2	в том	8	27
3	не может	7	22
4	и не	9	21
5	в частности	2	19
6	и в	20	18
7	а не	6	17
8	но и	8	17
9	отнюдь не	4	15
10	не только	13	15
11	тогда как	3	14
12	не в	4	14
13	как и	6	13
14	в его	10	13
15	в этом	8	13
16	том что	4	12
17	при этом	8	12
18	в себе	3	11
19	то есть	5	11
20	но не	5	10
21	то же	7	9
22	а в	4	9
23	в то	10	9
24	в мире	5	8
25	в принципе	4	8
26	но в	4	8
27	тем самым	4	7
28	это не	7	6
29	прежде всего	8	6
30	наш взгляд	2	6
31	же время	7	6
32	в самом	3	6
33	себя в	2	6
34	то что	3	6
35	в своей	6	6
36	в отличие	2	6
37	отличие от	2	6
38	по отношению	3	6
39	на наш	2	6
40	в основе	2	6
41	только в	2	6
42	в этой	5	5
43	что в	7	5
44	как бы	11	5
45	отношению к	3	5
46	в целом	6	5
47	в их	3	5
48	сводится к	2	5
49	и его	9	5
50	между тем	3	5
51	и на	5	5
52	о том	5	5
53	могут быть	2	4
54	с другой	2	4
55	в литературе	2	4
56	тому же	2	4
57	все же	5	4
58	вместе с	3	4
59	так и	6	4
60	именно в	6	4
61	уже не	3	4
62	с другими	2	4
63	с другим	2	4
64	как правило	2	4
65	с ним	3	4
66	место в	3	3
67	и есть	2	3
68	личности в	2	3
69	в нем	3	3
70	что он	6	3
71	и т	13	3
72	как известно	2	3
73	еще не	5	3
74	что не	3	3
75	одним из	3	3
76	он не	3	3
77	в котором	3	3
78	таким образом	10	3
79	а с	3	3
80	в таком	3	3
81	не случайно	2	3
82	т п	2	3
83	более того	2	3
84	если бы	4	3
85	своего рода	3	3
86	таком случае	2	3
87	в творческом	5	2
88	только для	2	2
89	быть может	3	2
90	никогда не	11	2
91	все эти	4	2
92	его и	2	2
93	не столько	2	2
94	не является	3	2
95	вовсе не	2	2
96	в искусстве	2	2
97	в начале	3	2
98	и потому	4	2
99	х годов	3	2
100	такой же	2	2
101	соответствии с	4	2
102	только через	2	2
103	и сам	5	2
104	для него	3	2
105	читателя в	5	2
106	на его	4	2
107	нет и	2	2
108	один из	3	2
109	из них	2	2
110	в процессе	2	2
111	и тогда	2	2
112	другой стороны	2	2
113	бы не	2	2
114	самом деле	2	2
115	ю м	8	2
116	может служить	2	2
117	едва ли	2	2
118	и по	2	2
119	особенно в	2	2
120	роль в	2	2
121	героя в	4	2
122	при помощи	2	2
123	нет ничего	3	2
124	так как	3	2
125	потому что	7	2
126	в которой	2	2
127	и с	8	2
