N	2gram	Vygotskiy__3	Vladivir
1	и в	25	40
2	то что	15	28
3	и не	10	25
4	не только	6	25
5	но и	4	18
6	в том	23	18
7	том что	20	18
8	что в	17	17
9	в этом	14	16
10	так что	2	14
11	в его	15	14
12	не может	6	14
13	точки зрения	6	13
14	в виде	3	13
15	только в	10	13
16	сказать что	4	12
17	никогда не	4	11
18	таким образом	17	11
19	потому что	6	11
20	о том	5	11
21	едва ли	2	11
22	прежде всего	4	10
23	тем не	5	10
24	ни в	9	10
25	и потому	2	10
26	не есть	3	10
27	и его	2	10
28	не менее	6	9
29	что это	5	9
30	уже не	2	9
31	и то	2	9
32	в своей	2	9
33	в себе	2	9
34	в своем	4	8
35	в этой	5	8
36	для него	5	8
37	может быть	13	8
38	так же	17	8
39	и что	10	8
40	он не	4	8
41	а также	2	8
42	как мы	8	8
43	к тому	4	7
44	и как	5	7
45	хотя и	2	7
46	а в	4	7
47	в своих	2	7
48	так как	12	7
49	с тем	16	7
50	того что	10	7
51	в то	4	7
52	что и	10	7
53	вместе с	14	7
54	как и	15	7
55	и здесь	2	6
56	смысле слова	2	6
57	это значит	4	6
58	не мог	4	6
59	и на	6	6
60	и от	2	6
61	по себе	7	6
62	об этом	2	6
63	то в	3	6
64	во всем	3	6
65	в смысле	4	6
66	не будет	2	6
67	так и	5	6
68	но это	5	6
69	и это	4	6
70	значит что	4	6
71	можно считать	3	5
72	с другой	6	5
73	для нас	2	5
74	должно быть	2	5
75	в отношении	6	5
76	все эти	7	5
77	отнюдь не	4	5
78	в одном	2	5
79	что он	6	5
80	мы уже	5	5
81	еще в	2	5
82	или менее	3	5
83	можно было	6	5
84	тем что	8	5
85	ничего общего	3	5
86	тому что	2	4
87	на то	4	4
88	мог бы	4	4
89	такого рода	2	4
90	в самом	3	4
91	в котором	3	4
92	от того	4	4
93	в результате	3	4
94	только при	2	4
95	мы должны	6	4
96	как это	7	4
97	и все	4	4
98	но не	6	4
99	есть и	2	4
100	то время	4	4
101	еще не	4	4
102	было бы	10	4
103	в основном	6	4
104	то же	2	4
105	а с	3	4
106	в течение	2	4
107	если мы	3	4
108	в каком	2	4
109	все же	6	4
110	перед нами	10	3
111	уже в	7	3
112	же как	6	3
113	независимо от	4	3
114	в качестве	12	3
115	из этих	4	3
116	человека и	5	3
117	мы знаем	4	3
118	но все	2	3
119	является не	2	3
120	одной стороны	5	3
121	при этом	5	3
122	как бы	10	3
123	всяком случае	4	3
124	в нем	2	3
125	мы видели	6	3
126	отличается от	3	3
127	в связи	6	3
128	и только	2	3
129	с одной	5	3
130	именно в	5	3
131	как на	2	3
132	не столько	4	3
133	мы имеем	4	3
134	если бы	5	3
135	само по	2	3
136	по этому	3	3
137	этом смысле	2	3
138	же в	2	3
139	с их	2	3
140	оно не	2	3
141	в отличие	6	3
142	находится в	2	3
143	того чтобы	8	3
144	и у	6	3
145	и эта	2	3
146	не в	6	3
147	и для	2	3
148	в таком	2	3
149	во всяком	4	3
150	в чем	2	3
151	отличие от	6	3
152	не могут	4	2
153	мы будем	2	2
154	но на	3	2
155	можно ли	2	2
156	в этих	2	2
157	все они	2	2
158	в какой	4	2
159	с этой	3	2
160	что является	2	2
161	и вместе	2	2
162	является для	2	2
163	путь к	3	2
164	мы и	2	2
165	не можем	3	2
166	в нашей	2	2
167	той или	2	2
168	не является	8	2
169	в целом	13	2
170	что она	5	2
171	который в	3	2
172	другой стороны	3	2
173	то и	4	2
174	которых мы	2	2
175	но только	3	2
176	и по	5	2
177	друг друга	4	2
178	время как	4	2
179	этом отношении	3	2
180	но как	3	2
181	в начале	2	2
182	по своей	7	2
183	что мы	7	2
184	ни на	2	2
185	его в	3	2
186	бы в	2	2
187	могло бы	4	2
188	вообще говоря	2	2
189	с его	2	2
190	первый план	2	2
191	не как	3	2
192	с этим	4	2
193	в жизни	3	2
194	к этому	3	2
195	и к	5	2
196	на первый	2	2
197	остановиться на	3	2
198	которых он	2	2
199	в силу	6	2
200	что каждый	2	2
201	очень легко	2	2
202	того же	6	2
203	из них	4	2
204	наряду с	3	2
205	совершенно так	2	2
206	как говорит	5	2
207	в мире	2	2
208	и речи	20	2
209	только что	2	2
210	признаков но	2	2
211	тем самым	2	2
212	для того	7	2
213	мы не	9	2
214	или иначе	2	2
215	от этого	6	2
216	является в	3	2
217	на себя	2	2
218	связи с	9	2
219	об отношении	2	2
220	которые не	4	2
221	как с	4	2
