N	2gram	Voloshinov_1	Tvorches
1	и в	12	21
2	как бы	13	17
3	в то	2	15
4	в его	2	13
5	то же	5	13
6	что в	2	12
7	как и	5	12
8	с его	2	11
9	том что	5	11
10	все это	3	10
11	как в	5	8
12	он не	2	8
13	то что	5	8
14	в том	6	7
15	при этом	6	7
16	не только	4	7
17	и не	10	7
18	и на	4	7
19	но в	5	7
20	и все	2	6
21	не менее	3	6
22	для него	3	6
23	в котором	3	6
24	по природе	2	6
25	и его	13	6
26	в этом	4	6
27	о том	3	6
28	в творчестве	3	6
29	отнюдь не	5	5
30	а не	5	5
31	но это	2	5
32	может быть	14	5
33	все же	4	5
34	таким образом	12	5
35	хотя бы	5	5
36	только в	6	5
37	в своем	2	4
38	прежде всего	8	4
39	в своей	3	4
40	не может	16	4
41	это не	2	4
42	в момент	2	4
43	в основном	2	4
44	место в	2	3
45	уже в	2	3
46	и другие	2	3
47	никогда не	5	3
48	с другой	4	3
49	с ним	3	3
50	сливается с	2	3
51	но не	2	3
52	в самом	4	3
53	в нем	6	3
54	жизни и	4	3
55	но и	3	3
56	уже не	4	3
57	на самом	4	3
58	это как	3	3
59	того что	3	3
60	не так	2	3
61	и по	3	3
62	так же	3	3
63	и с	3	3
64	героев и	2	3
65	дело в	4	3
66	так как	9	3
67	ни на	2	3
68	такой же	2	2
69	зависит от	2	2
70	и та	2	2
71	в этих	2	2
72	в жизни	5	2
73	к этому	2	2
74	ее и	3	2
75	в литературе	4	2
76	можно сказать	5	2
77	что и	2	2
78	влияние на	2	2
79	его как	2	2
80	не в	4	2
81	до конца	2	2
82	только на	3	2
83	несравненно более	2	2
84	в ней	6	2
85	тем не	3	2
86	когда он	3	2
87	вместе с	2	2
88	данном случае	2	2
89	так и	4	2
90	как к	3	2
91	в себя	2	2
92	самом деле	3	2
93	что не	4	2
94	и наконец	3	2
95	и притом	2	2
96	сказать что	7	2
97	могут быть	2	2
98	в данном	2	2
99	в себе	3	2
100	героя и	5	2
101	настоящее время	2	2
102	в чем	2	2
103	в виду	5	2
