N	2gram	Ircho_Kome_3	TeoriaLi
1	в мире	2	24
2	не только	5	18
3	в качестве	2	17
4	и не	21	16
5	а в	7	14
6	в частности	3	13
7	и в	22	13
8	состоит в	2	13
9	может быть	6	12
10	так и	4	12
11	представляет собой	3	11
12	при этом	7	11
13	в этом	8	11
14	в том	12	11
15	а не	4	10
16	и его	6	10
17	в его	8	9
18	то же	7	9
19	что в	5	8
20	отношению к	3	8
21	но и	4	8
22	по отношению	5	8
23	в себе	4	7
24	том что	13	7
25	точки зрения	4	7
26	в то	6	7
27	как это	5	7
28	отличие от	2	7
29	с его	3	6
30	же время	5	6
31	еще не	6	6
32	как бы	3	6
33	но в	5	6
34	однако в	4	5
35	в своем	8	5
36	а также	2	5
37	в ее	3	5
38	как и	3	5
39	не в	4	5
40	в пределах	2	5
41	между ними	2	5
42	в самом	9	5
43	в нем	3	5
44	как в	2	5
45	он не	5	5
46	с другой	4	5
47	между тем	2	5
48	не менее	5	4
49	конечном счете	2	4
50	в свою	7	4
51	ни в	10	4
52	в конечном	2	4
53	за пределами	2	4
54	в своей	5	4
55	то что	4	4
56	отношение к	5	4
57	в их	2	4
58	приводит к	3	4
59	не может	3	4
60	хотя и	5	4
61	и ее	2	4
62	говорить о	3	4
63	не знает	3	4
64	всего лишь	2	4
65	никогда не	3	3
66	в отношении	4	3
67	прежде всего	5	3
68	и к	3	3
69	тем не	3	3
70	свою очередь	6	3
71	по своему	3	3
72	и сам	5	3
73	другой стороны	2	3
74	как раз	6	3
75	таким образом	12	3
76	в другом	2	3
77	и что	6	3
78	потому что	10	3
79	нового времени	2	3
80	в основе	2	3
81	в этой	3	3
82	его в	8	3
83	о чем	7	2
84	если бы	8	2
85	за пределы	2	2
86	себя и	2	2
87	между собой	4	2
88	в конце	7	2
89	того же	6	2
90	это не	2	2
91	вовсе не	4	2
92	что он	8	2
93	к тому	6	2
94	об этом	7	2
95	дома и	3	2
96	в присутствии	2	2
97	что они	2	2
98	перед лицом	2	2
99	одной стороны	3	2
100	а на	2	2
101	в глаза	3	2
102	одной из	3	2
103	из которых	2	2
104	в виду	2	2
105	так или	2	2
106	и особенно	2	2
107	не с	2	2
108	к нему	5	2
109	в целом	3	2
110	во всех	2	2
111	вместе с	9	2
112	дело не	2	2
113	со стороны	11	2
114	могло быть	2	2
115	здесь не	2	2
116	и для	4	2
117	с одной	3	2
118	и о	2	2
119	с точки	3	2
120	и даже	3	2
121	так же	4	2
122	либо в	4	2
123	роль в	2	2
124	или иначе	2	2
125	их в	3	2
126	у него	4	2
127	на себя	4	2
128	и здесь	4	2
129	о том	8	2
130	перед ним	3	2
131	и это	2	2
132	в которой	3	2
133	отношения к	2	2
134	в области	2	2
