N	2gram	Ircho_Kome_1	Myslijsy
1	потому что	5	52
2	и в	22	39
3	может быть	9	27
4	в том	11	26
5	только в	3	25
6	что в	6	22
7	не может	2	22
8	так как	4	21
9	не только	10	21
10	в нем	4	20
11	но и	11	20
12	и не	8	18
13	том что	12	16
14	не в	6	15
15	в этом	3	15
16	отношению к	3	13
17	так и	5	13
18	по отношению	3	13
19	в себе	2	13
20	таким образом	8	13
21	было бы	2	12
22	мы не	3	10
23	то что	2	10
24	как в	5	10
25	могут быть	3	9
26	как и	9	9
27	там же	3	9
28	тем что	4	9
29	но в	4	9
30	в одном	8	8
31	но не	2	8
32	вместе с	2	8
33	со стороны	2	8
34	точки зрения	4	8
35	с другой	5	7
36	в истории	5	7
37	то и	2	7
38	не менее	3	6
39	независимо от	2	6
40	тем не	2	6
41	и как	3	6
42	еще не	2	6
43	что и	4	6
44	все же	3	6
45	и т	9	6
46	то же	6	6
47	при этом	5	6
48	и по	6	6
49	того как	3	6
50	для всех	2	5
51	вовсе не	2	5
52	несмотря на	4	5
53	но это	2	5
54	в его	5	5
55	другой стороны	5	5
56	так же	3	5
57	а в	6	5
58	и его	8	5
59	не следует	2	5
60	между тем	5	5
61	однако в	3	4
62	вопрос о	3	4
63	прежде всего	5	4
64	в свою	2	4
65	мы видели	2	4
66	же время	4	4
67	в действительности	2	4
68	к тому	6	4
69	в своих	2	4
70	т п	5	4
71	т д	4	4
72	и притом	2	4
73	и других	7	4
74	и даже	5	4
75	все остальные	3	4
76	в более	3	4
77	в то	10	4
78	в них	3	3
79	столь же	2	3
80	и во	2	3
81	в этой	7	3
82	того же	2	3
83	одной стороны	3	3
84	по поводу	4	3
85	все более	3	3
86	относится к	2	3
87	для себя	2	3
88	в состоянии	2	3
89	и тем	2	3
90	об отношении	2	3
91	в самом	2	3
92	на него	4	3
93	и без	2	3
94	то ни	2	3
95	с одной	3	3
96	не мог	3	3
97	что по	2	3
98	тем как	2	3
99	во всяком	2	3
100	хотя и	3	3
101	он не	3	3
102	в сознании	3	3
103	и все	3	3
104	к которому	3	3
105	и с	3	3
106	но он	2	2
107	одного из	6	2
108	бы то	2	2
109	на все	2	2
110	на то	3	2
111	как мы	4	2
112	о которых	5	2
113	же в	4	2
114	ни было	2	2
115	в г	11	2
116	у нас	3	2
117	их к	3	2
118	все что	2	2
119	для них	2	2
120	мог бы	2	2
121	в сущности	2	2
122	между прочим	2	2
123	за пределы	2	2
124	и о	3	2
125	к ней	2	2
126	указания на	2	2
127	с ее	2	2
128	в целом	3	2
129	на основании	3	2
130	только при	2	2
131	в их	4	2
132	только что	2	2
133	что к	2	2
134	для этого	2	2
135	этой цели	2	2
136	времени и	2	2
137	было только	2	2
138	ни малейшего	2	2
139	в течение	3	2
140	или в	2	2
141	за тем	2	2
142	известно что	4	2
143	в начале	3	2
144	как будто	2	2
145	о том	8	2
146	видеть в	2	2
147	в которой	6	2
148	в других	2	2
149	мы можем	4	2
