N	2gram	Vygotskiy__4	DiskursI
1	не только	7	28
2	в том	21	23
3	а не	6	22
4	то есть	13	20
5	том что	22	19
6	может быть	22	17
7	представляет собой	2	17
8	и в	33	16
9	как и	5	16
10	в этом	28	15
11	но и	3	14
12	при этом	2	13
13	прежде всего	2	11
14	но не	3	11
15	и не	13	11
16	с другой	2	10
17	как в	3	10
18	далеко не	3	10
19	в частности	4	9
20	в нем	7	9
21	одной стороны	3	9
22	не может	10	9
23	с одной	3	9
24	так и	3	8
25	о том	20	8
26	но в	2	8
27	в основе	3	7
28	в его	10	7
29	со стороны	2	7
30	то же	9	7
31	не было	3	7
32	в себе	6	7
33	только в	4	7
34	не в	2	7
35	в своем	7	6
36	и как	5	6
37	к тому	12	5
38	можно сказать	2	5
39	тому же	3	5
40	как бы	25	5
41	в котором	2	5
42	в своей	4	5
43	то что	44	5
44	во всех	2	5
45	а с	2	5
46	а в	4	5
47	в их	2	5
48	сводится к	2	5
49	и на	5	5
50	с его	2	4
51	что в	21	4
52	в сторону	3	4
53	не является	2	4
54	в них	2	4
55	и к	2	4
56	что он	20	4
57	в целом	5	4
58	же время	2	4
59	связи с	2	4
60	и о	4	4
61	внимание на	2	4
62	что не	4	4
63	в которых	3	4
64	потому что	24	4
65	перед нами	6	3
66	столь же	2	3
67	это не	6	3
68	в одной	2	3
69	по себе	9	3
70	что и	3	3
71	в ее	2	3
72	времени и	2	3
73	с этим	5	3
74	в действительности	2	3
75	в самом	12	3
76	один из	2	3
77	хотя бы	2	3
78	все же	5	3
79	из них	4	3
80	таким образом	13	3
81	именно в	2	3
82	заключается в	5	3
83	того что	4	3
84	другой стороны	2	3
85	в своих	3	3
86	сказать что	13	3
87	тем что	3	3
88	точки зрения	6	3
89	в то	3	3
90	тому как	2	3
91	также и	2	3
92	и потому	2	3
93	по словам	2	2
94	и есть	4	2
95	никогда не	5	2
96	мысли о	2	2
97	в какой	5	2
98	и все	12	2
99	в одном	3	2
100	на ее	2	2
101	это в	4	2
102	к этому	4	2
103	события а	2	2
104	для понимания	2	2
105	в тех	2	2
106	об этом	4	2
107	к такому	2	2
108	в пределах	3	2
109	на этом	3	2
110	указывает на	3	2
111	так например	4	2
112	события в	3	2
113	бы это	3	2
114	в сущности	6	2
115	иначе говоря	2	2
116	на сцене	3	2
117	о нем	4	2
118	сами по	3	2
119	например в	3	2
120	точка зрения	2	2
121	с ее	3	2
122	себя в	4	2
123	когда он	7	2
124	героя и	2	2
125	целый ряд	5	2
126	дело с	3	2
127	уже в	2	2
128	как мы	4	2
129	и что	25	2
130	том чтобы	4	2
131	исходя из	4	2
132	и он	3	2
133	и его	5	2
134	в рассказе	8	2
135	здесь в	3	2
136	во всяком	3	2
137	мы имеем	2	2
138	что касается	2	2
139	и ее	2	2
140	могла бы	4	2
141	же самое	6	2
142	в этой	9	2
143	едва ли	2	2
144	в виду	2	2
145	это было	4	2
