N	2gram	Bakhtin_Fr_2	slovoVRo
1	и в	49	41
2	в нем	9	30
3	то есть	32	26
4	в романе	9	21
5	могут быть	2	19
6	во всех	6	17
7	но и	13	16
8	и не	15	16
9	точки зрения	6	16
10	не только	17	16
11	то же	7	14
12	в пределах	2	14
13	может быть	5	14
14	и др	9	14
15	не может	7	14
16	и его	17	14
17	и на	17	14
18	в то	6	14
19	в сущности	8	13
20	в его	18	13
21	же время	6	12
22	до конца	2	12
23	как бы	11	12
24	в этом	15	12
25	так и	6	11
26	таким образом	7	9
27	все эти	7	9
28	прежде всего	19	8
29	на его	2	8
30	точка зрения	3	8
31	в особенности	5	8
32	но в	4	8
33	как мы	7	8
34	с точки	5	8
35	и следовательно	2	7
36	отношение к	8	7
37	зрения на	2	7
38	с ним	4	7
39	на фоне	2	7
40	вовсе не	10	7
41	в своей	5	7
42	все же	7	7
43	во всяком	2	7
44	в отношении	2	6
45	при этом	5	6
46	и даже	2	6
47	а в	4	6
48	в плане	3	6
49	в них	13	6
50	только в	13	6
51	с другой	4	5
52	в самом	3	5
53	всяком случае	2	5
54	все это	9	5
55	и к	4	5
56	к нему	3	5
57	далеко не	3	5
58	связанных с	3	4
59	или меньшей	3	4
60	большей или	3	4
61	одной стороны	3	4
62	меньшей степени	3	4
63	одним из	2	4
64	в ней	2	4
65	один из	7	4
66	с ее	3	4
67	в их	2	4
68	за пределы	2	4
69	с одной	3	4
70	лишь в	4	4
71	рядом с	6	4
72	и с	6	4
73	и все	3	4
74	с его	5	4
75	всех этих	3	4
76	как и	11	4
77	мы сказали	2	4
78	в смысле	2	4
79	здесь в	6	4
80	еще не	2	4
81	но именно	3	4
82	по преимуществу	2	4
83	и потому	5	4
84	другой стороны	3	4
85	на мир	2	4
86	автора и	2	4
87	там где	4	4
88	ничего не	2	4
89	смысла и	2	3
90	никогда не	5	3
91	точку зрения	2	3
92	из этих	5	3
93	в том	3	3
94	лишь как	2	3
95	для него	9	3
96	в большей	3	3
97	формах и	2	3
98	в него	2	3
99	из них	3	3
100	в понимании	2	3
101	в своем	5	3
102	именно в	6	3
103	и других	3	3
104	форм и	2	3
105	речь и	2	3
106	также и	3	3
107	не было	4	3
108	в истории	6	3
109	о том	3	3
110	так как	6	3
111	у него	2	3
112	и во	4	3
113	но здесь	3	3
114	связанные с	2	3
115	в себе	4	3
116	по существу	2	3
117	в качестве	2	3
118	и чисто	4	3
119	не были	2	3
120	было бы	3	3
121	одной из	2	3
122	в основном	5	3
123	в свое	4	3
124	у рабле	6	3
125	но эти	3	3
126	выражение в	5	3
127	связана с	3	2
128	характерно что	2	2
129	одного из	2	2
130	на все	3	2
131	для понимания	2	2
132	можно сказать	2	2
133	есть для	2	2
134	в известной	4	2
135	пародии на	5	2
136	что они	2	2
137	такого рода	2	2
138	хотя и	2	2
139	в этих	4	2
140	xviii века	6	2
141	как к	2	2
142	так же	2	2
143	сказать что	6	2
144	но он	6	2
145	пределах одной	2	2
146	пародию на	2	2
147	свое произведение	2	2
148	для них	2	2
149	перестает быть	2	2
150	в одном	3	2
151	в духе	4	2
152	связь с	3	2
153	в условиях	2	2
154	и эти	2	2
155	том что	4	2
156	одна из	4	2
157	но не	5	2
158	эти жанры	2	2
159	до сих	4	2
160	мы уже	6	2
161	совершенно не	2	2
162	и о	4	2
163	наконец в	3	2
164	даже в	3	2
165	сих пор	4	2
166	в ее	3	2
167	так в	3	2
168	на самом	2	2
169	и эта	2	2
170	роль в	5	2
171	можно было	3	2
172	в другом	2	2
173	на протяжении	7	2
174	связи с	2	2
175	и вообще	3	2
176	здесь не	2	2
177	в эту	5	2
