N	2gram	Medvedev_F_1	Psycholo
1	в том	6	37
2	и в	24	32
3	и что	2	22
4	то что	8	21
5	таким образом	13	21
6	в искусстве	5	21
7	что в	4	20
8	так же	4	18
9	может быть	14	18
10	что и	2	17
11	не может	16	17
12	точки зрения	16	17
13	самом деле	6	16
14	что он	3	13
15	при этом	5	13
16	то же	10	13
17	в этом	15	13
18	художественной формы	2	12
19	по себе	5	12
20	если мы	2	12
21	в самом	5	12
22	не только	7	12
23	с тем	2	11
24	было бы	6	11
25	в основе	3	11
26	как и	11	10
27	и т	12	10
28	когда он	3	10
29	но и	7	10
30	и не	20	10
31	с точки	13	10
32	искусства и	5	9
33	никогда не	4	9
34	как в	8	9
35	в своих	2	9
36	не менее	11	8
37	не в	8	8
38	т п	4	8
39	того что	5	8
40	к тому	3	7
41	ясно что	3	7
42	и как	3	7
43	а не	10	7
44	все эти	6	7
45	и его	10	7
46	только в	2	7
47	все время	2	6
48	в этой	6	6
49	он не	3	6
50	как бы	6	6
51	в художественном	3	6
52	художественное произведение	6	6
53	целый ряд	3	6
54	формы и	5	6
55	совершенно справедливо	2	6
56	если бы	4	6
57	художественного произведения	23	5
58	искусства в	4	5
59	отнюдь не	6	5
60	на все	3	5
61	художественном произведении	3	5
62	в ней	10	5
63	до сих	6	5
64	сих пор	6	5
65	все это	9	5
66	как раз	2	5
67	на самом	7	5
68	только на	5	5
69	и даже	3	5
70	как на	4	5
71	и на	8	5
72	в то	9	5
73	и более	2	4
74	же как	2	4
75	от того	2	4
76	с этой	4	4
77	в жизни	3	4
78	как это	6	4
79	в действительности	2	4
80	произведения искусства	3	4
81	в нем	14	4
82	все же	3	4
83	при таком	4	4
84	жизни и	7	4
85	и до	5	4
86	а в	6	4
87	и все	6	4
88	и те	2	4
89	и с	8	4
90	говорит он	3	4
91	с этим	2	4
92	в целом	6	4
93	если же	2	4
94	и это	2	4
95	в произведении	2	4
96	ничего не	2	4
97	как она	3	4
98	между тем	2	4
99	в общем	3	3
100	главным образом	4	3
101	в частности	4	3
102	для этого	4	3
103	хотя бы	5	3
104	с другой	5	3
105	не как	4	3
106	и к	4	3
107	а только	2	3
108	поэтического произведения	3	3
109	по существу	2	3
110	и заключается	2	3
111	до конца	7	3
112	в свою	8	3
113	только как	2	3
114	в своей	11	3
115	сами по	2	3
116	один из	3	3
117	с ее	7	3
118	так и	18	3
119	во всех	5	3
120	том чтобы	2	3
121	и их	10	3
122	и ее	10	3
123	в их	11	3
124	в отношении	3	3
125	и других	3	3
126	и вот	2	3
127	должны быть	5	3
128	жизнь и	3	3
129	как к	3	3
130	он в	2	3
131	во всем	2	3
132	ни на	3	3
133	отношении к	2	3
134	того или	2	3
135	думать что	3	3
136	или же	3	3
137	но в	5	3
138	мы не	3	3
139	место в	7	2
140	вещей и	3	2
141	с его	4	2
142	однако не	2	2
143	все более	2	2
144	к действительности	2	2
145	искусства как	2	2
146	материала и	3	2
147	в них	3	2
148	то ни	3	2
149	это не	2	2
150	она является	2	2
151	и от	7	2
152	точка зрения	2	2
153	более и	2	2
154	с другими	4	2
155	в одном	2	2
156	воздействия на	3	2
157	в каждом	3	2
158	была бы	2	2
159	или иного	3	2
160	но эта	2	2
161	во всяком	4	2
162	сводится к	3	2
163	и здесь	6	2
164	ни в	2	2
165	же время	8	2
166	свою очередь	6	2
167	еще не	6	2
168	но не	3	2
169	самое понятие	2	2
170	таком понимании	2	2
171	она не	6	2
172	роман и	2	2
173	вовсе не	10	2
174	на его	2	2
175	подход к	2	2
176	в его	23	2
177	в него	2	2
178	всяком случае	4	2
179	в ее	8	2
180	произведение как	3	2
181	его с	2	2
182	оно не	4	2
183	не так	2	2
184	бы то	3	2
185	начала и	2	2
186	отношение к	3	2
187	в процессе	9	2
188	вместе с	2	2
189	значение в	3	2
190	отличается от	3	2
191	на него	2	2
192	значение и	3	2
193	не на	2	2
194	впечатление что	2	2
195	в особенности	3	2
196	т д	8	2
197	не было	3	2
198	форм и	6	2
199	в самой	2	2
200	у них	3	2
201	и содержание	2	2
202	входящих в	2	2
203	но это	3	2
204	сами же	2	2
205	в себе	3	2
206	в которой	4	2
207	учения о	2	2
208	могло бы	2	2
209	к которому	2	2
210	произведения как	2	2
