N	3gram	Voloshinov_1	Problema
1	по отношению к	2	19
2	не может быть	13	11
3	с точки зрения	20	6
4	в большинстве случаев	3	5
5	в отличие от	5	5
6	в высшей степени	3	5
7	и прежде всего	2	5
8	с другой стороны	5	4
9	то же время	3	3
10	в самом деле	9	3
11	в то же	3	3
12	можно было бы	2	3
13	тем не менее	2	3
14	бы то ни	8	3
15	в этом смысле	2	3
16	в том что	3	3
17	то ни было	8	2
18	со всех сторон	2	2
19	на первый план	2	2
20	то же самое	3	2
21	не могут быть	2	2
22	можно сказать что	3	2
23	и не может	9	2
24	в этом отношении	3	2
25	совершенно независимо от	2	2
26	одной из важнейших	2	2
27	для того чтобы	3	2
