N	2gram	Voloshinov_1	Myshleni
1	в том	2	42
2	том что	2	35
3	с помощью	2	31
4	в процессе	5	27
5	таким образом	6	25
6	точки зрения	7	24
7	в этом	2	24
8	и в	13	20
9	что в	3	19
10	то же	4	16
11	то что	6	15
12	не только	6	15
13	что они	2	14
14	с другой	2	12
15	при этом	2	12
16	в их	3	12
17	может быть	8	12
18	в целом	2	11
19	так же	2	11
20	в его	7	11
21	мы должны	6	11
22	с точки	5	11
23	так как	3	10
24	в отношении	2	10
25	мы видим	2	10
26	и то	3	10
27	в себе	3	10
28	только в	6	10
29	одной стороны	2	9
30	но и	3	9
31	другой стороны	2	9
32	с одной	2	9
33	между тем	2	9
34	как и	3	9
35	тот же	2	9
36	и не	8	8
37	и тем	2	8
38	было бы	4	8
39	как бы	6	7
40	в своей	4	7
41	самом деле	3	7
42	а не	2	7
43	тем что	2	7
44	могут быть	2	7
45	уже в	2	6
46	к одному	3	6
47	к тому	2	6
48	в самом	2	6
49	не может	8	6
50	те же	2	6
51	слово в	3	6
52	одно и	3	6
53	никогда не	3	5
54	в действительности	2	5
55	не является	4	5
56	если бы	2	5
57	и его	12	5
58	с этим	3	5
59	и к	2	5
60	все же	5	5
61	мы уже	2	5
62	так и	3	5
63	как в	2	5
64	все эти	2	5
65	мы можем	4	5
66	слова и	2	5
67	в школе	4	4
68	роль в	2	4
69	с этой	2	4
70	в сознании	4	4
71	и при	2	4
72	во всей	2	4
73	не в	3	4
74	и для	3	4
75	в области	2	4
76	не менее	2	3
77	же слово	2	3
78	и является	2	3
79	в связи	2	3
80	представлений и	2	3
81	но в	4	3
82	бы в	2	3
83	во всем	2	3
84	ничего общего	3	3
85	что эта	2	3
86	в чем	2	3
87	в которой	3	3
88	связана с	3	2
89	понятно что	3	2
90	но так	2	2
91	в каждом	4	2
92	прежде всего	9	2
93	со всей	3	2
94	для него	2	2
95	вслед за	2	2
96	но для	3	2
97	в ней	2	2
98	в нем	2	2
99	данном случае	2	2
100	здесь мы	3	2
101	не имеет	2	2
102	а в	2	2
103	в данном	2	2
104	речи не	2	2
105	зависимости от	2	2
106	а также	2	2
107	и т.п	7	2
108	в языке	2	2
109	при анализе	3	2
110	входит в	2	2
111	может стать	2	2
112	и т.д	5	2
113	вопроса о	4	2
114	которое мы	2	2
