N	2gram	Bakhtin_Pr_4	Vladivir
1	и в	46	31
2	не только	14	24
3	но и	12	19
4	то что	4	18
5	и не	27	17
6	у него	5	15
7	и даже	3	15
8	том что	4	14
9	что в	4	14
10	в этом	16	14
11	и с	7	14
12	что он	6	12
13	в его	9	12
14	но в	6	12
15	с его	5	11
16	в том	9	11
17	потому что	4	11
18	о том	5	11
19	так что	2	10
20	также и	3	10
21	он не	4	10
22	никогда не	6	9
23	как мы	12	9
24	а в	2	9
25	только в	6	9
26	в конце	3	9
27	и по	2	8
28	в то	5	8
29	так как	5	8
30	уже в	4	7
31	для него	2	7
32	кроме того	4	7
33	об этом	2	7
34	о нем	6	7
35	как раз	7	7
36	и его	6	7
37	сказать что	2	7
38	мы уже	3	7
39	еще и	4	7
40	он и	4	6
41	и к	9	6
42	можно сказать	4	6
43	у нас	2	6
44	того же	3	6
45	и сам	5	6
46	может быть	23	6
47	свое время	2	6
48	в котором	5	6
49	так и	4	6
50	не может	19	6
51	то же	6	6
52	и что	3	6
53	на этот	2	6
54	все это	6	5
55	вовсе не	9	5
56	на то	3	5
57	не в	10	5
58	в свое	2	5
59	что и	3	5
60	жизни и	5	5
61	когда он	2	5
62	что же	3	5
63	не было	2	5
64	но он	3	5
65	с ним	2	5
66	же время	5	4
67	в своем	3	4
68	и все	9	4
69	этом смысле	2	4
70	в нем	17	4
71	для нас	2	4
72	к ней	2	4
73	в себе	7	4
74	да и	4	4
75	как и	12	4
76	и как	2	4
77	мы и	3	4
78	в этой	3	4
79	по своей	3	4
80	он уже	2	4
81	никак не	3	4
82	хотя и	6	4
83	себя в	3	4
84	в своей	3	4
85	мысли и	2	4
86	во всем	4	4
87	как он	3	4
88	дело в	3	4
89	к нему	5	4
90	мы увидим	6	3
91	в общем	2	3
92	и через	2	3
93	только к	2	3
94	но на	2	3
95	к тому	2	3
96	с другой	3	3
97	и так	2	3
98	раз и	4	3
99	он как	2	3
100	в жизни	5	3
101	как в	4	3
102	к своему	3	3
103	но не	4	3
104	но это	6	3
105	более или	3	3
106	ничего не	2	3
107	за пределы	5	3
108	все же	4	3
109	отношение к	3	3
110	вместе с	2	3
111	на него	3	3
112	или менее	3	3
113	только на	3	3
114	другой стороны	3	3
115	в отношении	3	3
116	таким образом	4	3
117	все эти	4	3
118	уже не	4	3
119	и он	6	3
120	жизнь и	3	3
121	и на	11	3
122	на себя	4	3
123	и здесь	4	3
124	но этот	3	3
125	здесь не	4	3
126	то есть	40	3
127	но она	2	3
128	тем что	3	2
129	он сам	2	2
130	мы будем	2	2
131	время и	2	2
132	не менее	2	2
133	нет и	2	2
134	хотя бы	2	2
135	по существу	3	2
136	указывает на	2	2
137	на все	2	2
138	его к	2	2
139	ни в	6	2
140	что я	6	2
141	на этом	3	2
142	все что	2	2
143	еще не	7	2
144	при этом	5	2
145	было бы	3	2
146	кажется что	3	2
147	совершенно не	4	2
148	в самом	9	2
149	конечно не	8	2
150	и о	3	2
151	одним из	3	2
152	которую он	2	2
153	к жизни	2	2
154	и до	3	2
155	уже сказали	2	2
156	него в	3	2
157	то и	2	2
158	и для	3	2
159	и других	4	2
160	жизнь в	3	2
161	лишь в	2	2
162	что мы	2	2
163	что такое	2	2
164	той же	3	2
165	значение для	3	2
166	в результате	2	2
167	во всяком	2	2
168	точки зрения	11	2
169	к себе	6	2
170	из этих	3	2
171	у меня	3	2
172	того и	2	2
173	о котором	2	2
174	и это	3	2
175	почти не	2	2
