N	2gram	Losev_Prob_5	Vladivir
1	и в	30	30
2	в году	5	24
3	то что	18	20
4	в этом	17	20
5	у него	11	19
6	в том	12	18
7	и не	12	18
8	и с	5	14
9	что он	7	13
10	в конце	8	13
11	том что	17	12
12	что в	5	12
13	не только	18	12
14	в его	12	11
15	а в	6	11
16	как мы	2	11
17	сказать что	9	11
18	а также	3	10
19	и вообще	9	10
20	и даже	14	10
21	не в	7	9
22	кроме того	2	9
23	было бы	4	9
24	все же	9	9
25	потому что	13	9
26	не может	5	9
27	в то	4	9
28	связи с	7	8
29	в своем	11	8
30	вместе с	7	8
31	но и	13	8
32	в связи	7	8
33	не мог	4	8
34	но в	9	8
35	не менее	5	7
36	никогда не	7	7
37	точки зрения	10	7
38	и все	9	7
39	ни в	4	7
40	может быть	7	7
41	для нас	10	7
42	а не	5	7
43	то есть	21	7
44	еще и	4	6
45	хотя и	8	6
46	к этому	2	6
47	прежде всего	6	6
48	и к	4	6
49	об этом	4	6
50	тем не	5	6
51	он был	2	6
52	у нас	7	6
53	то время	3	6
54	только в	9	6
55	всяком случае	2	6
56	во всяком	2	6
57	в себе	4	6
58	жизни и	2	6
59	а именно	12	6
60	всякого рода	2	6
61	и его	6	6
62	также и	12	6
63	и то	5	5
64	по себе	2	5
65	как и	7	5
66	так что	11	5
67	в дальнейшем	7	5
68	при этом	4	5
69	того же	4	5
70	тот же	3	5
71	в своей	22	5
72	как бы	6	5
73	в котором	2	5
74	для себя	5	5
75	так и	7	5
76	необходимо сказать	4	5
77	и что	6	5
78	того что	3	5
79	в результате	7	5
80	все эти	2	5
81	так как	6	5
82	с ним	3	5
83	из этого	4	5
84	разного рода	4	4
85	совсем не	3	4
86	именно в	3	4
87	с этой	2	4
88	в это	2	4
89	я не	2	4
90	вовсе не	8	4
91	его в	6	4
92	можно сказать	6	4
93	что его	3	4
94	в этой	10	4
95	на его	2	4
96	конечно не	2	4
97	несмотря на	6	4
98	и о	5	4
99	в ней	3	4
100	он не	3	4
101	это время	2	4
102	в нем	6	4
103	крайней мере	4	4
104	то же	2	4
105	в те	2	4
106	и он	4	4
107	так же	5	4
108	по поводу	2	4
109	и на	6	4
110	в начале	3	4
111	о том	12	4
112	здесь не	7	4
113	мы читаем	6	4
114	в которой	5	4
115	по крайней	4	4
116	отношение к	2	4
117	учение о	3	3
118	уже в	2	3
119	мы будем	2	3
120	в них	2	3
121	в отношении	3	3
122	хотя бы	2	3
123	едва ли	4	3
124	точно так	3	3
125	что касается	3	3
126	в свою	2	3
127	что и	6	3
128	да и	2	3
129	по существу	2	3
130	и как	6	3
131	но не	7	3
132	он и	5	3
133	в данном	2	3
134	и для	6	3
135	никак не	8	3
136	еще более	3	3
137	с точки	8	3
138	как в	2	3
139	таким образом	13	3
140	только и	3	3
141	те времена	2	3
142	уже не	6	3
143	и вполне	4	3
144	в таком	2	3
145	в виде	10	3
146	даже и	4	3
147	но он	5	3
148	под названием	4	3
149	поскольку в	3	3
150	его на	2	3
151	дело в	2	3
152	конце концов	6	3
153	в области	2	3
154	не то	2	3
155	к нему	3	2
156	гёте и	2	2
157	он сам	3	2
158	еще в	5	2
159	нисколько не	5	2
160	с тем	5	2
161	уже и	2	2
162	однако в	3	2
163	жизни в	4	2
164	некоторой степени	4	2
165	это не	2	2
166	если не	4	2
167	раз и	2	2
168	тогда когда	4	2
169	здесь в	2	2
170	в настоящее	3	2
171	к тому	2	2
172	он все	2	2
173	же в	3	2
174	ли он	2	2
175	без всякого	2	2
176	только тогда	3	2
177	на первом	3	2
178	в стихотворении	14	2
179	но тем	2	2
180	настоящее время	3	2
181	после того	3	2
182	и сам	4	2
183	о своем	2	2
184	бы с	2	2
185	такого рода	2	2
186	в самом	5	2
187	в частности	4	2
188	некоторого рода	4	2
189	на то	2	2
190	для того	3	2
191	в виду	3	2
192	время как	3	2
193	будто бы	5	2
194	гораздо более	4	2
195	людей в	5	2
196	но уже	2	2
197	наряду с	2	2
198	и до	2	2
199	данном случае	2	2
200	он пишет	2	2
201	иной раз	2	2
202	того как	5	2
203	на земле	9	2
204	и притом	5	2
205	но все	4	2
206	в трех	2	2
207	мы находим	7	2
208	эта идея	2	2
209	того чтобы	2	2
210	что не	2	2
211	в чем	2	2
212	в сравнении	3	2
213	его не	2	2
214	можно было	2	2
215	нас в	4	2
216	у которого	2	2
217	тут же	6	2
218	как будто	3	2
219	до некоторой	4	2
220	говорится о	4	2
221	ничего не	2	2
222	мы не	2	2
