N	2gram	Propp_Isto_2	VelikijI
1	и не	11	20
2	и в	15	16
3	то что	12	9
4	так как	14	9
5	еще не	9	8
6	что они	10	7
7	а не	5	7
8	как бы	6	5
9	но и	14	5
10	все это	3	5
11	того что	3	5
12	и есть	5	4
13	что он	24	4
14	в нем	7	4
15	как и	2	4
16	что мы	3	4
17	в котором	5	4
18	так и	5	4
19	потому что	9	4
20	в этом	11	4
21	в ней	4	4
22	в его	6	4
23	о смысле	2	4
24	что в	12	3
25	в этих	11	3
26	превращается в	2	3
27	в жизни	2	3
28	ни в	2	3
29	в том	6	3
30	не в	7	3
31	но это	4	3
32	к тому	5	3
33	во всех	2	3
34	никогда не	15	3
35	то это	6	3
36	что и	6	3
37	не было	2	3
38	и они	4	3
39	и что	6	3
40	к чему	2	3
41	хотя бы	2	3
42	и для	2	3
43	их в	2	3
44	все эти	4	3
45	нет ничего	2	3
46	но в	6	3
47	тот кто	2	2
48	с тем	9	2
49	его и	4	2
50	это не	2	2
51	прежде всего	5	2
52	для нас	4	2
53	да и	2	2
54	том что	7	2
55	одна из	2	2
56	но не	2	2
57	того чтобы	2	2
58	уже на	3	2
59	вместо того	2	2
60	не только	18	2
61	один из	8	2
62	и т	19	2
63	ее в	2	2
64	нет еще	2	2
65	т д	18	2
66	а с	2	2
67	тем что	4	2
68	в себя	3	2
69	мы не	3	2
70	его не	2	2
71	а в	12	2
72	можно было	5	2
73	и то	2	2
74	могут быть	2	2
75	вера в	2	2
76	только в	6	2
77	и это	3	2
