N	2gram	Tiupa_Lite_1	Problemy
1	и в	8	43
2	и не	12	29
3	может быть	13	23
4	как бы	7	22
5	не может	5	18
6	в пределах	3	16
7	у достоевского	2	14
8	но и	17	14
9	как и	6	14
10	точки зрения	6	13
11	в этом	12	13
12	что он	5	13
13	в нем	2	12
14	не в	8	11
15	не только	24	11
16	прежде всего	11	10
17	но в	3	10
18	в его	7	10
19	никогда не	4	9
20	еще не	4	9
21	в сущности	2	9
22	для него	2	8
23	лишь в	4	8
24	то же	5	8
25	с точки	2	8
26	и его	4	8
27	о себе	4	7
28	и сам	6	7
29	в самом	3	7
30	к себе	3	7
31	в то	5	7
32	то что	10	7
33	а не	16	7
34	в другом	2	7
35	в том	16	6
36	при этом	19	6
37	у него	3	6
38	не как	4	6
39	что я	2	6
40	приводит к	3	6
41	да и	3	5
42	же время	5	5
43	по отношению	3	5
44	таким образом	3	5
45	все эти	2	5
46	а в	3	5
47	самим собою	2	5
48	о том	2	5
49	но не	4	5
50	было бы	2	5
51	отношению к	2	5
52	самом деле	2	5
53	в слове	2	5
54	в себе	7	5
55	я не	7	4
56	что в	3	4
57	в своем	11	4
58	с другой	3	4
59	к тому	2	4
60	и нет	2	4
61	же и	3	4
62	то есть	6	4
63	а как	2	4
64	с его	5	4
65	в чужом	4	4
66	с собой	4	4
67	в своей	4	4
68	том же	3	4
69	не на	2	4
70	в отличие	5	4
71	как раз	4	4
72	только в	8	4
73	далеко не	3	4
74	отличие от	5	4
75	не менее	7	3
76	от автора	2	3
77	должна быть	2	3
78	это не	4	3
79	или иной	2	3
80	тому же	2	3
81	в формах	4	3
82	в виду	3	3
83	в их	3	3
84	и только	2	3
85	и даже	3	3
86	самим собой	2	3
87	он и	3	3
88	его в	3	3
89	в художественном	4	3
90	между тем	2	3
91	в жизни	6	3
92	но при	2	3
93	того же	2	3
94	за пределы	2	3
95	даже в	2	3
96	все же	4	3
97	себя в	6	3
98	так и	4	3
99	только на	2	3
100	другого в	3	3
101	в себя	2	3
102	уже не	7	3
103	героя с	2	3
104	также и	3	3
105	той же	3	3
106	можно было	2	3
107	тем что	2	3
108	могут быть	2	3
109	уже в	5	2
110	та же	2	2
111	из этих	2	2
112	в конце	4	2
113	человека и	2	2
114	для понимания	2	2
115	тем не	2	2
116	из его	2	2
117	художественного творчества	3	2
118	например в	3	2
119	что такое	2	2
120	и является	2	2
121	ту же	2	2
122	и др	3	2
123	то это	2	2
124	в целом	8	2
125	на том	2	2
126	то и	2	2
127	для этого	4	2
128	того что	6	2
129	чтобы не	2	2
130	в своих	4	2
131	из них	4	2
132	как он	2	2
133	во всяком	3	2
134	я и	7	2
135	превращается в	2	2
136	раз и	2	2
137	чужого сознания	4	2
138	одна из	3	2
139	с их	3	2
140	на себя	2	2
141	на почве	2	2
142	для себя	5	2
143	не есть	2	2
144	дело в	3	2
145	если оно	2	2
146	как в	5	2
147	том что	14	2
148	что не	2	2
149	тем же	3	2
150	хотя бы	2	2
151	и то	2	2
152	бы не	3	2
