N	2gram	Nazirov_Tv_2	Problemy
1	и в	20	43
2	и не	9	29
3	может быть	8	23
4	как бы	11	22
5	не может	7	18
6	у достоевского	30	14
7	но и	8	14
8	как и	6	14
9	и т	13	13
10	в этом	8	13
11	что он	6	13
12	в нем	3	12
13	в одном	2	12
14	не в	4	11
15	не только	13	11
16	прежде всего	8	10
17	и на	5	10
18	но в	4	10
19	в его	10	10
20	никогда не	11	9
21	еще не	5	9
22	он не	3	9
23	т п	2	9
24	для него	3	8
25	то же	7	8
26	и его	9	8
27	до сих	3	7
28	и сам	5	7
29	в самом	3	7
30	в то	10	7
31	то что	3	7
32	сих пор	3	7
33	а не	6	7
34	в том	8	6
35	при этом	8	6
36	в котором	3	6
37	и наконец	2	6
38	у него	6	6
39	что я	2	6
40	приводит к	2	6
41	так сказать	2	6
42	так что	2	5
43	же время	7	5
44	хотя и	4	5
45	все это	6	5
46	по отношению	3	5
47	таким образом	10	5
48	все эти	4	5
49	а в	4	5
50	рядом с	2	5
51	и с	8	5
52	но ведь	2	5
53	вовсе не	2	5
54	о том	5	5
55	но не	5	5
56	и что	2	5
57	отношению к	3	5
58	самом деле	2	5
59	и он	2	5
60	в себе	3	5
61	героя и	2	5
62	я не	2	4
63	что в	7	4
64	с другой	2	4
65	но это	5	4
66	у тургенева	2	4
67	т д	11	4
68	их в	2	4
69	человека в	3	4
70	так как	3	4
71	то есть	5	4
72	более того	2	4
73	в своей	6	4
74	том же	2	4
75	достоевского в	9	4
76	героев достоевского	5	4
77	но эти	2	4
78	в отличие	2	4
79	достоевский в	7	4
80	на этот	2	4
81	мы не	4	4
82	этот вопрос	3	4
83	только в	2	4
84	и это	3	4
85	отличие от	2	4
86	произведениях достоевского	2	4
87	же не	2	4
88	не менее	2	3
89	это не	7	3
90	в одной	3	3
91	он сам	3	3
92	достоевского не	8	3
93	но зато	3	3
94	тому же	2	3
95	такой же	2	3
96	в их	3	3
97	и только	2	3
98	и даже	5	3
99	героя в	4	3
100	для достоевского	2	3
101	творчестве достоевского	4	3
102	его в	3	3
103	с ним	3	3
104	между тем	3	3
105	в романах	13	3
106	если бы	4	3
107	в романе	15	3
108	достоевского это	3	3
109	когда он	4	3
110	в произведениях	2	3
111	все же	5	3
112	себя в	2	3
113	него в	2	3
114	на него	2	3
115	так и	6	3
116	к самому	2	3
117	достоевского но	3	3
118	уже не	3	3
119	героя с	2	3
120	другой стороны	2	3
121	ничего не	4	3
122	в рассказе	3	3
123	тем что	3	3
124	в виде	2	3
125	могут быть	2	3
126	и ее	2	3
127	это все	2	3
128	уже в	2	2
129	его и	2	2
130	романах достоевского	13	2
131	что у	4	2
132	мире достоевского	3	2
133	в конце	6	2
134	человека и	3	2
135	в образе	3	2
136	романе достоевского	6	2
137	что на	2	2
138	например в	5	2
139	из подполья	6	2
140	и др	3	2
141	в целом	6	2
142	и без	2	2
143	с большим	3	2
144	достоевского и	2	2
145	но эта	2	2
146	образ человека	2	2
147	так же	5	2
148	особенно в	2	2
149	с ними	2	2
150	в своих	3	2
151	в которых	3	2
152	известно что	2	2
153	и еще	2	2
154	из них	2	2
155	во всяком	2	2
156	превращается в	3	2
157	в стороне	2	2
158	в такой	2	2
159	об этом	4	2
160	а затем	3	2
161	в первой	2	2
162	у нас	2	2
163	к миру	2	2
164	одна из	3	2
165	достоевский не	5	2
166	достоевского нет	3	2
167	ивана карамазова	8	2
168	для автора	2	2
169	в литературной	2	2
170	себя на	2	2
171	в процессе	2	2
172	как в	4	2
173	что идея	2	2
174	уже после	2	2
175	а с	3	2
176	том что	4	2
177	что не	3	2
178	может служить	2	2
179	в таком	3	2
180	что этот	2	2
181	достоевского как	8	2
182	с другим	2	2
183	бы не	2	2
184	в творчестве	5	2
