N	2gram	Voloshinov_1	Problemy
1	и не	16	31
2	и в	15	29
3	в его	9	24
4	может быть	13	24
5	а не	2	22
6	в этом	13	22
7	как бы	11	19
8	в нем	4	19
9	точки зрения	13	19
10	для него	5	18
11	не только	5	15
12	то что	10	15
13	но и	4	14
14	и его	15	14
15	то же	7	14
16	рядом с	2	14
17	уже не	5	13
18	с точки	10	13
19	как и	6	12
20	о себе	2	12
21	не может	13	12
22	таким образом	21	12
23	в одном	3	10
24	в самом	6	10
25	в то	6	10
26	только в	6	10
27	с его	8	9
28	это не	2	9
29	себе самом	3	9
30	все же	5	9
31	но не	5	9
32	же время	5	9
33	все эти	9	9
34	если бы	3	9
35	в своем	2	8
36	до конца	5	8
37	по себе	2	8
38	что он	8	8
39	что в	6	8
40	отношению к	9	8
41	в своей	9	8
42	по отношению	11	8
43	потому что	4	8
44	в том	4	8
45	прежде всего	11	7
46	вовсе не	2	7
47	том что	5	7
48	не в	4	7
49	она не	2	7
50	за пределы	2	7
51	так и	10	7
52	а в	6	7
53	с другими	5	7
54	и на	3	7
55	в себе	4	7
56	но в	9	7
57	все это	5	6
58	точку зрения	4	6
59	в одной	2	6
60	не могут	3	6
61	выражение в	2	6
62	в целом	2	6
63	к нему	7	6
64	одним из	3	6
65	что она	2	6
66	как в	3	6
67	как раз	2	6
68	самом деле	7	6
69	могут быть	6	6
70	его в	8	6
71	и потому	8	6
72	так как	9	6
73	сознания и	5	5
74	и др	8	5
75	именно в	3	5
76	было бы	6	5
77	но все	2	5
78	более того	2	5
79	зависимости от	2	5
80	еще не	7	5
81	и о	3	5
82	у него	3	5
83	он не	4	5
84	в зависимости	2	5
85	мысли и	4	5
86	той же	2	5
87	на самом	2	5
88	с их	3	5
89	во всяком	4	5
90	между тем	2	5
91	он и	2	5
92	сознание и	4	5
93	с ним	12	5
94	ничего не	2	5
95	или как	3	5
96	все то	2	4
97	бы и	2	4
98	что и	2	4
99	но это	2	4
100	и с	7	4
101	в процессе	4	4
102	от того	3	4
103	и для	2	4
104	не было	4	4
105	как мы	10	4
106	они не	2	4
107	и наконец	10	4
108	должно быть	2	4
109	их в	2	4
110	в основе	3	4
111	в этой	5	4
112	человека в	3	4
113	так сказать	3	4
114	что же	4	4
115	я не	3	3
116	он сам	4	3
117	в человеке	5	3
118	никогда не	7	3
119	ни в	6	3
120	одна из	3	3
121	все что	9	3
122	ни один	2	3
123	и пр	9	3
124	всяком случае	3	3
125	на почве	2	3
126	оно не	2	3
127	только то	3	3
128	и до	3	3
129	на него	4	3
130	тому что	3	3
131	как на	3	3
132	мир в	2	3
133	этом отношении	2	3
134	в себя	5	3
135	приводит к	2	3
136	и у	6	3
137	в своих	4	3
138	сказать что	6	3
139	не знает	3	3
140	мы должны	7	3
141	далеко не	4	3
142	и этим	3	3
143	бы в	2	3
144	отношения к	2	3
145	в мир	3	3
146	все его	2	3
147	самого начала	5	2
148	все время	4	2
149	всех этих	5	2
150	себя и	3	2
151	его и	2	2
152	хотя бы	7	2
153	к сознанию	2	2
154	те же	4	2
155	в жизни	5	2
156	в условиях	3	2
157	и ее	3	2
158	и к	7	2
159	не позволяет	2	2
160	что может	3	2
161	жизни и	5	2
162	художественный образ	2	2
163	ту сторону	3	2
164	следовательно и	2	2
165	мы остановимся	2	2
166	при этом	7	2
167	есть и	2	2
168	личной жизни	2	2
169	на себя	2	2
170	социальной жизни	2	2
171	тот же	5	2
172	все остальное	2	2
173	бы он	3	2
174	конечно не	3	2
175	разобраться в	3	2
176	ибо не	2	2
177	все те	4	2
178	до сих	3	2
179	один из	4	2
180	и со	2	2
181	в большинстве	4	2
182	по ту	3	2
183	войти в	3	2
184	отношение к	7	2
185	же основной	2	2
186	сознания с	5	2
187	сих пор	3	2
188	но эти	2	2
189	данном случае	3	2
190	мы уже	5	2
191	находится в	3	2
192	в отношении	2	2
193	и даже	2	2
194	что оно	2	2
195	а потому	2	2
196	и что	3	2
197	к себе	3	2
198	между ними	2	2
199	к этим	2	2
200	для самого	2	2
201	конечно и	3	2
202	именно и	3	2
203	в данном	3	2
204	в ней	5	2
205	правда в	2	2
206	одно из	3	2
207	и есть	2	2
208	в истории	3	2
209	и старается	2	2
210	со всею	3	2
211	большинстве случаев	5	2
212	оно может	3	2
213	в сознании	3	2
214	с этим	6	2
