N	2gram	Losev_Dial_2	RusskieA
1	и в	19	29
2	т е	30	24
3	что в	7	22
4	том что	10	22
5	в том	14	22
6	как бы	14	18
7	может быть	20	13
8	так как	14	13
9	во время	2	12
10	как и	10	11
11	в этом	8	11
12	все это	4	10
13	е в	3	10
14	и с	5	10
15	не только	19	10
16	о том	5	9
17	в некоторых	2	9
18	а в	4	9
19	или на	2	8
20	но и	12	8
21	ее в	2	8
22	его в	3	8
23	данном случае	2	7
24	как в	2	7
25	или в	2	7
26	с тем	2	6
27	же в	2	6
28	еще не	4	6
29	вместе с	2	6
30	таким образом	4	6
31	при этом	4	6
32	в данном	3	6
33	мы имеем	3	6
34	потому что	14	5
35	это не	10	5
36	то что	14	5
37	и что	5	5
38	но не	6	5
39	и т	17	5
40	не может	9	5
41	т д	15	5
42	будто бы	3	5
43	но в	2	5
44	именно в	2	4
45	о чем	3	4
46	и все	12	4
47	тогда когда	6	4
48	вопрос о	3	4
49	уже не	3	4
50	так что	7	4
51	не в	8	4
52	из них	3	4
53	к нему	4	4
54	же как	3	4
55	или вообще	3	4
56	так же	2	4
57	то же	12	4
58	а не	16	4
59	в таком	4	4
60	их в	2	4
61	и потом	2	4
62	в виде	2	4
63	как это	7	4
64	что по	2	4
65	на этом	2	3
66	тем что	2	3
67	в этих	3	3
68	и от	3	3
69	в ее	4	3
70	она не	8	3
71	что здесь	2	3
72	того что	6	3
73	было бы	3	3
74	что она	14	3
75	во всех	2	3
76	только тогда	7	3
77	а именно	5	3
78	все эти	2	3
79	и по	4	3
80	как мы	3	3
81	между тем	2	3
82	но он	4	3
83	в этой	3	3
84	что это	10	3
85	где есть	2	3
86	не менее	3	2
87	если она	2	2
88	связи с	4	2
89	об этом	3	2
90	могут быть	4	2
91	никогда не	9	2
92	с другой	5	2
93	он есть	3	2
94	сразу же	3	2
95	прежде всего	8	2
96	не что	3	2
97	что и	5	2
98	в целях	3	2
99	что с	2	2
100	это и	3	2
101	кроме того	3	2
102	и как	10	2
103	и при	2	2
104	очевидно что	2	2
105	то время	4	2
106	только как	3	2
107	и пр	5	2
108	совершенно не	7	2
109	что на	2	2
110	когда они	2	2
111	тем не	2	2
112	в виду	5	2
113	все же	4	2
114	в своей	8	2
115	все в	2	2
116	после этого	3	2
117	дело не	2	2
118	в их	2	2
119	живут в	2	2
120	того как	2	2
121	не было	3	2
122	с одной	2	2
123	на самом	2	2
124	должно быть	7	2
125	жизнь и	5	2
126	быть только	2	2
127	в своих	2	2
128	и то	7	2
129	также что	2	2
130	одно из	4	2
131	с этим	3	2
132	это время	3	2
133	от земли	2	2
134	что иное	3	2
135	в то	6	2
136	так чтобы	2	2
137	когда мы	3	2
138	в которой	2	2
139	та же	4	2
140	есть в	2	2
141	иное как	3	2
