N	2gram	Tiupa_Narr_2	Psycholo
1	в том	14	37
2	и в	13	32
3	и что	2	22
4	том что	13	21
5	то что	8	21
6	таким образом	5	21
7	потому что	2	21
8	то есть	9	21
9	что в	4	20
10	так же	2	18
11	может быть	10	18
12	что и	2	17
13	не может	8	17
14	точки зрения	5	17
15	что она	2	16
16	самом деле	3	16
17	того чтобы	3	14
18	что он	5	13
19	при этом	14	13
20	то же	4	13
21	в этом	13	13
22	в самом	2	12
23	не только	26	12
24	на то	2	11
25	было бы	2	11
26	как и	4	10
27	и т	2	10
28	но и	15	10
29	и не	14	10
30	с точки	2	10
31	никогда не	6	9
32	как в	5	9
33	в своих	2	9
34	что это	4	8
35	не менее	4	8
36	не в	8	8
37	с таким	2	8
38	дело с	2	8
39	т п	2	8
40	той же	2	8
41	того что	6	8
42	к тому	9	7
43	а не	17	7
44	все эти	3	7
45	можно было	2	7
46	и его	3	7
47	сказать что	3	7
48	только в	11	7
49	что они	3	7
50	в этой	4	6
51	он не	5	6
52	как бы	6	6
53	те же	2	6
54	о том	5	6
55	если бы	4	6
56	отнюдь не	4	5
57	что у	2	5
58	вслед за	6	5
59	в ней	2	5
60	далеко не	5	5
61	как раз	3	5
62	этом отношении	3	5
63	на самом	2	5
64	только на	2	5
65	и даже	3	5
66	как на	2	5
67	в то	5	5
68	и более	2	4
69	же как	2	4
70	столь же	2	4
71	едва ли	3	4
72	с этой	3	4
73	в жизни	6	4
74	тем не	5	4
75	как это	4	4
76	в чем	2	4
77	и сам	3	4
78	несмотря на	2	4
79	иначе говоря	7	4
80	никак не	3	4
81	и когда	3	4
82	и по	3	4
83	и тем	5	4
84	в нем	5	4
85	все же	6	4
86	жизни и	4	4
87	данном случае	6	4
88	а в	9	4
89	и все	4	4
90	мы имеем	3	4
91	не имеет	2	4
92	и для	3	4
93	в данном	10	4
94	о ней	3	4
95	тому что	3	4
96	в целом	3	4
97	ничего не	6	4
98	в сознании	2	4
99	между тем	3	4
100	по своему	2	3
101	состоит в	12	3
102	в частности	11	3
103	конечном счете	3	3
104	но он	2	3
105	хотя бы	2	3
106	с другой	5	3
107	в конце	4	3
108	точно так	2	3
109	и другого	2	3
110	представить себе	3	3
111	и к	6	3
112	об этом	4	3
113	в свою	2	3
114	что с	2	3
115	в своей	4	3
116	может служить	2	3
117	один из	3	3
118	так и	9	3
119	не к	4	3
120	жизни с	2	3
121	в конечном	3	3
122	и он	2	3
123	тому как	2	3
124	как к	3	3
125	действующих лиц	3	3
126	того или	3	3
127	но в	6	3
128	видит в	2	3
129	мы не	2	3
130	место в	5	2
131	зависит от	2	2
132	с его	3	2
133	однако не	2	2
134	все что	4	2
135	в какой	4	2
136	это не	3	2
137	во сне	2	2
138	или иного	3	2
139	интерес к	2	2
140	сводится к	9	2
141	и здесь	2	2
142	говорит о	2	2
143	же время	3	2
144	всякий раз	2	2
145	а к	3	2
146	тем более	2	2
147	еще не	2	2
148	но не	3	2
149	бы с	2	2
150	вовсе не	2	2
151	должен был	2	2
152	в его	6	2
153	не вполне	2	2
154	в него	2	2
155	все те	2	2
156	в ее	4	2
157	оно не	2	2
158	том как	2	2
159	как он	2	2
160	его жизни	2	2
161	начала и	2	2
162	сводятся к	2	2
163	для нас	2	2
164	на том	3	2
165	в процессе	2	2
166	на него	5	2
167	себе и	2	2
168	а с	2	2
169	роль в	2	2
170	к своему	2	2
171	и у	4	2
172	в других	2	2
173	отличие от	5	2
174	в таком	3	2
175	но это	2	2
176	подобно тому	2	2
177	в себе	8	2
178	может оказаться	2	2
179	могли бы	2	2
180	ответ на	5	2
181	которая не	2	2
182	то чтобы	2	2
183	могло бы	2	2
184	к которому	2	2
